Year,Gebietseinheit,Geschlecht,Befristungsgrund,Units,GeoCode,Value
2016,"Verden",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03361,580
2016,"Verden",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03361,1470
2016,"Statistische Region Lüneburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH033,8250
2016,"Statistische Region Lüneburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH033,5125
2016,"Statistische Region Lüneburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH033,13375
2016,"Delmenhorst, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03401,870
2016,"Delmenhorst, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03401,590
2016,"Delmenhorst, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03401,1460
2016,"Emden, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03402,415
2016,"Emden, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03402,200
2016,"Emden, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03402,615
2016,"Oldenburg (Oldb), Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03403,1210
2016,"Oldenburg (Oldb), Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03403,925
2016,"Oldenburg (Oldb), Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03403,2135
2016,"Osnabrück, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03404,1235
2016,"Osnabrück, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03404,535
2016,"Osnabrück, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03404,1770
2016,"Wilhelmshaven, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03405,665
2016,"Wilhelmshaven, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03405,395
2016,"Wilhelmshaven, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03405,1060
2016,"Ammerland",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03451,545
2016,"Ammerland",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03451,380
2016,"Ammerland",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03451,925
2016,"Aurich",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03452,1025
2016,"Aurich",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03452,575
2016,"Aurich",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03452,1600
2016,"Cloppenburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03453,1045
2016,"Cloppenburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03453,900
2016,"Cloppenburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03453,1945
2016,"Emsland",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03454,1750
2016,"Emsland",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03454,1085
2016,"Emsland",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03454,2830
2016,"Friesland",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03455,285
2016,"Friesland",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03455,235
2016,"Friesland",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03455,520
2016,"Grafschaft Bentheim",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03456,740
2016,"Grafschaft Bentheim",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03456,490
2016,"Grafschaft Bentheim",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03456,1230
2016,"Leer",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03457,680
2016,"Leer",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03457,435
2016,"Leer",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03457,1115
2016,"Oldenburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03458,910
2016,"Oldenburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03458,720
2016,"Oldenburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03458,1630
2016,"Osnabrück",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03459,1005
2016,"Osnabrück",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03459,795
2016,"Osnabrück",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03459,1795
2016,"Vechta",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03460,1350
2016,"Vechta",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03460,890
2016,"Vechta",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03460,2245
2016,"Wesermarsch",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03461,320
2016,"Wesermarsch",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03461,215
2016,"Wesermarsch",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03461,535
2016,"Wittmund",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03462,220
2016,"Wittmund",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03462,170
2016,"Wittmund",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03462,390
2016,"Statistische Region Weser-Ems",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH034,14265
2016,"Statistische Region Weser-Ems",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH034,9540
2016,"Statistische Region Weser-Ems",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH034,23805
2016,"Niedersachsen",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH030,42540
2016,"Niedersachsen",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH030,28290
2016,"Niedersachsen",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH030,70830
2015,"Braunschweig, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03101,405
2015,"Braunschweig, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03101,280
2015,"Braunschweig, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03101,685
2015,"Salzgitter, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03102,515
2015,"Salzgitter, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03102,360
2015,"Salzgitter, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03102,875
2015,"Wolfsburg, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03103,500
2015,"Wolfsburg, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03103,460
2015,"Wolfsburg, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03103,960
2015,"Gifhorn",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03151,195
2015,"Gifhorn",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03151,180
2015,"Gifhorn",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03151,375
2015,"Goslar",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03153,295
2015,"Goslar",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03153,250
2015,"Goslar",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03153,545
2015,"Helmstedt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03154,120
2015,"Helmstedt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03154,75
2015,"Helmstedt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03154,195
2015,"Northeim",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03155,305
2015,"Northeim",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03155,350
2015,"Northeim",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03155,660
2015,"Peine",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03157,415
2015,"Peine",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03157,335
2015,"Peine",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03157,750
2015,"Wolfenbüttel",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03158,250
2015,"Wolfenbüttel",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03158,210
2015,"Wolfenbüttel",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03158,460
2015,"Göttingen",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03159,650
2015,"Göttingen",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03159,545
2015,"Göttingen",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03159,1195
2015,"Statistische Region Braunschweig",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH031,3650
2015,"Statistische Region Braunschweig",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH031,3055
2015,"Statistische Region Braunschweig",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH031,6700
2015,"Region Hannover",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03241,4430
2015,"Region Hannover",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03241,3390
2015,"Region Hannover",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03241,7820
2015,"Diepholz",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03251,415
2015,"Diepholz",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03251,410
2015,"Diepholz",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03251,820
2015,"Hameln-Pyrmont",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03252,415
2015,"Hameln-Pyrmont",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03252,365
2015,"Hameln-Pyrmont",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03252,780
2015,"Hildesheim",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03254,745
2015,"Hildesheim",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03254,610
2015,"Hildesheim",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03254,1355
2015,"Holzminden",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03255,105
2015,"Holzminden",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03255,110
2015,"Holzminden",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03255,215
2015,"Nienburg (Weser)",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03256,305
2015,"Nienburg (Weser)",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03256,300
2015,"Nienburg (Weser)",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03256,605
2015,"Schaumburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03257,280
2015,"Schaumburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03257,255
2015,"Schaumburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03257,535
2015,"Statistische Region Hannover",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH032,6705
2015,"Statistische Region Hannover",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH032,5430
2015,"Statistische Region Hannover",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH032,12135
2015,"Celle",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03351,460
2015,"Celle",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03351,405
2015,"Celle",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03351,865
2015,"Cuxhaven",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03352,375
2015,"Cuxhaven",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03352,295
2015,"Cuxhaven",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03352,670
2015,"Harburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03353,465
2015,"Harburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03353,240
2015,"Harburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03353,710
2015,"Lüchow-Dannenberg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03354,90
2015,"Lüchow-Dannenberg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03354,90
2015,"Lüchow-Dannenberg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03354,180
2015,"Lüneburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03355,515
2015,"Lüneburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03355,335
2015,"Lüneburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03355,850
2015,"Osterholz",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03356,210
2015,"Osterholz",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03356,215
2015,"Osterholz",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03356,425
2015,"Rotenburg (Wümme)",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03357,235
2015,"Rotenburg (Wümme)",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03357,205
2015,"Rotenburg (Wümme)",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03357,440
2015,"Heidekreis",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03358,305
2015,"Heidekreis",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03358,300
2015,"Heidekreis",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03358,605
2015,"Stade",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03359,300
2015,"Stade",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03359,205
2015,"Stade",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03359,505
2015,"Uelzen",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03360,195
2015,"Uelzen",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03360,140
2015,"Uelzen",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03360,335
2015,"Verden",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03361,325
2015,"Verden",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03361,320
2015,"Verden",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03361,640
2015,"Statistische Region Lüneburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH033,3480
2015,"Statistische Region Lüneburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH033,2750
2015,"Statistische Region Lüneburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH033,6230
2015,"Delmenhorst, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03401,405
2015,"Delmenhorst, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03401,315
2015,"Delmenhorst, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03401,720
2015,"Emden, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03402,175
2015,"Emden, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03402,110
2015,"Emden, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03402,285
2015,"Oldenburg (Oldb), Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03403,600
2015,"Oldenburg (Oldb), Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03403,520
2015,"Oldenburg (Oldb), Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03403,1120
2015,"Osnabrück, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03404,700
2015,"Osnabrück, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03404,325
2015,"Osnabrück, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03404,1025
2015,"Wilhelmshaven, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03405,215
2015,"Wilhelmshaven, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03405,135
2015,"Wilhelmshaven, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03405,345
2015,"Ammerland",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03451,250
2015,"Ammerland",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03451,195
2015,"Ammerland",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03451,440
2015,"Aurich",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03452,535
2015,"Aurich",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03452,360
2015,"Aurich",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03452,895
2015,"Cloppenburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03453,325
2015,"Cloppenburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03453,300
2015,"Cloppenburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03453,625
2015,"Emsland",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03454,615
2015,"Emsland",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03454,470
2015,"Emsland",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03454,1080
2015,"Friesland",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03455,135
2015,"Friesland",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03455,130
2015,"Friesland",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03455,265
2015,"Grafschaft Bentheim",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03456,280
2015,"Grafschaft Bentheim",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03456,250
2015,"Grafschaft Bentheim",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03456,530
2015,"Leer",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03457,280
2015,"Leer",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03457,245
2015,"Leer",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03457,525
2015,"Oldenburg",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03458,315
2015,"Oldenburg",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03458,275
2015,"Oldenburg",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03458,585
2015,"Osnabrück",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03459,380
2015,"Osnabrück",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03459,380
2015,"Osnabrück",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03459,760
2015,"Vechta",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03460,600
2015,"Vechta",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03460,450
2015,"Vechta",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03460,1050
2015,"Wesermarsch",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03461,125
2015,"Wesermarsch",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03461,75
2015,"Wesermarsch",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03461,200
2015,"Wittmund",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03462,80
2015,"Wittmund",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03462,90
2015,"Wittmund",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03462,170
2015,"Statistische Region Weser-Ems",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH034,6005
2015,"Statistische Region Weser-Ems",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH034,4615
2015,"Statistische Region Weser-Ems",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH034,10620
2015,"Niedersachsen",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH030,19835
2015,"Niedersachsen",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH030,15850
2015,"Niedersachsen",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH030,35690
2014,"Braunschweig, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03101,255
2014,"Braunschweig, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03101,185
2014,"Braunschweig, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03101,440
2014,"Salzgitter, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03102,270
2014,"Salzgitter, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03102,250
2014,"Salzgitter, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03102,520
2014,"Wolfsburg, Stadt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03103,390
2014,"Wolfsburg, Stadt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03103,405
2014,"Wolfsburg, Stadt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03103,795
2014,"Gifhorn",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03151,165
2014,"Gifhorn",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03151,155
2014,"Gifhorn",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03151,320
2014,"Goslar",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03153,235
2014,"Goslar",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03153,205
2014,"Goslar",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03153,440
2014,"Helmstedt",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03154,105
2014,"Helmstedt",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03154,80
2014,"Helmstedt",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03154,185
2014,"Northeim",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03155,285
2014,"Northeim",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03155,305
2014,"Northeim",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03155,590
2014,"Peine",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03157,295
2014,"Peine",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03157,265
2014,"Peine",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03157,560
2014,"Wolfenbüttel",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03158,200
2014,"Wolfenbüttel",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03158,165
2014,"Wolfenbüttel",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03158,365
2014,"Göttingen",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03159,570
2014,"Göttingen",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03159,520
2014,"Göttingen",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03159,1095
2014,"Statistische Region Braunschweig",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH031,2770
2014,"Statistische Region Braunschweig",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH031,2535
2014,"Statistische Region Braunschweig",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH031,5305
2014,"Region Hannover",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03241,2980
2014,"Region Hannover",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03241,2530
2014,"Region Hannover",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03241,5510
2014,"Diepholz",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03251,325
2014,"Diepholz",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03251,355
2014,"Diepholz",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03251,680
2014,"Hameln-Pyrmont",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03252,290
2014,"Hameln-Pyrmont",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03252,280
2014,"Hameln-Pyrmont",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03252,570
2014,"Hildesheim",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03254,610
2014,"Hildesheim",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03254,565
2014,"Hildesheim",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03254,1175
2014,"Holzminden",männlich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03255,75
2014,"Holzminden",weiblich,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03255,85
2014,"Holzminden",insgesamt,"völkerrechtliche, humanitäre, politische Gründe",Anzahl,RH03255,160
