Year,Berufsgruppe,Geschlecht,Verfahren,Entscheidung vor Rechtsbehelf,Value
2019,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2019,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2018,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2018,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2018,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2018,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2018,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2017,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2017,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2017,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2017,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2017,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2016,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2016,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2016,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2016,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2016,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2015,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2015,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2015,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2015,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2015,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2014,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2014,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2014,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2014,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2014,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",
2012,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",6
2012,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",57
2012,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",63
2012,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",6
2012,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",57
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2)",63
2022,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",351
2022,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",87
2022,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",438
2022,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2022,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",9
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",9
2021,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",348
2021,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",78
2021,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",426
2021,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",3
2021,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",6
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",9
2020,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",285
2020,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",84
2020,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",369
2020,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2020,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",6
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",6
2019,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",231
2019,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",108
2019,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",336
2019,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2019,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",9
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",9
2018,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",303
2018,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",108
2018,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",411
2018,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2018,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2017,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",258
2017,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",60
2017,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",318
2017,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2017,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2016,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",159
2016,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",75
2016,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",234
2016,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2016,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",3
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",3
2015,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2015,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2015,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2015,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2015,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2014,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2014,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2014,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2014,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2014,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2012,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2012,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2012,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2012,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2012,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","teilweise Gleichwertigkeit3)",
2022,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",3
2022,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",36
2022,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",39
2022,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2022,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2021,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",12
2021,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",81
2021,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",93
2021,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2021,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2020,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",3
2020,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",27
2020,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",30
2020,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2020,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2019,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2019,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",21
2019,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",21
2019,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2019,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2018,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2018,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",18
2018,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",18
2018,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2018,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2017,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2017,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",18
2017,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",18
2017,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2017,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2016,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2016,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",3
2016,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",6
2016,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2016,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2015,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2015,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2015,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2015,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2015,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2014,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2014,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2014,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2014,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2014,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2012,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2012,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2012,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2012,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2012,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","positive partieller Berufszugang4)",
2022,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",42
2022,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",96
2022,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",138
2022,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",27
2022,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",33
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",60
2021,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",57
2021,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",90
2021,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",147
2021,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",24
2021,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",27
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",51
2020,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",69
2020,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",108
2020,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",174
2020,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",12
2020,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",21
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",33
2019,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",48
2019,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",114
2019,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",159
2019,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",15
2019,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",18
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",36
2018,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",24
2018,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",96
2018,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",120
2018,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",6
2018,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",12
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",18
2017,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",24
2017,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",90
2017,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",117
2017,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",9
2017,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",9
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",18
2016,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",27
2016,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",78
2016,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",105
2016,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",3
2016,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",6
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",9
2015,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",105
2015,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",180
2015,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",291
2015,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",12
2015,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",36
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",48
2014,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",95
2014,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",118
2014,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",213
2014,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",
2014,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",37
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",37
2012,alle Berufsgruppen,Männer,"Entscheidung vor Rechtsbehelf","negativ",204
2012,alle Berufsgruppen,Frauen,"Entscheidung vor Rechtsbehelf","negativ",252
2012,alle Berufsgruppen,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",456
2012,darunter medizinische Gesundheitsberufe,Männer,"Entscheidung vor Rechtsbehelf","negativ",171
2012,darunter medizinische Gesundheitsberufe,Frauen,"Entscheidung vor Rechtsbehelf","negativ",219
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"Entscheidung vor Rechtsbehelf","negativ",390
2022,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,159
2022,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,123
2022,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,282
2022,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,36
2022,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,87
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,123
2021,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,126
2021,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,207
2021,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,330
2021,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,72
