Year,Erreichter Schulabschluss,Besuchte Schule,Nationalität,Units,Value
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,557
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,927
2018,Insgesamt,Berufsfachschule,Deutsche,Anzahl,24682
2018,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2018,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,97
2018,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,188
2018,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,803
2018,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,675
2018,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,13501
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2018,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4369
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5440
2018,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1982
2018,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,8
2018,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,12
2018,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,105
2018,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,103
2018,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,928
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,529
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,817
2017,Insgesamt,Berufsfachschule,Deutsche,Anzahl,26340
2017,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2017,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,97
2017,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,236
2017,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1158
2017,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,688
2017,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,14253
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2017,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4430
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5514
2017,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1814
2017,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1
2017,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,11
2017,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,97
2017,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,72
2017,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,780
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,552
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,630
2016,Insgesamt,Berufsfachschule,Deutsche,Anzahl,27866
2016,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2016,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,69
2016,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,295
2016,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1122
2016,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,872
2016,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,14883
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2016,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4598
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5231
2016,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1823
2016,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2016,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,3
2016,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,15
2016,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,131
2016,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,79
2016,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,784
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2016,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,516
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,484
2015,Insgesamt,Berufsfachschule,Deutsche,Anzahl,28667
2015,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2015,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,132
2015,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,303
2015,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1144
2015,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,872
2015,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,15554
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2015,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4838
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5202
2015,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1769
2015,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2015,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,4
2015,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,12
2015,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,104
2015,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,87
2015,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,745
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2015,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,514
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,360
2014,Insgesamt,Berufsfachschule,Deutsche,Anzahl,29121
2014,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2014,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,104
2014,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,319
2014,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1302
2014,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,1010
2014,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,15828
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2014,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4884
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5845
2014,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1790
2014,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2014,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,3
2014,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,31
2014,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,117
2014,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,74
2014,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,785
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2014,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,504
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,401
2013,Insgesamt,Berufsfachschule,Deutsche,Anzahl,29558
2013,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2013,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,111
2013,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,372
2013,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1395
2013,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,879
2013,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,16342
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4951
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5395
2013,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1722
2013,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2013,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1
2013,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,4
2013,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,116
2013,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,48
2013,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,754
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,520
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,359
2012,Insgesamt,Berufsfachschule,Deutsche,Anzahl,30863
2012,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2012,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,573
2012,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,393
2012,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1516
2012,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,1028
2012,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,16681
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,5581
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5816
2012,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1801
2012,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2012,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,15
2012,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,11
2012,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,170
2012,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,50
2012,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,755
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,565
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,383
2011,Insgesamt,Berufsfachschule,Deutsche,Anzahl,33047
2011,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,0
2011,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,501
2011,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,362
2011,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1603
2011,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,1108
2011,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,18136
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,6028
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5930
2011,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1837
2011,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2011,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,11
2011,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,7
2011,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,163
2011,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,63
2011,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,797
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,552
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,443
2022,Insgesamt,Fachoberschule,Deutsche,Anzahl,6687
2022,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,0
2022,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,5935
2022,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,0
2022,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2022,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2022,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,0
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,0
2022,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,752
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,1947
2022,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,617
2022,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,515
2022,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,102
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,276
2021,Insgesamt,Fachoberschule,Deutsche,Anzahl,7105
2021,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,0
2021,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,6297
2021,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,0
2021,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2021,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2021,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,0
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,0
2021,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,808
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,1922
2021,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,575
2021,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,493
2021,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,82
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,251
2020,Insgesamt,Fachoberschule,Deutsche,Anzahl,7579
2020,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,0
2020,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,6918
2020,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,0
2020,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2020,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2020,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,0
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,0
2020,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,661
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,1897
2020,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,457
2020,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,389
2020,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,68
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,218
2019,Insgesamt,Fachoberschule,Deutsche,Anzahl,7798
2019,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,0
2019,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,6946
2019,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,0
2019,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2019,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2019,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,0
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,0
2019,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,852
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,2205
2019,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,436
2019,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,364
2019,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,72
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,219
2018,Insgesamt,Fachoberschule,Deutsche,Anzahl,8658
2018,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,0
2018,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,7806
2018,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,0
2018,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2018,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2018,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,0
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,0
2018,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,852
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,2296
2018,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,538
2018,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,458
2018,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,80
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,241
2017,Insgesamt,Fachoberschule,Deutsche,Anzahl,9166
2017,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,0
2017,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,8242
2017,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,0
2017,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2017,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2017,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,0
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,0
2017,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,924
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,2253
2017,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,556
2017,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,461
2017,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,95
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,218
2016,Insgesamt,Fachoberschule,Deutsche,Anzahl,9538
2016,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,0
2016,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,8731
2016,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,0
2016,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2016,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,0
2016,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,0
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,0
2016,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,807
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,2236
2016,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,576
2016,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,0
