Year,Land der Staatsangehörigkeit,Kategorie,Units,Value
2011,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5200
2011,"Ausländer insgesamt",Ausländerinnen und Ausländer,Anzahl,470683
2010,"Bulgarien",Ausländerinnen und Ausländer,Anzahl,4769
2010,"Griechenland",Ausländerinnen und Ausländer,Anzahl,14392
2010,"Italien",Ausländerinnen und Ausländer,Anzahl,22769
2010,"Serbien (ohne Kosovo) ab 2008",Ausländerinnen und Ausländer,Anzahl,9740
2010,"Kroatien",Ausländerinnen und Ausländer,Anzahl,6177
2010,"Kosovo",Ausländerinnen und Ausländer,Anzahl,7309
2010,"Niederlande",Ausländerinnen und Ausländer,Anzahl,29426
2010,"Polen",Ausländerinnen und Ausländer,Anzahl,41574
2010,"Rumänien",Ausländerinnen und Ausländer,Anzahl,7320
2010,"Russische Föderation",Ausländerinnen und Ausländer,Anzahl,17642
2010,"Spanien",Ausländerinnen und Ausländer,Anzahl,8550
2010,"Türkei",Ausländerinnen und Ausländer,Anzahl,99688
2010,"Ukraine",Ausländerinnen und Ausländer,Anzahl,10325
2010,"übrige europäische Staaten",Ausländerinnen und Ausländer,Anzahl,14
2010,"Europa insgesamt",Ausländerinnen und Ausländer,Anzahl,354890
2010,"übrige afrikanische Staaten",Ausländerinnen und Ausländer,Anzahl,1469
2010,"Afrika insgesamt",Ausländerinnen und Ausländer,Anzahl,13467
2010,"übrige amerikanische Staaten",Ausländerinnen und Ausländer,Anzahl,846
2010,"Amerika insgesamt",Ausländerinnen und Ausländer,Anzahl,11943
2010,"Afghanistan",Ausländerinnen und Ausländer,Anzahl,2899
2010,"China",Ausländerinnen und Ausländer,Anzahl,5341
2010,"Indien",Ausländerinnen und Ausländer,Anzahl,2323
2010,"Irak",Ausländerinnen und Ausländer,Anzahl,8964
2010,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4274
2010,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5469
2010,"Vietnam",Ausländerinnen und Ausländer,Anzahl,9262
2010,"übrige asiatische Staaten",Ausländerinnen und Ausländer,Anzahl,3269
2010,"Asien insgesamt",Ausländerinnen und Ausländer,Anzahl,69767
2010,"Australien und Ozeanien",Ausländerinnen und Ausländer,Anzahl,769
2010,"staatenlos",Ausländerinnen und Ausländer,Anzahl,1665
2010,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5641
2010,"Ausländer insgesamt",Ausländerinnen und Ausländer,Anzahl,458153
2009,"Bulgarien",Ausländerinnen und Ausländer,Anzahl,3697
2009,"Griechenland",Ausländerinnen und Ausländer,Anzahl,14496
2009,"Italien",Ausländerinnen und Ausländer,Anzahl,22567
2009,"Serbien (ohne Kosovo) ab 2008",Ausländerinnen und Ausländer,Anzahl,6339
2009,"Kroatien",Ausländerinnen und Ausländer,Anzahl,6153
2009,"Kosovo",Ausländerinnen und Ausländer,Anzahl,5359
2009,"Niederlande",Ausländerinnen und Ausländer,Anzahl,28903
2009,"Polen",Ausländerinnen und Ausländer,Anzahl,39287
2009,"Rumänien",Ausländerinnen und Ausländer,Anzahl,5724
2009,"Russische Föderation",Ausländerinnen und Ausländer,Anzahl,17704
2009,"Spanien",Ausländerinnen und Ausländer,Anzahl,8472
2009,"Türkei",Ausländerinnen und Ausländer,Anzahl,101934
2009,"Ukraine",Ausländerinnen und Ausländer,Anzahl,10580
2009,"übrige europäische Staaten",Ausländerinnen und Ausländer,Anzahl,11
2009,"Europa insgesamt",Ausländerinnen und Ausländer,Anzahl,350996
2009,"übrige afrikanische Staaten",Ausländerinnen und Ausländer,Anzahl,1342
2009,"Afrika insgesamt",Ausländerinnen und Ausländer,Anzahl,13321
2009,"übrige amerikanische Staaten",Ausländerinnen und Ausländer,Anzahl,818
2009,"Amerika insgesamt",Ausländerinnen und Ausländer,Anzahl,11891
2009,"Afghanistan",Ausländerinnen und Ausländer,Anzahl,2635
2009,"China",Ausländerinnen und Ausländer,Anzahl,5305
2009,"Indien",Ausländerinnen und Ausländer,Anzahl,2096
2009,"Irak",Ausländerinnen und Ausländer,Anzahl,8410
2009,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4223
2009,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5247
2009,"Vietnam",Ausländerinnen und Ausländer,Anzahl,9398
2009,"übrige asiatische Staaten",Ausländerinnen und Ausländer,Anzahl,3270
2009,"Asien insgesamt",Ausländerinnen und Ausländer,Anzahl,69105
2009,"Australien und Ozeanien",Ausländerinnen und Ausländer,Anzahl,693
2009,"staatenlos",Ausländerinnen und Ausländer,Anzahl,1679
2009,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5939
2009,"Ausländer insgesamt",Ausländerinnen und Ausländer,Anzahl,453636
2008,"Bulgarien",Ausländerinnen und Ausländer,Anzahl,3122
2008,"Griechenland",Ausländerinnen und Ausländer,Anzahl,14876
2008,"Italien",Ausländerinnen und Ausländer,Anzahl,22792
2008,"Serbien (ohne Kosovo) ab 2008",Ausländerinnen und Ausländer,Anzahl,2925
2008,"Kroatien",Ausländerinnen und Ausländer,Anzahl,6198
2008,"Kosovo",Ausländerinnen und Ausländer,Anzahl,1843
2008,"Niederlande",Ausländerinnen und Ausländer,Anzahl,28012
2008,"Polen",Ausländerinnen und Ausländer,Anzahl,38114
2008,"Rumänien",Ausländerinnen und Ausländer,Anzahl,4862
2008,"Russische Föderation",Ausländerinnen und Ausländer,Anzahl,17821
2008,"Spanien",Ausländerinnen und Ausländer,Anzahl,8739
2008,"Türkei",Ausländerinnen und Ausländer,Anzahl,104344
2008,"Ukraine",Ausländerinnen und Ausländer,Anzahl,10630
2008,"übrige europäische Staaten",Ausländerinnen und Ausländer,Anzahl,16
2008,"Europa insgesamt",Ausländerinnen und Ausländer,Anzahl,351009
2008,"übrige afrikanische Staaten",Ausländerinnen und Ausländer,Anzahl,1336
2008,"Afrika insgesamt",Ausländerinnen und Ausländer,Anzahl,13365
2008,"übrige amerikanische Staaten",Ausländerinnen und Ausländer,Anzahl,803
2008,"Amerika insgesamt",Ausländerinnen und Ausländer,Anzahl,11819
2008,"Afghanistan",Ausländerinnen und Ausländer,Anzahl,2608
2008,"China",Ausländerinnen und Ausländer,Anzahl,5297
2008,"Indien",Ausländerinnen und Ausländer,Anzahl,1968
2008,"Irak",Ausländerinnen und Ausländer,Anzahl,7124
2008,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4442
2008,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5141
2008,"Vietnam",Ausländerinnen und Ausländer,Anzahl,9573
2008,"übrige asiatische Staaten",Ausländerinnen und Ausländer,Anzahl,3220
2008,"Asien insgesamt",Ausländerinnen und Ausländer,Anzahl,68463
2008,"Australien und Ozeanien",Ausländerinnen und Ausländer,Anzahl,619
2008,"staatenlos",Ausländerinnen und Ausländer,Anzahl,1633
2008,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6165
2008,"Ausländer insgesamt",Ausländerinnen und Ausländer,Anzahl,453141
2007,"Bulgarien",Ausländerinnen und Ausländer,Anzahl,2343
2007,"Griechenland",Ausländerinnen und Ausländer,Anzahl,15362
2007,"Italien",Ausländerinnen und Ausländer,Anzahl,23180
2007,"Serbien (ohne Kosovo) ab 2008",Ausländerinnen und Ausländer,Anzahl,
2007,"Kroatien",Ausländerinnen und Ausländer,Anzahl,6424
2007,"Kosovo",Ausländerinnen und Ausländer,Anzahl,
2007,"Niederlande",Ausländerinnen und Ausländer,Anzahl,26252
2007,"Polen",Ausländerinnen und Ausländer,Anzahl,37865
2007,"Rumänien",Ausländerinnen und Ausländer,Anzahl,4292
2007,"Russische Föderation",Ausländerinnen und Ausländer,Anzahl,18052
2007,"Spanien",Ausländerinnen und Ausländer,Anzahl,8965
2007,"Türkei",Ausländerinnen und Ausländer,Anzahl,106697
2007,"Ukraine",Ausländerinnen und Ausländer,Anzahl,10823
2007,"übrige europäische Staaten",Ausländerinnen und Ausländer,Anzahl,17
2007,"Europa insgesamt",Ausländerinnen und Ausländer,Anzahl,352701
2007,"übrige afrikanische Staaten",Ausländerinnen und Ausländer,Anzahl,1265
2007,"Afrika insgesamt",Ausländerinnen und Ausländer,Anzahl,13632
2007,"übrige amerikanische Staaten",Ausländerinnen und Ausländer,Anzahl,816
2007,"Amerika insgesamt",Ausländerinnen und Ausländer,Anzahl,12128
2007,"Afghanistan",Ausländerinnen und Ausländer,Anzahl,2813
2007,"China",Ausländerinnen und Ausländer,Anzahl,5490
2007,"Indien",Ausländerinnen und Ausländer,Anzahl,2002
2007,"Irak",Ausländerinnen und Ausländer,Anzahl,6878
2007,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4784
2007,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5179
2007,"Vietnam",Ausländerinnen und Ausländer,Anzahl,9592
2007,"übrige asiatische Staaten",Ausländerinnen und Ausländer,Anzahl,3239
2007,"Asien insgesamt",Ausländerinnen und Ausländer,Anzahl,69749
2007,"Australien und Ozeanien",Ausländerinnen und Ausländer,Anzahl,695
2007,"staatenlos",Ausländerinnen und Ausländer,Anzahl,1590
2007,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6534
2007,"Ausländer insgesamt",Ausländerinnen und Ausländer,Anzahl,457099
2006,"Bulgarien",Ausländerinnen und Ausländer,Anzahl,1892
2006,"Griechenland",Ausländerinnen und Ausländer,Anzahl,15732
2006,"Italien",Ausländerinnen und Ausländer,Anzahl,23524
2006,"Serbien (ohne Kosovo) ab 2008",Ausländerinnen und Ausländer,Anzahl,
2006,"Kroatien",Ausländerinnen und Ausländer,Anzahl,6547
2006,"Kosovo",Ausländerinnen und Ausländer,Anzahl,
2006,"Niederlande",Ausländerinnen und Ausländer,Anzahl,24446
2006,"Polen",Ausländerinnen und Ausländer,Anzahl,35578
2006,"Rumänien",Ausländerinnen und Ausländer,Anzahl,3358
2006,"Russische Föderation",Ausländerinnen und Ausländer,Anzahl,18164
2006,"Spanien",Ausländerinnen und Ausländer,Anzahl,9075
2006,"Türkei",Ausländerinnen und Ausländer,Anzahl,108803
2006,"Ukraine",Ausländerinnen und Ausländer,Anzahl,11258
2006,"übrige europäische Staaten",Ausländerinnen und Ausländer,Anzahl,58
2006,"Europa insgesamt",Ausländerinnen und Ausländer,Anzahl,352052
2006,"übrige afrikanische Staaten",Ausländerinnen und Ausländer,Anzahl,1318
2006,"Afrika insgesamt",Ausländerinnen und Ausländer,Anzahl,13943
2006,"übrige amerikanische Staaten",Ausländerinnen und Ausländer,Anzahl,809
2006,"Amerika insgesamt",Ausländerinnen und Ausländer,Anzahl,12182
2006,"Afghanistan",Ausländerinnen und Ausländer,Anzahl,3070
2006,"China",Ausländerinnen und Ausländer,Anzahl,5426
2006,"Indien",Ausländerinnen und Ausländer,Anzahl,1942
2006,"Irak",Ausländerinnen und Ausländer,Anzahl,7168
2006,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,5125
2006,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5317
2006,"Vietnam",Ausländerinnen und Ausländer,Anzahl,9553
2006,"übrige asiatische Staaten",Ausländerinnen und Ausländer,Anzahl,3231
2006,"Asien insgesamt",Ausländerinnen und Ausländer,Anzahl,71512
2006,"Australien und Ozeanien",Ausländerinnen und Ausländer,Anzahl,679
2006,"staatenlos",Ausländerinnen und Ausländer,Anzahl,1651
2006,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6738
2006,"Ausländer insgesamt",Ausländerinnen und Ausländer,Anzahl,458757
2005,"Bulgarien",Ausländerinnen und Ausländer,Anzahl,1906
2005,"Griechenland",Ausländerinnen und Ausländer,Anzahl,16107
2005,"Italien",Ausländerinnen und Ausländer,Anzahl,23943
2005,"Serbien (ohne Kosovo) ab 2008",Ausländerinnen und Ausländer,Anzahl,
2005,"Kroatien",Ausländerinnen und Ausländer,Anzahl,6466
2005,"Kosovo",Ausländerinnen und Ausländer,Anzahl,
2005,"Niederlande",Ausländerinnen und Ausländer,Anzahl,22334
2005,"Polen",Ausländerinnen und Ausländer,Anzahl,32413
2005,"Rumänien",Ausländerinnen und Ausländer,Anzahl,3382
2005,"Russische Föderation",Ausländerinnen und Ausländer,Anzahl,18273
2005,"Spanien",Ausländerinnen und Ausländer,Anzahl,9376
2005,"Türkei",Ausländerinnen und Ausländer,Anzahl,111598
2005,"Ukraine",Ausländerinnen und Ausländer,Anzahl,11612
2005,"übrige europäische Staaten",Ausländerinnen und Ausländer,Anzahl,54
2005,"Europa insgesamt",Ausländerinnen und Ausländer,Anzahl,352754
2005,"übrige afrikanische Staaten",Ausländerinnen und Ausländer,Anzahl,1315
2005,"Afrika insgesamt",Ausländerinnen und Ausländer,Anzahl,14269
2005,"übrige amerikanische Staaten",Ausländerinnen und Ausländer,Anzahl,816
2005,"Amerika insgesamt",Ausländerinnen und Ausländer,Anzahl,11797
2005,"Afghanistan",Ausländerinnen und Ausländer,Anzahl,3331
2005,"China",Ausländerinnen und Ausländer,Anzahl,5536
2005,"Indien",Ausländerinnen und Ausländer,Anzahl,1875
2005,"Irak",Ausländerinnen und Ausländer,Anzahl,7448
2005,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,5520
2005,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5458
2005,"Vietnam",Ausländerinnen und Ausländer,Anzahl,9666
2005,"übrige asiatische Staaten",Ausländerinnen und Ausländer,Anzahl,3214
2005,"Asien insgesamt",Ausländerinnen und Ausländer,Anzahl,73534
2005,"Australien und Ozeanien",Ausländerinnen und Ausländer,Anzahl,667
2005,"staatenlos",Ausländerinnen und Ausländer,Anzahl,1620
2005,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6845
2005,"Ausländer insgesamt",Ausländerinnen und Ausländer,Anzahl,461486
2022,"Bulgarien",Männer,Anzahl,19340
2022,"Griechenland",Männer,Anzahl,10735
2022,"Italien",Männer,Anzahl,17340
2022,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,10435
2022,"Kroatien",Männer,Anzahl,6795
2022,"Kosovo",Männer,Anzahl,9620
2022,"Niederlande",Männer,Anzahl,16705
2022,"Polen",Männer,Anzahl,55095
2022,"Rumänien",Männer,Anzahl,44130
2022,"Russische Föderation",Männer,Anzahl,8735
2022,"Spanien",Männer,Anzahl,6680
2022,"Türkei",Männer,Anzahl,47265
2022,"Ukraine",Männer,Anzahl,43865
2022,"übrige europäische Staaten",Männer,Anzahl,5
2022,"Europa insgesamt",Männer,Anzahl,353500
2022,"übrige afrikanische Staaten",Männer,Anzahl,4625
2022,"Afrika insgesamt",Männer,Anzahl,31760
2022,"übrige amerikanische Staaten",Männer,Anzahl,755
2022,"Amerika insgesamt",Männer,Anzahl,9580
2022,"Afghanistan",Männer,Anzahl,17855
2022,"China",Männer,Anzahl,4900
2022,"Indien",Männer,Anzahl,5885
2022,"Irak",Männer,Anzahl,25635
2022,"Iran, Islamische Republik",Männer,Anzahl,6855
2022,"Syrien, Arabische Republik",Männer,Anzahl,54680
2022,"Vietnam",Männer,Anzahl,4385
2022,"übrige asiatische Staaten",Männer,Anzahl,2460
2022,"Asien insgesamt",Männer,Anzahl,143370
2022,"Australien und Ozeanien",Männer,Anzahl,580
2022,"staatenlos",Männer,Anzahl,2180
2022,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5605
2022,"Ausländer insgesamt",Männer,Anzahl,546590
2021,"Bulgarien",Männer,Anzahl,18450
2021,"Griechenland",Männer,Anzahl,10700
2021,"Italien",Männer,Anzahl,17475
2021,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,10125
2021,"Kroatien",Männer,Anzahl,6755
2021,"Kosovo",Männer,Anzahl,9115
2021,"Niederlande",Männer,Anzahl,16845
2021,"Polen",Männer,Anzahl,54400
2021,"Rumänien",Männer,Anzahl,42430
2021,"Russische Föderation",Männer,Anzahl,8245
2021,"Spanien",Männer,Anzahl,6510
2021,"Türkei",Männer,Anzahl,45500
2021,"Ukraine",Männer,Anzahl,4410
2021,"übrige europäische Staaten",Männer,Anzahl,5
2021,"Europa insgesamt",Männer,Anzahl,304970
2021,"übrige afrikanische Staaten",Männer,Anzahl,3500
2021,"Afrika insgesamt",Männer,Anzahl,28715
2021,"übrige amerikanische Staaten",Männer,Anzahl,640
2021,"Amerika insgesamt",Männer,Anzahl,8260
2021,"Afghanistan",Männer,Anzahl,15110
2021,"China",Männer,Anzahl,4915
2021,"Indien",Männer,Anzahl,5005
2021,"Irak",Männer,Anzahl,25100
2021,"Iran, Islamische Republik",Männer,Anzahl,6320
2021,"Syrien, Arabische Republik",Männer,Anzahl,51890
2021,"Vietnam",Männer,Anzahl,4130
2021,"übrige asiatische Staaten",Männer,Anzahl,2000
2021,"Asien insgesamt",Männer,Anzahl,132895
2021,"Australien und Ozeanien",Männer,Anzahl,585
2021,"staatenlos",Männer,Anzahl,2055
2021,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5505
2021,"Ausländer insgesamt",Männer,Anzahl,482995
2020,"Bulgarien",Männer,Anzahl,16965
2020,"Griechenland",Männer,Anzahl,10580
2020,"Italien",Männer,Anzahl,17490
2020,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,9795
2020,"Kroatien",Männer,Anzahl,6685
2020,"Kosovo",Männer,Anzahl,8710
2020,"Niederlande",Männer,Anzahl,16825
2020,"Polen",Männer,Anzahl,53500
2020,"Rumänien",Männer,Anzahl,38800
2020,"Russische Föderation",Männer,Anzahl,8160
2020,"Spanien",Männer,Anzahl,6240
2020,"Türkei",Männer,Anzahl,45185
2020,"Ukraine",Männer,Anzahl,4150
2020,"übrige europäische Staaten",Männer,Anzahl,5
2020,"Europa insgesamt",Männer,Anzahl,294975
2020,"übrige afrikanische Staaten",Männer,Anzahl,3185
2020,"Afrika insgesamt",Männer,Anzahl,27260
2020,"übrige amerikanische Staaten",Männer,Anzahl,590
2020,"Amerika insgesamt",Männer,Anzahl,7850
2020,"Afghanistan",Männer,Anzahl,13745
2020,"China",Männer,Anzahl,5055
2020,"Indien",Männer,Anzahl,4415
2020,"Irak",Männer,Anzahl,23585
2020,"Iran, Islamische Republik",Männer,Anzahl,6180
2020,"Syrien, Arabische Republik",Männer,Anzahl,49620
2020,"Vietnam",Männer,Anzahl,3970
2020,"übrige asiatische Staaten",Männer,Anzahl,1830
2020,"Asien insgesamt",Männer,Anzahl,126140
2020,"Australien und Ozeanien",Männer,Anzahl,590
2020,"staatenlos",Männer,Anzahl,1960
2020,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5290
2020,"Ausländer insgesamt",Männer,Anzahl,464080
2019,"Bulgarien",Männer,Anzahl,15555
2019,"Griechenland",Männer,Anzahl,10670
2019,"Italien",Männer,Anzahl,17460
2019,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,9740
2019,"Kroatien",Männer,Anzahl,6790
2019,"Kosovo",Männer,Anzahl,8550
2019,"Niederlande",Männer,Anzahl,16910
2019,"Polen",Männer,Anzahl,53655
2019,"Rumänien",Männer,Anzahl,35745
2019,"Russische Föderation",Männer,Anzahl,8180
2019,"Spanien",Männer,Anzahl,6320
2019,"Türkei",Männer,Anzahl,45520
2019,"Ukraine",Männer,Anzahl,4195
2019,"übrige europäische Staaten",Männer,Anzahl,5
2019,"Europa insgesamt",Männer,Anzahl,290985
2019,"übrige afrikanische Staaten",Männer,Anzahl,2935
2019,"Afrika insgesamt",Männer,Anzahl,26865
2019,"übrige amerikanische Staaten",Männer,Anzahl,605
2019,"Amerika insgesamt",Männer,Anzahl,8020
2019,"Afghanistan",Männer,Anzahl,13435
2019,"China",Männer,Anzahl,5300
2019,"Indien",Männer,Anzahl,4325
2019,"Irak",Männer,Anzahl,22650
2019,"Iran, Islamische Republik",Männer,Anzahl,6185
2019,"Syrien, Arabische Republik",Männer,Anzahl,48260
2019,"Vietnam",Männer,Anzahl,3970
2019,"übrige asiatische Staaten",Männer,Anzahl,1825
2019,"Asien insgesamt",Männer,Anzahl,123710
2019,"Australien und Ozeanien",Männer,Anzahl,600
2019,"staatenlos",Männer,Anzahl,2005
2019,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5110
2019,"Ausländer insgesamt",Männer,Anzahl,457315
2018,"Bulgarien",Männer,Anzahl,14455
2018,"Griechenland",Männer,Anzahl,10720
2018,"Italien",Männer,Anzahl,17455
2018,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,9530
2018,"Kroatien",Männer,Anzahl,6470
2018,"Kosovo",Männer,Anzahl,8195
2018,"Niederlande",Männer,Anzahl,16895
2018,"Polen",Männer,Anzahl,53740
2018,"Rumänien",Männer,Anzahl,32360
2018,"Russische Föderation",Männer,Anzahl,8080
2018,"Spanien",Männer,Anzahl,6245
2018,"Türkei",Männer,Anzahl,45730
2018,"Ukraine",Männer,Anzahl,4050
2018,"übrige europäische Staaten",Männer,Anzahl,5
2018,"Europa insgesamt",Männer,Anzahl,284965
2018,"übrige afrikanische Staaten",Männer,Anzahl,2585
2018,"Afrika insgesamt",Männer,Anzahl,25545
2018,"übrige amerikanische Staaten",Männer,Anzahl,535
2018,"Amerika insgesamt",Männer,Anzahl,7445
2018,"Afghanistan",Männer,Anzahl,13245
2018,"China",Männer,Anzahl,5125
2018,"Indien",Männer,Anzahl,3720
2018,"Irak",Männer,Anzahl,21810
2018,"Iran, Islamische Republik",Männer,Anzahl,5875
2018,"Syrien, Arabische Republik",Männer,Anzahl,46210
2018,"Vietnam",Männer,Anzahl,3960
2018,"übrige asiatische Staaten",Männer,Anzahl,1830
2018,"Asien insgesamt",Männer,Anzahl,119240
2018,"Australien und Ozeanien",Männer,Anzahl,560
2018,"staatenlos",Männer,Anzahl,1870
2018,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5100
2018,"Ausländer insgesamt",Männer,Anzahl,444740
2017,"Bulgarien",Männer,Anzahl,13005
2017,"Griechenland",Männer,Anzahl,10565
2017,"Italien",Männer,Anzahl,17220
2017,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,9470
2017,"Kroatien",Männer,Anzahl,5890
2017,"Kosovo",Männer,Anzahl,7955
2017,"Niederlande",Männer,Anzahl,17000
2017,"Polen",Männer,Anzahl,52065
2017,"Rumänien",Männer,Anzahl,27025
2017,"Russische Föderation",Männer,Anzahl,7945
2017,"Spanien",Männer,Anzahl,6240
2017,"Türkei",Männer,Anzahl,45920
2017,"Ukraine",Männer,Anzahl,3880
2017,"übrige europäische Staaten",Männer,Anzahl,5
2017,"Europa insgesamt",Männer,Anzahl,273785
2017,"übrige afrikanische Staaten",Männer,Anzahl,2170
2017,"Afrika insgesamt",Männer,Anzahl,24315
2017,"übrige amerikanische Staaten",Männer,Anzahl,510
2017,"Amerika insgesamt",Männer,Anzahl,6975
2017,"Afghanistan",Männer,Anzahl,12970
2017,"China",Männer,Anzahl,4820
2017,"Indien",Männer,Anzahl,3075
2017,"Irak",Männer,Anzahl,20525
2017,"Iran, Islamische Republik",Männer,Anzahl,5230
2017,"Syrien, Arabische Republik",Männer,Anzahl,43905
2017,"Vietnam",Männer,Anzahl,3925
2017,"übrige asiatische Staaten",Männer,Anzahl,1685
2017,"Asien insgesamt",Männer,Anzahl,113360
2017,"Australien und Ozeanien",Männer,Anzahl,545
2017,"staatenlos",Männer,Anzahl,1720
2017,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5040
2017,"Ausländer insgesamt",Männer,Anzahl,425770
2016,"Bulgarien",Männer,Anzahl,11545
2016,"Griechenland",Männer,Anzahl,10430
2016,"Italien",Männer,Anzahl,17105
2016,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,9300
2016,"Kroatien",Männer,Anzahl,5285
2016,"Kosovo",Männer,Anzahl,7805
2016,"Niederlande",Männer,Anzahl,17135
2016,"Polen",Männer,Anzahl,49755
2016,"Rumänien",Männer,Anzahl,23035
2016,"Russische Föderation",Männer,Anzahl,7960
2016,"Spanien",Männer,Anzahl,6235
2016,"Türkei",Männer,Anzahl,46085
2016,"Ukraine",Männer,Anzahl,3770
2016,"übrige europäische Staaten",Männer,Anzahl,5
2016,"Europa insgesamt",Männer,Anzahl,264705
2016,"übrige afrikanische Staaten",Männer,Anzahl,1790
2016,"Afrika insgesamt",Männer,Anzahl,23690
2016,"übrige amerikanische Staaten",Männer,Anzahl,515
2016,"Amerika insgesamt",Männer,Anzahl,6785
2016,"Afghanistan",Männer,Anzahl,12900
2016,"China",Männer,Anzahl,4430
2016,"Indien",Männer,Anzahl,2700
2016,"Irak",Männer,Anzahl,19005
2016,"Iran, Islamische Republik",Männer,Anzahl,5015
2016,"Syrien, Arabische Republik",Männer,Anzahl,41085
2016,"Vietnam",Männer,Anzahl,3880
2016,"übrige asiatische Staaten",Männer,Anzahl,1570
2016,"Asien insgesamt",Männer,Anzahl,107575
2016,"Australien und Ozeanien",Männer,Anzahl,520
2016,"staatenlos",Männer,Anzahl,1550
2016,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5160
2016,"Ausländer insgesamt",Männer,Anzahl,410010
2015,"Bulgarien",Männer,Anzahl,9791
2015,"Griechenland",Männer,Anzahl,10003
2015,"Italien",Männer,Anzahl,16670
2015,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,10029
2015,"Kroatien",Männer,Anzahl,4632
2015,"Kosovo",Männer,Anzahl,8271
2015,"Niederlande",Männer,Anzahl,17110
2015,"Polen",Männer,Anzahl,46272
2015,"Rumänien",Männer,Anzahl,17873
2015,"Russische Föderation",Männer,Anzahl,7608
2015,"Spanien",Männer,Anzahl,6074
2015,"Türkei",Männer,Anzahl,46458
2015,"Ukraine",Männer,Anzahl,3735
2015,"übrige europäische Staaten",Männer,Anzahl,3
2015,"Europa insgesamt",Männer,Anzahl,255328
2015,"übrige afrikanische Staaten",Männer,Anzahl,1233
2015,"Afrika insgesamt",Männer,Anzahl,20291
2015,"übrige amerikanische Staaten",Männer,Anzahl,480
2015,"Amerika insgesamt",Männer,Anzahl,6649
2015,"Afghanistan",Männer,Anzahl,5824
2015,"China",Männer,Anzahl,4124
2015,"Indien",Männer,Anzahl,2458
2015,"Irak",Männer,Anzahl,10530
2015,"Iran, Islamische Republik",Männer,Anzahl,3638
2015,"Syrien, Arabische Republik",Männer,Anzahl,25487
2015,"Vietnam",Männer,Anzahl,3832
2015,"übrige asiatische Staaten",Männer,Anzahl,1462
2015,"Asien insgesamt",Männer,Anzahl,72395
2015,"Australien und Ozeanien",Männer,Anzahl,531
2015,"staatenlos",Männer,Anzahl,1215
2015,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,4681
2015,"Ausländer insgesamt",Männer,Anzahl,361111
2014,"Bulgarien",Männer,Anzahl,7331
2014,"Griechenland",Männer,Anzahl,9631
2014,"Italien",Männer,Anzahl,15987
2014,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,9285
2014,"Kroatien",Männer,Anzahl,4004
2014,"Kosovo",Männer,Anzahl,7104
2014,"Niederlande",Männer,Anzahl,16992
2014,"Polen",Männer,Anzahl,41233
2014,"Rumänien",Männer,Anzahl,13458
2014,"Russische Föderation",Männer,Anzahl,7322
2014,"Spanien",Männer,Anzahl,5752
2014,"Türkei",Männer,Anzahl,47161
2014,"Ukraine",Männer,Anzahl,3737
2014,"übrige europäische Staaten",Männer,Anzahl,3
2014,"Europa insgesamt",Männer,Anzahl,232437
