Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
2021,"Niedersachsen",insgesamt,Jahre,RH030,36.3
2020,"Braunschweig, Stadt",männlich,Jahre,RH03101,36.5
2020,"Braunschweig, Stadt",weiblich,Jahre,RH03101,38.4
2020,"Braunschweig, Stadt",insgesamt,Jahre,RH03101,37.4
2020,"Salzgitter, Stadt",männlich,Jahre,RH03102,34.8
2020,"Salzgitter, Stadt",weiblich,Jahre,RH03102,35
2020,"Salzgitter, Stadt",insgesamt,Jahre,RH03102,34.9
2020,"Wolfsburg, Stadt",männlich,Jahre,RH03103,37.3
2020,"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37.5
2020,"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37.3
2020,"Gifhorn",männlich,Jahre,RH03151,36.1
2020,"Gifhorn",weiblich,Jahre,RH03151,37.3
2020,"Gifhorn",insgesamt,Jahre,RH03151,36.7
2020,"Goslar",männlich,Jahre,RH03153,35
2020,"Goslar",weiblich,Jahre,RH03153,36.4
2020,"Goslar",insgesamt,Jahre,RH03153,35.6
2020,"Helmstedt",männlich,Jahre,RH03154,36.4
2020,"Helmstedt",weiblich,Jahre,RH03154,36.5
2020,"Helmstedt",insgesamt,Jahre,RH03154,36.4
2020,"Northeim",männlich,Jahre,RH03155,35
2020,"Northeim",weiblich,Jahre,RH03155,35.9
2020,"Northeim",insgesamt,Jahre,RH03155,35.4
2020,"Peine",männlich,Jahre,RH03157,34.9
2020,"Peine",weiblich,Jahre,RH03157,35.7
2020,"Peine",insgesamt,Jahre,RH03157,35.3
2020,"Wolfenbüttel",männlich,Jahre,RH03158,35.9
2020,"Wolfenbüttel",weiblich,Jahre,RH03158,36.9
2020,"Wolfenbüttel",insgesamt,Jahre,RH03158,36.4
2020,"Göttingen",männlich,Jahre,RH03159,35.2
2020,"Göttingen",weiblich,Jahre,RH03159,36.1
2020,"Göttingen",insgesamt,Jahre,RH03159,35.6
2020,"Statistische Region Braunschweig",männlich,Jahre,RH031,35.8
2020,"Statistische Region Braunschweig",weiblich,Jahre,RH031,36.7
2020,"Statistische Region Braunschweig",insgesamt,Jahre,RH031,36.2
2020,"Region Hannover",männlich,Jahre,RH03241,37.8
2020,"Region Hannover",weiblich,Jahre,RH03241,39
2020,"Region Hannover",insgesamt,Jahre,RH03241,38.3
2020,"Diepholz",männlich,Jahre,RH03251,34.4
2020,"Diepholz",weiblich,Jahre,RH03251,35
2020,"Diepholz",insgesamt,Jahre,RH03251,34.7
2020,"Hameln-Pyrmont",männlich,Jahre,RH03252,36.1
2020,"Hameln-Pyrmont",weiblich,Jahre,RH03252,37.2
2020,"Hameln-Pyrmont",insgesamt,Jahre,RH03252,36.6
2020,"Hildesheim",männlich,Jahre,RH03254,35.3
2020,"Hildesheim",weiblich,Jahre,RH03254,36.8
2020,"Hildesheim",insgesamt,Jahre,RH03254,36
2020,"Holzminden",männlich,Jahre,RH03255,37.2
2020,"Holzminden",weiblich,Jahre,RH03255,39.1
2020,"Holzminden",insgesamt,Jahre,RH03255,38.1
2020,"Nienburg (Weser)",männlich,Jahre,RH03256,34.7
2020,"Nienburg (Weser)",weiblich,Jahre,RH03256,34.5
2020,"Nienburg (Weser)",insgesamt,Jahre,RH03256,34.6
2020,"Schaumburg",männlich,Jahre,RH03257,36.9
2020,"Schaumburg",weiblich,Jahre,RH03257,37.7
2020,"Schaumburg",insgesamt,Jahre,RH03257,37.3
2020,"Statistische Region Hannover",männlich,Jahre,RH032,37
2020,"Statistische Region Hannover",weiblich,Jahre,RH032,38.2
2020,"Statistische Region Hannover",insgesamt,Jahre,RH032,37.6
2020,"Celle",männlich,Jahre,RH03351,35.5
2020,"Celle",weiblich,Jahre,RH03351,35.7
2020,"Celle",insgesamt,Jahre,RH03351,35.6
2020,"Cuxhaven",männlich,Jahre,RH03352,36.5
2020,"Cuxhaven",weiblich,Jahre,RH03352,37.9
2020,"Cuxhaven",insgesamt,Jahre,RH03352,37.1
2020,"Harburg",männlich,Jahre,RH03353,36.8
2020,"Harburg",weiblich,Jahre,RH03353,38.4
2020,"Harburg",insgesamt,Jahre,RH03353,37.5
2020,"Lüchow-Dannenberg",männlich,Jahre,RH03354,34.6
2020,"Lüchow-Dannenberg",weiblich,Jahre,RH03354,35.6
2020,"Lüchow-Dannenberg",insgesamt,Jahre,RH03354,35
2020,"Lüneburg",männlich,Jahre,RH03355,34.3
2020,"Lüneburg",weiblich,Jahre,RH03355,35.2
2020,"Lüneburg",insgesamt,Jahre,RH03355,34.7
2020,"Osterholz",männlich,Jahre,RH03356,34.7
2020,"Osterholz",weiblich,Jahre,RH03356,36.1
2020,"Osterholz",insgesamt,Jahre,RH03356,35.4
2020,"Rotenburg (Wümme)",männlich,Jahre,RH03357,36
2020,"Rotenburg (Wümme)",weiblich,Jahre,RH03357,35.9
2020,"Rotenburg (Wümme)",insgesamt,Jahre,RH03357,35.9
2020,"Heidekreis",männlich,Jahre,RH03358,35
2020,"Heidekreis",weiblich,Jahre,RH03358,35.7
2020,"Heidekreis",insgesamt,Jahre,RH03358,35.3
2020,"Stade",männlich,Jahre,RH03359,34.5
2020,"Stade",weiblich,Jahre,RH03359,34.5
2020,"Stade",insgesamt,Jahre,RH03359,34.5
2020,"Uelzen",männlich,Jahre,RH03360,34.4
2020,"Uelzen",weiblich,Jahre,RH03360,35.3
2020,"Uelzen",insgesamt,Jahre,RH03360,34.8
2020,"Verden",männlich,Jahre,RH03361,35.5
2020,"Verden",weiblich,Jahre,RH03361,36.6
2020,"Verden",insgesamt,Jahre,RH03361,36
2020,"Statistische Region Lüneburg",männlich,Jahre,RH033,35.5
2020,"Statistische Region Lüneburg",weiblich,Jahre,RH033,36.2
2020,"Statistische Region Lüneburg",insgesamt,Jahre,RH033,35.8
2020,"Delmenhorst, Stadt",männlich,Jahre,RH03401,34.2
2020,"Delmenhorst, Stadt",weiblich,Jahre,RH03401,34.7
2020,"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,34.4
2020,"Emden, Stadt",männlich,Jahre,RH03402,33
2020,"Emden, Stadt",weiblich,Jahre,RH03402,31.9
2020,"Emden, Stadt",insgesamt,Jahre,RH03402,32.5
2020,"Oldenburg (Oldb), Stadt",männlich,Jahre,RH03403,32.9
2020,"Oldenburg (Oldb), Stadt",weiblich,Jahre,RH03403,33.6
2020,"Oldenburg (Oldb), Stadt",insgesamt,Jahre,RH03403,33.2
2020,"Osnabrück, Stadt",männlich,Jahre,RH03404,35.8
2020,"Osnabrück, Stadt",weiblich,Jahre,RH03404,36.6
2020,"Osnabrück, Stadt",insgesamt,Jahre,RH03404,36.2
2020,"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,32.1
2020,"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,32.5
2020,"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,32.3
2020,"Ammerland",männlich,Jahre,RH03451,34.6
2020,"Ammerland",weiblich,Jahre,RH03451,34.5
2020,"Ammerland",insgesamt,Jahre,RH03451,34.6
2020,"Aurich",männlich,Jahre,RH03452,33.9
2020,"Aurich",weiblich,Jahre,RH03452,34.7
2020,"Aurich",insgesamt,Jahre,RH03452,34.3
2020,"Cloppenburg",männlich,Jahre,RH03453,33.9
2020,"Cloppenburg",weiblich,Jahre,RH03453,32.7
2020,"Cloppenburg",insgesamt,Jahre,RH03453,33.4
2020,"Emsland",männlich,Jahre,RH03454,36.1
2020,"Emsland",weiblich,Jahre,RH03454,34.6
2020,"Emsland",insgesamt,Jahre,RH03454,35.5
2020,"Friesland",männlich,Jahre,RH03455,34.7
2020,"Friesland",weiblich,Jahre,RH03455,35.4
2020,"Friesland",insgesamt,Jahre,RH03455,35
2020,"Grafschaft Bentheim",männlich,Jahre,RH03456,41.7
2020,"Grafschaft Bentheim",weiblich,Jahre,RH03456,41.2
2020,"Grafschaft Bentheim",insgesamt,Jahre,RH03456,41.5
2020,"Leer",männlich,Jahre,RH03457,35.1
2020,"Leer",weiblich,Jahre,RH03457,34.8
2020,"Leer",insgesamt,Jahre,RH03457,35
2020,"Oldenburg",männlich,Jahre,RH03458,34.4
2020,"Oldenburg",weiblich,Jahre,RH03458,35
2020,"Oldenburg",insgesamt,Jahre,RH03458,34.6
2020,"Osnabrück",männlich,Jahre,RH03459,35.9
2020,"Osnabrück",weiblich,Jahre,RH03459,36
2020,"Osnabrück",insgesamt,Jahre,RH03459,35.9
2020,"Vechta",männlich,Jahre,RH03460,33.9
2020,"Vechta",weiblich,Jahre,RH03460,33.1
2020,"Vechta",insgesamt,Jahre,RH03460,33.6
2020,"Wesermarsch",männlich,Jahre,RH03461,36.3
2020,"Wesermarsch",weiblich,Jahre,RH03461,36.3
2020,"Wesermarsch",insgesamt,Jahre,RH03461,36.3
2020,"Wittmund",männlich,Jahre,RH03462,33.2
2020,"Wittmund",weiblich,Jahre,RH03462,35.4
2020,"Wittmund",insgesamt,Jahre,RH03462,34.3
2020,"Statistische Region Weser-Ems",männlich,Jahre,RH034,35.3
2020,"Statistische Region Weser-Ems",weiblich,Jahre,RH034,35.2
2020,"Statistische Region Weser-Ems",insgesamt,Jahre,RH034,35.3
2020,"Niedersachsen",männlich,Jahre,RH030,36
2020,"Niedersachsen",weiblich,Jahre,RH030,36.6
2020,"Niedersachsen",insgesamt,Jahre,RH030,36.3
2019,"Braunschweig, Stadt",männlich,Jahre,RH03101,36
2019,"Braunschweig, Stadt",weiblich,Jahre,RH03101,37.8
2019,"Braunschweig, Stadt",insgesamt,Jahre,RH03101,36.8
2019,"Salzgitter, Stadt",männlich,Jahre,RH03102,34.5
2019,"Salzgitter, Stadt",weiblich,Jahre,RH03102,35
2019,"Salzgitter, Stadt",insgesamt,Jahre,RH03102,34.7
2019,"Wolfsburg, Stadt",männlich,Jahre,RH03103,37.3
2019,"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37.4
2019,"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37.3
2019,"Gifhorn",männlich,Jahre,RH03151,36
2019,"Gifhorn",weiblich,Jahre,RH03151,37.3
2019,"Gifhorn",insgesamt,Jahre,RH03151,36.6
2019,"Goslar",männlich,Jahre,RH03153,34.1
2019,"Goslar",weiblich,Jahre,RH03153,35.6
2019,"Goslar",insgesamt,Jahre,RH03153,34.7
2019,"Helmstedt",männlich,Jahre,RH03154,36
2019,"Helmstedt",weiblich,Jahre,RH03154,36.4
2019,"Helmstedt",insgesamt,Jahre,RH03154,36.2
2019,"Northeim",männlich,Jahre,RH03155,34.8
2019,"Northeim",weiblich,Jahre,RH03155,35.9
2019,"Northeim",insgesamt,Jahre,RH03155,35.3
2019,"Peine",männlich,Jahre,RH03157,34.9
2019,"Peine",weiblich,Jahre,RH03157,35.7
2019,"Peine",insgesamt,Jahre,RH03157,35.3
2019,"Wolfenbüttel",männlich,Jahre,RH03158,35.5
2019,"Wolfenbüttel",weiblich,Jahre,RH03158,36.6
2019,"Wolfenbüttel",insgesamt,Jahre,RH03158,36
2019,"Göttingen",männlich,Jahre,RH03159,35
2019,"Göttingen",weiblich,Jahre,RH03159,35.7
2019,"Göttingen",insgesamt,Jahre,RH03159,35.4
2019,"Statistische Region Braunschweig",männlich,Jahre,RH031,35.5
2019,"Statistische Region Braunschweig",weiblich,Jahre,RH031,36.4
2019,"Statistische Region Braunschweig",insgesamt,Jahre,RH031,35.9
2019,"Region Hannover",männlich,Jahre,RH03241,37.6
2019,"Region Hannover",weiblich,Jahre,RH03241,38.7
2019,"Region Hannover",insgesamt,Jahre,RH03241,38.1
2019,"Diepholz",männlich,Jahre,RH03251,34.1
2019,"Diepholz",weiblich,Jahre,RH03251,34.8
2019,"Diepholz",insgesamt,Jahre,RH03251,34.4
2019,"Hameln-Pyrmont",männlich,Jahre,RH03252,36
2019,"Hameln-Pyrmont",weiblich,Jahre,RH03252,37.3
2019,"Hameln-Pyrmont",insgesamt,Jahre,RH03252,36.6
2019,"Hildesheim",männlich,Jahre,RH03254,35.2
2019,"Hildesheim",weiblich,Jahre,RH03254,36.6
2019,"Hildesheim",insgesamt,Jahre,RH03254,35.8
2019,"Holzminden",männlich,Jahre,RH03255,37
2019,"Holzminden",weiblich,Jahre,RH03255,39.1
2019,"Holzminden",insgesamt,Jahre,RH03255,38
2019,"Nienburg (Weser)",männlich,Jahre,RH03256,34.6
2019,"Nienburg (Weser)",weiblich,Jahre,RH03256,34.2
2019,"Nienburg (Weser)",insgesamt,Jahre,RH03256,34.4
2019,"Schaumburg",männlich,Jahre,RH03257,36.8
2019,"Schaumburg",weiblich,Jahre,RH03257,37.5
2019,"Schaumburg",insgesamt,Jahre,RH03257,37.1
2019,"Statistische Region Hannover",männlich,Jahre,RH032,36.9
2019,"Statistische Region Hannover",weiblich,Jahre,RH032,38
2019,"Statistische Region Hannover",insgesamt,Jahre,RH032,37.4
2019,"Celle",männlich,Jahre,RH03351,35.3
2019,"Celle",weiblich,Jahre,RH03351,35.4
2019,"Celle",insgesamt,Jahre,RH03351,35.3
2019,"Cuxhaven",männlich,Jahre,RH03352,35.8
2019,"Cuxhaven",weiblich,Jahre,RH03352,37.5
2019,"Cuxhaven",insgesamt,Jahre,RH03352,36.6
2019,"Harburg",männlich,Jahre,RH03353,36.6
2019,"Harburg",weiblich,Jahre,RH03353,38.4
2019,"Harburg",insgesamt,Jahre,RH03353,37.4
2019,"Lüchow-Dannenberg",männlich,Jahre,RH03354,34.3
2019,"Lüchow-Dannenberg",weiblich,Jahre,RH03354,35.2
2019,"Lüchow-Dannenberg",insgesamt,Jahre,RH03354,34.7
2019,"Lüneburg",männlich,Jahre,RH03355,34
2019,"Lüneburg",weiblich,Jahre,RH03355,34.6
2019,"Lüneburg",insgesamt,Jahre,RH03355,34.3
2019,"Osterholz",männlich,Jahre,RH03356,34.6
2019,"Osterholz",weiblich,Jahre,RH03356,35.9
2019,"Osterholz",insgesamt,Jahre,RH03356,35.2
2019,"Rotenburg (Wümme)",männlich,Jahre,RH03357,35.6
2019,"Rotenburg (Wümme)",weiblich,Jahre,RH03357,35.9
2019,"Rotenburg (Wümme)",insgesamt,Jahre,RH03357,35.7
2019,"Heidekreis",männlich,Jahre,RH03358,35
2019,"Heidekreis",weiblich,Jahre,RH03358,35.4
2019,"Heidekreis",insgesamt,Jahre,RH03358,35.2
2019,"Stade",männlich,Jahre,RH03359,34.3
2019,"Stade",weiblich,Jahre,RH03359,34.4
2019,"Stade",insgesamt,Jahre,RH03359,34.4
2019,"Uelzen",männlich,Jahre,RH03360,34.1
2019,"Uelzen",weiblich,Jahre,RH03360,35.2
2019,"Uelzen",insgesamt,Jahre,RH03360,34.6
2019,"Verden",männlich,Jahre,RH03361,35.1
2019,"Verden",weiblich,Jahre,RH03361,36.5
2019,"Verden",insgesamt,Jahre,RH03361,35.7
2019,"Statistische Region Lüneburg",männlich,Jahre,RH033,35.2
2019,"Statistische Region Lüneburg",weiblich,Jahre,RH033,36
2019,"Statistische Region Lüneburg",insgesamt,Jahre,RH033,35.5
2019,"Delmenhorst, Stadt",männlich,Jahre,RH03401,34.1
2019,"Delmenhorst, Stadt",weiblich,Jahre,RH03401,34.7
2019,"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,34.4
2019,"Emden, Stadt",männlich,Jahre,RH03402,32.5
2019,"Emden, Stadt",weiblich,Jahre,RH03402,31.8
2019,"Emden, Stadt",insgesamt,Jahre,RH03402,32.2
2019,"Oldenburg (Oldb), Stadt",männlich,Jahre,RH03403,32.8
2019,"Oldenburg (Oldb), Stadt",weiblich,Jahre,RH03403,33.6
2019,"Oldenburg (Oldb), Stadt",insgesamt,Jahre,RH03403,33.2
2019,"Osnabrück, Stadt",männlich,Jahre,RH03404,35.5
2019,"Osnabrück, Stadt",weiblich,Jahre,RH03404,36.1
2019,"Osnabrück, Stadt",insgesamt,Jahre,RH03404,35.8
2019,"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,32.1
2019,"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,32.2
2019,"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,32.1
2019,"Ammerland",männlich,Jahre,RH03451,34.1
2019,"Ammerland",weiblich,Jahre,RH03451,34.2
2019,"Ammerland",insgesamt,Jahre,RH03451,34.1
2019,"Aurich",männlich,Jahre,RH03452,33.7
2019,"Aurich",weiblich,Jahre,RH03452,34.4
2019,"Aurich",insgesamt,Jahre,RH03452,34
2019,"Cloppenburg",männlich,Jahre,RH03453,33.9
2019,"Cloppenburg",weiblich,Jahre,RH03453,32.4
2019,"Cloppenburg",insgesamt,Jahre,RH03453,33.3
2019,"Emsland",männlich,Jahre,RH03454,35.8
2019,"Emsland",weiblich,Jahre,RH03454,34.5
2019,"Emsland",insgesamt,Jahre,RH03454,35.3
2019,"Friesland",männlich,Jahre,RH03455,34.2
2019,"Friesland",weiblich,Jahre,RH03455,34.8
2019,"Friesland",insgesamt,Jahre,RH03455,34.4
2019,"Grafschaft Bentheim",männlich,Jahre,RH03456,41.7
2019,"Grafschaft Bentheim",weiblich,Jahre,RH03456,41
2019,"Grafschaft Bentheim",insgesamt,Jahre,RH03456,41.4
2019,"Leer",männlich,Jahre,RH03457,35.1
2019,"Leer",weiblich,Jahre,RH03457,35
2019,"Leer",insgesamt,Jahre,RH03457,35
2019,"Oldenburg",männlich,Jahre,RH03458,34.1
2019,"Oldenburg",weiblich,Jahre,RH03458,34.6
2019,"Oldenburg",insgesamt,Jahre,RH03458,34.4
2019,"Osnabrück",männlich,Jahre,RH03459,35.8
2019,"Osnabrück",weiblich,Jahre,RH03459,35.9
2019,"Osnabrück",insgesamt,Jahre,RH03459,35.8
2019,"Vechta",männlich,Jahre,RH03460,33.7
2019,"Vechta",weiblich,Jahre,RH03460,33
2019,"Vechta",insgesamt,Jahre,RH03460,33.4
2019,"Wesermarsch",männlich,Jahre,RH03461,36.4
2019,"Wesermarsch",weiblich,Jahre,RH03461,36.3
2019,"Wesermarsch",insgesamt,Jahre,RH03461,36.4
2019,"Wittmund",männlich,Jahre,RH03462,33.1
2019,"Wittmund",weiblich,Jahre,RH03462,34.5
2019,"Wittmund",insgesamt,Jahre,RH03462,33.7
2019,"Statistische Region Weser-Ems",männlich,Jahre,RH034,35.2
2019,"Statistische Region Weser-Ems",weiblich,Jahre,RH034,35
2019,"Statistische Region Weser-Ems",insgesamt,Jahre,RH034,35.1
2019,"Niedersachsen",männlich,Jahre,RH030,35.8
2019,"Niedersachsen",weiblich,Jahre,RH030,36.4
2019,"Niedersachsen",insgesamt,Jahre,RH030,36.1
2018,"Braunschweig, Stadt",männlich,Jahre,RH03101,36.4
2018,"Braunschweig, Stadt",weiblich,Jahre,RH03101,38.1
2018,"Braunschweig, Stadt",insgesamt,Jahre,RH03101,37.2
2018,"Salzgitter, Stadt",männlich,Jahre,RH03102,34.6
2018,"Salzgitter, Stadt",weiblich,Jahre,RH03102,35.1
2018,"Salzgitter, Stadt",insgesamt,Jahre,RH03102,34.8
2018,"Wolfsburg, Stadt",männlich,Jahre,RH03103,37.5
2018,"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37.5
2018,"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37.5
2018,"Gifhorn",männlich,Jahre,RH03151,36.3
2018,"Gifhorn",weiblich,Jahre,RH03151,37.8
2018,"Gifhorn",insgesamt,Jahre,RH03151,37
2018,"Goslar",männlich,Jahre,RH03153,34
2018,"Goslar",weiblich,Jahre,RH03153,35.7
2018,"Goslar",insgesamt,Jahre,RH03153,34.7
2018,"Helmstedt",männlich,Jahre,RH03154,35.8
2018,"Helmstedt",weiblich,Jahre,RH03154,36.4
2018,"Helmstedt",insgesamt,Jahre,RH03154,36.1
2018,"Northeim",männlich,Jahre,RH03155,34.9
2018,"Northeim",weiblich,Jahre,RH03155,36
2018,"Northeim",insgesamt,Jahre,RH03155,35.4
2018,"Peine",männlich,Jahre,RH03157,34.8
2018,"Peine",weiblich,Jahre,RH03157,35.8
2018,"Peine",insgesamt,Jahre,RH03157,35.2
2018,"Wolfenbüttel",männlich,Jahre,RH03158,35.5
2018,"Wolfenbüttel",weiblich,Jahre,RH03158,36.7
2018,"Wolfenbüttel",insgesamt,Jahre,RH03158,36
2018,"Göttingen",männlich,Jahre,RH03159,35.2
2018,"Göttingen",weiblich,Jahre,RH03159,36
2018,"Göttingen",insgesamt,Jahre,RH03159,35.6
2018,"Statistische Region Braunschweig",männlich,Jahre,RH031,35.6
2018,"Statistische Region Braunschweig",weiblich,Jahre,RH031,36.6
2018,"Statistische Region Braunschweig",insgesamt,Jahre,RH031,36.1
2018,"Region Hannover",männlich,Jahre,RH03241,37.3
2018,"Region Hannover",weiblich,Jahre,RH03241,38.5
2018,"Region Hannover",insgesamt,Jahre,RH03241,37.9
2018,"Diepholz",männlich,Jahre,RH03251,33.9
2018,"Diepholz",weiblich,Jahre,RH03251,34.7
2018,"Diepholz",insgesamt,Jahre,RH03251,34.3
2018,"Hameln-Pyrmont",männlich,Jahre,RH03252,36.2
2018,"Hameln-Pyrmont",weiblich,Jahre,RH03252,37.5
2018,"Hameln-Pyrmont",insgesamt,Jahre,RH03252,36.9
2018,"Hildesheim",männlich,Jahre,RH03254,35.2
2018,"Hildesheim",weiblich,Jahre,RH03254,36.8
2018,"Hildesheim",insgesamt,Jahre,RH03254,35.9
2018,"Holzminden",männlich,Jahre,RH03255,36.6
2018,"Holzminden",weiblich,Jahre,RH03255,38.8
2018,"Holzminden",insgesamt,Jahre,RH03255,37.6
2018,"Nienburg (Weser)",männlich,Jahre,RH03256,34.6
2018,"Nienburg (Weser)",weiblich,Jahre,RH03256,34.5
2018,"Nienburg (Weser)",insgesamt,Jahre,RH03256,34.5
2018,"Schaumburg",männlich,Jahre,RH03257,36.5
2018,"Schaumburg",weiblich,Jahre,RH03257,37.2
2018,"Schaumburg",insgesamt,Jahre,RH03257,36.9
2018,"Statistische Region Hannover",männlich,Jahre,RH032,36.7
2018,"Statistische Region Hannover",weiblich,Jahre,RH032,37.9
2018,"Statistische Region Hannover",insgesamt,Jahre,RH032,37.2
2018,"Celle",männlich,Jahre,RH03351,35.2
2018,"Celle",weiblich,Jahre,RH03351,35.3
2018,"Celle",insgesamt,Jahre,RH03351,35.2
2018,"Cuxhaven",männlich,Jahre,RH03352,35.4
2018,"Cuxhaven",weiblich,Jahre,RH03352,37.1
2018,"Cuxhaven",insgesamt,Jahre,RH03352,36.2
2018,"Harburg",männlich,Jahre,RH03353,36.6
2018,"Harburg",weiblich,Jahre,RH03353,38.7
2018,"Harburg",insgesamt,Jahre,RH03353,37.5
2018,"Lüchow-Dannenberg",männlich,Jahre,RH03354,34.4
2018,"Lüchow-Dannenberg",weiblich,Jahre,RH03354,34.8
2018,"Lüchow-Dannenberg",insgesamt,Jahre,RH03354,34.6
2018,"Lüneburg",männlich,Jahre,RH03355,34
2018,"Lüneburg",weiblich,Jahre,RH03355,34.8
2018,"Lüneburg",insgesamt,Jahre,RH03355,34.3
2018,"Osterholz",männlich,Jahre,RH03356,34.4
2018,"Osterholz",weiblich,Jahre,RH03356,35.9
2018,"Osterholz",insgesamt,Jahre,RH03356,35.1
2018,"Rotenburg (Wümme)",männlich,Jahre,RH03357,35.6
2018,"Rotenburg (Wümme)",weiblich,Jahre,RH03357,35.8
2018,"Rotenburg (Wümme)",insgesamt,Jahre,RH03357,35.7
2018,"Heidekreis",männlich,Jahre,RH03358,35.4
2018,"Heidekreis",weiblich,Jahre,RH03358,36.1
2018,"Heidekreis",insgesamt,Jahre,RH03358,35.7
2018,"Stade",männlich,Jahre,RH03359,34.2
2018,"Stade",weiblich,Jahre,RH03359,34.4
2018,"Stade",insgesamt,Jahre,RH03359,34.3
2018,"Uelzen",männlich,Jahre,RH03360,34.1
2018,"Uelzen",weiblich,Jahre,RH03360,35
2018,"Uelzen",insgesamt,Jahre,RH03360,34.5
2018,"Verden",männlich,Jahre,RH03361,35
2018,"Verden",weiblich,Jahre,RH03361,36.4
2018,"Verden",insgesamt,Jahre,RH03361,35.6
2018,"Statistische Region Lüneburg",männlich,Jahre,RH033,35.1
2018,"Statistische Region Lüneburg",weiblich,Jahre,RH033,36
2018,"Statistische Region Lüneburg",insgesamt,Jahre,RH033,35.5
2018,"Delmenhorst, Stadt",männlich,Jahre,RH03401,33.9
2018,"Delmenhorst, Stadt",weiblich,Jahre,RH03401,34.7
2018,"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,34.3
2018,"Emden, Stadt",männlich,Jahre,RH03402,32.7
2018,"Emden, Stadt",weiblich,Jahre,RH03402,32
2018,"Emden, Stadt",insgesamt,Jahre,RH03402,32.4
2018,"Oldenburg (Oldb), Stadt",männlich,Jahre,RH03403,32.9
2018,"Oldenburg (Oldb), Stadt",weiblich,Jahre,RH03403,33.7
2018,"Oldenburg (Oldb), Stadt",insgesamt,Jahre,RH03403,33.3
2018,"Osnabrück, Stadt",männlich,Jahre,RH03404,35.6
2018,"Osnabrück, Stadt",weiblich,Jahre,RH03404,36.2
2018,"Osnabrück, Stadt",insgesamt,Jahre,RH03404,35.9
2018,"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,32
2018,"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,32.8
2018,"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,32.3
2018,"Ammerland",männlich,Jahre,RH03451,34
2018,"Ammerland",weiblich,Jahre,RH03451,34.4
2018,"Ammerland",insgesamt,Jahre,RH03451,34.2
2018,"Aurich",männlich,Jahre,RH03452,33.5
2018,"Aurich",weiblich,Jahre,RH03452,34.3
2018,"Aurich",insgesamt,Jahre,RH03452,33.8
2018,"Cloppenburg",männlich,Jahre,RH03453,33.8
2018,"Cloppenburg",weiblich,Jahre,RH03453,32.1
2018,"Cloppenburg",insgesamt,Jahre,RH03453,33.1
2018,"Emsland",männlich,Jahre,RH03454,35.8
2018,"Emsland",weiblich,Jahre,RH03454,34.5
2018,"Emsland",insgesamt,Jahre,RH03454,35.3
2018,"Friesland",männlich,Jahre,RH03455,33.9
2018,"Friesland",weiblich,Jahre,RH03455,34.8
2018,"Friesland",insgesamt,Jahre,RH03455,34.3
2018,"Grafschaft Bentheim",männlich,Jahre,RH03456,41.3
2018,"Grafschaft Bentheim",weiblich,Jahre,RH03456,40.9
2018,"Grafschaft Bentheim",insgesamt,Jahre,RH03456,41.1
2018,"Leer",männlich,Jahre,RH03457,35.5
2018,"Leer",weiblich,Jahre,RH03457,35.7
2018,"Leer",insgesamt,Jahre,RH03457,35.6
2018,"Oldenburg",männlich,Jahre,RH03458,33.7
2018,"Oldenburg",weiblich,Jahre,RH03458,34.3
2018,"Oldenburg",insgesamt,Jahre,RH03458,34
2018,"Osnabrück",männlich,Jahre,RH03459,35.9
2018,"Osnabrück",weiblich,Jahre,RH03459,35.8
2018,"Osnabrück",insgesamt,Jahre,RH03459,35.9
2018,"Vechta",männlich,Jahre,RH03460,33.5
2018,"Vechta",weiblich,Jahre,RH03460,33
2018,"Vechta",insgesamt,Jahre,RH03460,33.3
2018,"Wesermarsch",männlich,Jahre,RH03461,36.3
2018,"Wesermarsch",weiblich,Jahre,RH03461,36.3
2018,"Wesermarsch",insgesamt,Jahre,RH03461,36.3
2018,"Wittmund",männlich,Jahre,RH03462,32.7
2018,"Wittmund",weiblich,Jahre,RH03462,34
2018,"Wittmund",insgesamt,Jahre,RH03462,33.3
2018,"Statistische Region Weser-Ems",männlich,Jahre,RH034,35.1
2018,"Statistische Region Weser-Ems",weiblich,Jahre,RH034,35.1
2018,"Statistische Region Weser-Ems",insgesamt,Jahre,RH034,35.1
2018,"Niedersachsen",männlich,Jahre,RH030,35.7
2018,"Niedersachsen",weiblich,Jahre,RH030,36.5
