Year,Gebietseinheit,Wanderung,Nationalität / Geschlecht,Units,GeoCode,Value
2015,"Ammerland",Zuzüge,Deutsche,Anzahl,K03451,76
2015,"Aurich",Zuzüge,Deutsche,Anzahl,K03452,112
2015,"Cloppenburg",Zuzüge,Deutsche,Anzahl,K03453,89
2015,"Emsland",Zuzüge,Deutsche,Anzahl,K03454,202
2015,"Friesland",Zuzüge,Deutsche,Anzahl,K03455,93
2015,"Grafschaft Bentheim",Zuzüge,Deutsche,Anzahl,K03456,129
2015,"Leer",Zuzüge,Deutsche,Anzahl,K03457,157
2015,"Oldenburg",Zuzüge,Deutsche,Anzahl,K03458,115
2015,"Osnabrück",Zuzüge,Deutsche,Anzahl,K03459,252
2015,"Vechta",Zuzüge,Deutsche,Anzahl,K03460,111
2015,"Wesermarsch",Zuzüge,Deutsche,Anzahl,K03461,48
2015,"Wittmund",Zuzüge,Deutsche,Anzahl,K03462,54
2015,"Statistische Region Weser-Ems",Zuzüge,Deutsche,Anzahl,K034,2056
2015,"Niedersachsen",Zuzüge,Deutsche,Anzahl,,13242
2014,"Braunschweig, Stadt",Zuzüge,Deutsche,Anzahl,K03101,301
2014,"Salzgitter, Stadt",Zuzüge,Deutsche,Anzahl,K03102,114
2014,"Wolfsburg, Stadt",Zuzüge,Deutsche,Anzahl,K03103,172
2014,"Gifhorn",Zuzüge,Deutsche,Anzahl,K03151,167
2014,"Goslar",Zuzüge,Deutsche,Anzahl,K03153,167
2014,"Helmstedt",Zuzüge,Deutsche,Anzahl,K03154,87
2014,"Northeim",Zuzüge,Deutsche,Anzahl,K03155,109
2014,"Peine",Zuzüge,Deutsche,Anzahl,K03157,90
2014,"Wolfenbüttel",Zuzüge,Deutsche,Anzahl,K03158,108
2014,"Göttingen",Zuzüge,Deutsche,Anzahl,K03159,4870
2014,"Statistische Region Braunschweig",Zuzüge,Deutsche,Anzahl,K031,6185
2014,"Region Hannover",Zuzüge,Deutsche,Anzahl,K03241,1635
2014,"dav. Hannover, Lhst.",Zuzüge,Deutsche,Anzahl,K03241001,897
2014,"dav. Hannover, Umland",Zuzüge,Deutsche,Anzahl,K03241999,738
2014,"Diepholz",Zuzüge,Deutsche,Anzahl,K03251,195
2014,"Hameln-Pyrmont",Zuzüge,Deutsche,Anzahl,K03252,159
2014,"Hildesheim",Zuzüge,Deutsche,Anzahl,K03254,253
2014,"Holzminden",Zuzüge,Deutsche,Anzahl,K03255,83
2014,"Nienburg (Weser)",Zuzüge,Deutsche,Anzahl,K03256,128
2014,"Schaumburg",Zuzüge,Deutsche,Anzahl,K03257,145
2014,"Statistische Region Hannover",Zuzüge,Deutsche,Anzahl,K032,2598
2014,"Celle",Zuzüge,Deutsche,Anzahl,K03351,210
2014,"Cuxhaven",Zuzüge,Deutsche,Anzahl,K03352,201
2014,"Harburg",Zuzüge,Deutsche,Anzahl,K03353,319
2014,"Lüchow-Dannenberg",Zuzüge,Deutsche,Anzahl,K03354,80
2014,"Lüneburg",Zuzüge,Deutsche,Anzahl,K03355,243
2014,"Osterholz",Zuzüge,Deutsche,Anzahl,K03356,129
2014,"Rotenburg (Wümme)",Zuzüge,Deutsche,Anzahl,K03357,136
2014,"Heidekreis",Zuzüge,Deutsche,Anzahl,K03358,150
2014,"Stade",Zuzüge,Deutsche,Anzahl,K03359,241
2014,"Uelzen",Zuzüge,Deutsche,Anzahl,K03360,95
2014,"Verden",Zuzüge,Deutsche,Anzahl,K03361,150
2014,"Statistische Region Lüneburg",Zuzüge,Deutsche,Anzahl,K033,1954
2014,"Delmenhorst, Stadt",Zuzüge,Deutsche,Anzahl,K03401,94
2014,"Emden, Stadt",Zuzüge,Deutsche,Anzahl,K03402,35
2014,"Oldenburg (Oldb), Stadt",Zuzüge,Deutsche,Anzahl,K03403,210
2014,"Osnabrück, Stadt",Zuzüge,Deutsche,Anzahl,K03404,187
2014,"Wilhelmshaven, Stadt",Zuzüge,Deutsche,Anzahl,K03405,106
2014,"Ammerland",Zuzüge,Deutsche,Anzahl,K03451,87
2014,"Aurich",Zuzüge,Deutsche,Anzahl,K03452,127
2014,"Cloppenburg",Zuzüge,Deutsche,Anzahl,K03453,123
2014,"Emsland",Zuzüge,Deutsche,Anzahl,K03454,192
2014,"Friesland",Zuzüge,Deutsche,Anzahl,K03455,125
2014,"Grafschaft Bentheim",Zuzüge,Deutsche,Anzahl,K03456,109
2014,"Leer",Zuzüge,Deutsche,Anzahl,K03457,181
2014,"Oldenburg",Zuzüge,Deutsche,Anzahl,K03458,130
2014,"Osnabrück",Zuzüge,Deutsche,Anzahl,K03459,283
2014,"Vechta",Zuzüge,Deutsche,Anzahl,K03460,123
2014,"Wesermarsch",Zuzüge,Deutsche,Anzahl,K03461,88
2014,"Wittmund",Zuzüge,Deutsche,Anzahl,K03462,76
2014,"Statistische Region Weser-Ems",Zuzüge,Deutsche,Anzahl,K034,2276
2014,"Niedersachsen",Zuzüge,Deutsche,Anzahl,,13013
2013,"Braunschweig, Stadt",Zuzüge,Deutsche,Anzahl,K03101,374
2013,"Salzgitter, Stadt",Zuzüge,Deutsche,Anzahl,K03102,77
2013,"Wolfsburg, Stadt",Zuzüge,Deutsche,Anzahl,K03103,176
2013,"Gifhorn",Zuzüge,Deutsche,Anzahl,K03151,155
2013,"Goslar",Zuzüge,Deutsche,Anzahl,K03153,146
2013,"Helmstedt",Zuzüge,Deutsche,Anzahl,K03154,69
2013,"Northeim",Zuzüge,Deutsche,Anzahl,K03155,113
2013,"Peine",Zuzüge,Deutsche,Anzahl,K03157,97
2013,"Wolfenbüttel",Zuzüge,Deutsche,Anzahl,K03158,95
2013,"Göttingen",Zuzüge,Deutsche,Anzahl,K03159,2564
2013,"Statistische Region Braunschweig",Zuzüge,Deutsche,Anzahl,K031,3866
2013,"Region Hannover",Zuzüge,Deutsche,Anzahl,K03241,1562
2013,"dav. Hannover, Lhst.",Zuzüge,Deutsche,Anzahl,K03241001,872
2013,"dav. Hannover, Umland",Zuzüge,Deutsche,Anzahl,K03241999,690
2013,"Diepholz",Zuzüge,Deutsche,Anzahl,K03251,161
2013,"Hameln-Pyrmont",Zuzüge,Deutsche,Anzahl,K03252,164
2013,"Hildesheim",Zuzüge,Deutsche,Anzahl,K03254,269
2013,"Holzminden",Zuzüge,Deutsche,Anzahl,K03255,78
2013,"Nienburg (Weser)",Zuzüge,Deutsche,Anzahl,K03256,95
2013,"Schaumburg",Zuzüge,Deutsche,Anzahl,K03257,138
2013,"Statistische Region Hannover",Zuzüge,Deutsche,Anzahl,K032,2467
2013,"Celle",Zuzüge,Deutsche,Anzahl,K03351,246
2013,"Cuxhaven",Zuzüge,Deutsche,Anzahl,K03352,186
2013,"Harburg",Zuzüge,Deutsche,Anzahl,K03353,317
2013,"Lüchow-Dannenberg",Zuzüge,Deutsche,Anzahl,K03354,56
2013,"Lüneburg",Zuzüge,Deutsche,Anzahl,K03355,236
2013,"Osterholz",Zuzüge,Deutsche,Anzahl,K03356,78
2013,"Rotenburg (Wümme)",Zuzüge,Deutsche,Anzahl,K03357,131
2013,"Heidekreis",Zuzüge,Deutsche,Anzahl,K03358,148
2013,"Stade",Zuzüge,Deutsche,Anzahl,K03359,225
2013,"Uelzen",Zuzüge,Deutsche,Anzahl,K03360,99
2013,"Verden",Zuzüge,Deutsche,Anzahl,K03361,157
2013,"Statistische Region Lüneburg",Zuzüge,Deutsche,Anzahl,K033,1879
2013,"Delmenhorst, Stadt",Zuzüge,Deutsche,Anzahl,K03401,94
2013,"Emden, Stadt",Zuzüge,Deutsche,Anzahl,K03402,36
2013,"Oldenburg (Oldb), Stadt",Zuzüge,Deutsche,Anzahl,K03403,220
2013,"Osnabrück, Stadt",Zuzüge,Deutsche,Anzahl,K03404,179
2013,"Wilhelmshaven, Stadt",Zuzüge,Deutsche,Anzahl,K03405,95
2013,"Ammerland",Zuzüge,Deutsche,Anzahl,K03451,99
2013,"Aurich",Zuzüge,Deutsche,Anzahl,K03452,139
2013,"Cloppenburg",Zuzüge,Deutsche,Anzahl,K03453,119
2013,"Emsland",Zuzüge,Deutsche,Anzahl,K03454,220
2013,"Friesland",Zuzüge,Deutsche,Anzahl,K03455,124
2013,"Grafschaft Bentheim",Zuzüge,Deutsche,Anzahl,K03456,128
2013,"Leer",Zuzüge,Deutsche,Anzahl,K03457,147
2013,"Oldenburg",Zuzüge,Deutsche,Anzahl,K03458,99
2013,"Osnabrück",Zuzüge,Deutsche,Anzahl,K03459,254
2013,"Vechta",Zuzüge,Deutsche,Anzahl,K03460,120
2013,"Wesermarsch",Zuzüge,Deutsche,Anzahl,K03461,73
2013,"Wittmund",Zuzüge,Deutsche,Anzahl,K03462,58
2013,"Statistische Region Weser-Ems",Zuzüge,Deutsche,Anzahl,K034,2204
2013,"Niedersachsen",Zuzüge,Deutsche,Anzahl,,10416
2012,"Braunschweig, Stadt",Zuzüge,Deutsche,Anzahl,K03101,373
2012,"Salzgitter, Stadt",Zuzüge,Deutsche,Anzahl,K03102,102
2012,"Wolfsburg, Stadt",Zuzüge,Deutsche,Anzahl,K03103,155
2012,"Gifhorn",Zuzüge,Deutsche,Anzahl,K03151,170
2012,"Goslar",Zuzüge,Deutsche,Anzahl,K03153,146
2012,"Helmstedt",Zuzüge,Deutsche,Anzahl,K03154,57
2012,"Northeim",Zuzüge,Deutsche,Anzahl,K03155,107
2012,"Peine",Zuzüge,Deutsche,Anzahl,K03157,66
2012,"Wolfenbüttel",Zuzüge,Deutsche,Anzahl,K03158,75
2012,"Göttingen",Zuzüge,Deutsche,Anzahl,K03159,1949
2012,"Statistische Region Braunschweig",Zuzüge,Deutsche,Anzahl,K031,3200
2012,"Region Hannover",Zuzüge,Deutsche,Anzahl,K03241,1555
2012,"dav. Hannover, Lhst.",Zuzüge,Deutsche,Anzahl,K03241001,898
2012,"dav. Hannover, Umland",Zuzüge,Deutsche,Anzahl,K03241999,657
2012,"Diepholz",Zuzüge,Deutsche,Anzahl,K03251,185
2012,"Hameln-Pyrmont",Zuzüge,Deutsche,Anzahl,K03252,153
2012,"Hildesheim",Zuzüge,Deutsche,Anzahl,K03254,282
2012,"Holzminden",Zuzüge,Deutsche,Anzahl,K03255,49
2012,"Nienburg (Weser)",Zuzüge,Deutsche,Anzahl,K03256,86
2012,"Schaumburg",Zuzüge,Deutsche,Anzahl,K03257,147
2012,"Statistische Region Hannover",Zuzüge,Deutsche,Anzahl,K032,2457
2012,"Celle",Zuzüge,Deutsche,Anzahl,K03351,211
2012,"Cuxhaven",Zuzüge,Deutsche,Anzahl,K03352,184
2012,"Harburg",Zuzüge,Deutsche,Anzahl,K03353,309
2012,"Lüchow-Dannenberg",Zuzüge,Deutsche,Anzahl,K03354,61
2012,"Lüneburg",Zuzüge,Deutsche,Anzahl,K03355,218
2012,"Osterholz",Zuzüge,Deutsche,Anzahl,K03356,79
2012,"Rotenburg (Wümme)",Zuzüge,Deutsche,Anzahl,K03357,184
2012,"Heidekreis",Zuzüge,Deutsche,Anzahl,K03358,159
2012,"Stade",Zuzüge,Deutsche,Anzahl,K03359,268
2012,"Uelzen",Zuzüge,Deutsche,Anzahl,K03360,81
2012,"Verden",Zuzüge,Deutsche,Anzahl,K03361,140
2012,"Statistische Region Lüneburg",Zuzüge,Deutsche,Anzahl,K033,1894
2012,"Delmenhorst, Stadt",Zuzüge,Deutsche,Anzahl,K03401,70
2012,"Emden, Stadt",Zuzüge,Deutsche,Anzahl,K03402,46
2012,"Oldenburg (Oldb), Stadt",Zuzüge,Deutsche,Anzahl,K03403,204
2012,"Osnabrück, Stadt",Zuzüge,Deutsche,Anzahl,K03404,192
2012,"Wilhelmshaven, Stadt",Zuzüge,Deutsche,Anzahl,K03405,77
2012,"Ammerland",Zuzüge,Deutsche,Anzahl,K03451,98
2012,"Aurich",Zuzüge,Deutsche,Anzahl,K03452,150
2012,"Cloppenburg",Zuzüge,Deutsche,Anzahl,K03453,112
2012,"Emsland",Zuzüge,Deutsche,Anzahl,K03454,203
2012,"Friesland",Zuzüge,Deutsche,Anzahl,K03455,114
2012,"Grafschaft Bentheim",Zuzüge,Deutsche,Anzahl,K03456,124
2012,"Leer",Zuzüge,Deutsche,Anzahl,K03457,131
2012,"Oldenburg",Zuzüge,Deutsche,Anzahl,K03458,126
2012,"Osnabrück",Zuzüge,Deutsche,Anzahl,K03459,253
2012,"Vechta",Zuzüge,Deutsche,Anzahl,K03460,126
2012,"Wesermarsch",Zuzüge,Deutsche,Anzahl,K03461,76
2012,"Wittmund",Zuzüge,Deutsche,Anzahl,K03462,39
2012,"Statistische Region Weser-Ems",Zuzüge,Deutsche,Anzahl,K034,2141
2012,"Niedersachsen",Zuzüge,Deutsche,Anzahl,,9692
2011,"Braunschweig, Stadt",Zuzüge,Deutsche,Anzahl,K03101,319
2011,"Salzgitter, Stadt",Zuzüge,Deutsche,Anzahl,K03102,96
2011,"Wolfsburg, Stadt",Zuzüge,Deutsche,Anzahl,K03103,166
2011,"Gifhorn",Zuzüge,Deutsche,Anzahl,K03151,160
2011,"Goslar",Zuzüge,Deutsche,Anzahl,K03153,148
2011,"Helmstedt",Zuzüge,Deutsche,Anzahl,K03154,49
2011,"Northeim",Zuzüge,Deutsche,Anzahl,K03155,91
2011,"Peine",Zuzüge,Deutsche,Anzahl,K03157,76
2011,"Wolfenbüttel",Zuzüge,Deutsche,Anzahl,K03158,99
2011,"Göttingen",Zuzüge,Deutsche,Anzahl,K03159,2235
2011,"Statistische Region Braunschweig",Zuzüge,Deutsche,Anzahl,K031,3439
2011,"Region Hannover",Zuzüge,Deutsche,Anzahl,K03241,1471
2011,"dav. Hannover, Lhst.",Zuzüge,Deutsche,Anzahl,K03241001,852
2011,"dav. Hannover, Umland",Zuzüge,Deutsche,Anzahl,K03241999,619
2011,"Diepholz",Zuzüge,Deutsche,Anzahl,K03251,202
2011,"Hameln-Pyrmont",Zuzüge,Deutsche,Anzahl,K03252,126
2011,"Hildesheim",Zuzüge,Deutsche,Anzahl,K03254,268
2011,"Holzminden",Zuzüge,Deutsche,Anzahl,K03255,74
2011,"Nienburg (Weser)",Zuzüge,Deutsche,Anzahl,K03256,75
2011,"Schaumburg",Zuzüge,Deutsche,Anzahl,K03257,139
2011,"Statistische Region Hannover",Zuzüge,Deutsche,Anzahl,K032,2355
2011,"Celle",Zuzüge,Deutsche,Anzahl,K03351,240
2011,"Cuxhaven",Zuzüge,Deutsche,Anzahl,K03352,157
2011,"Harburg",Zuzüge,Deutsche,Anzahl,K03353,315
2011,"Lüchow-Dannenberg",Zuzüge,Deutsche,Anzahl,K03354,67
2011,"Lüneburg",Zuzüge,Deutsche,Anzahl,K03355,243
2011,"Osterholz",Zuzüge,Deutsche,Anzahl,K03356,101
2011,"Rotenburg (Wümme)",Zuzüge,Deutsche,Anzahl,K03357,167
2011,"Heidekreis",Zuzüge,Deutsche,Anzahl,K03358,138
2011,"Stade",Zuzüge,Deutsche,Anzahl,K03359,346
2011,"Uelzen",Zuzüge,Deutsche,Anzahl,K03360,102
2011,"Verden",Zuzüge,Deutsche,Anzahl,K03361,115
2011,"Statistische Region Lüneburg",Zuzüge,Deutsche,Anzahl,K033,1991
2011,"Delmenhorst, Stadt",Zuzüge,Deutsche,Anzahl,K03401,98
2011,"Emden, Stadt",Zuzüge,Deutsche,Anzahl,K03402,35
2011,"Oldenburg (Oldb), Stadt",Zuzüge,Deutsche,Anzahl,K03403,207
2011,"Osnabrück, Stadt",Zuzüge,Deutsche,Anzahl,K03404,200
2011,"Wilhelmshaven, Stadt",Zuzüge,Deutsche,Anzahl,K03405,117
2011,"Ammerland",Zuzüge,Deutsche,Anzahl,K03451,111
2011,"Aurich",Zuzüge,Deutsche,Anzahl,K03452,152
2011,"Cloppenburg",Zuzüge,Deutsche,Anzahl,K03453,139
2011,"Emsland",Zuzüge,Deutsche,Anzahl,K03454,263
2011,"Friesland",Zuzüge,Deutsche,Anzahl,K03455,139
2011,"Grafschaft Bentheim",Zuzüge,Deutsche,Anzahl,K03456,115
2011,"Leer",Zuzüge,Deutsche,Anzahl,K03457,156
2011,"Oldenburg",Zuzüge,Deutsche,Anzahl,K03458,103
2011,"Osnabrück",Zuzüge,Deutsche,Anzahl,K03459,285
2011,"Vechta",Zuzüge,Deutsche,Anzahl,K03460,110
2011,"Wesermarsch",Zuzüge,Deutsche,Anzahl,K03461,97
2011,"Wittmund",Zuzüge,Deutsche,Anzahl,K03462,57
2011,"Statistische Region Weser-Ems",Zuzüge,Deutsche,Anzahl,K034,2384
2011,"Niedersachsen",Zuzüge,Deutsche,Anzahl,,10169
2010,"Braunschweig, Stadt",Zuzüge,Deutsche,Anzahl,K03101,294
2010,"Salzgitter, Stadt",Zuzüge,Deutsche,Anzahl,K03102,77
2010,"Wolfsburg, Stadt",Zuzüge,Deutsche,Anzahl,K03103,142
2010,"Gifhorn",Zuzüge,Deutsche,Anzahl,K03151,159
2010,"Goslar",Zuzüge,Deutsche,Anzahl,K03153,134
2010,"Helmstedt",Zuzüge,Deutsche,Anzahl,K03154,79
2010,"Northeim",Zuzüge,Deutsche,Anzahl,K03155,102
2010,"Peine",Zuzüge,Deutsche,Anzahl,K03157,84
2010,"Wolfenbüttel",Zuzüge,Deutsche,Anzahl,K03158,95
2010,"Göttingen",Zuzüge,Deutsche,Anzahl,K03159,2411
2010,"Statistische Region Braunschweig",Zuzüge,Deutsche,Anzahl,K031,3577
2010,"Region Hannover",Zuzüge,Deutsche,Anzahl,K03241,1457
2010,"dav. Hannover, Lhst.",Zuzüge,Deutsche,Anzahl,K03241001,804
2010,"dav. Hannover, Umland",Zuzüge,Deutsche,Anzahl,K03241999,653
2010,"Diepholz",Zuzüge,Deutsche,Anzahl,K03251,168
2010,"Hameln-Pyrmont",Zuzüge,Deutsche,Anzahl,K03252,119
2010,"Hildesheim",Zuzüge,Deutsche,Anzahl,K03254,264
2010,"Holzminden",Zuzüge,Deutsche,Anzahl,K03255,59
2010,"Nienburg (Weser)",Zuzüge,Deutsche,Anzahl,K03256,100
2010,"Schaumburg",Zuzüge,Deutsche,Anzahl,K03257,140
2010,"Statistische Region Hannover",Zuzüge,Deutsche,Anzahl,K032,2307
2010,"Celle",Zuzüge,Deutsche,Anzahl,K03351,265
2010,"Cuxhaven",Zuzüge,Deutsche,Anzahl,K03352,144
2010,"Harburg",Zuzüge,Deutsche,Anzahl,K03353,347
2010,"Lüchow-Dannenberg",Zuzüge,Deutsche,Anzahl,K03354,50
2010,"Lüneburg",Zuzüge,Deutsche,Anzahl,K03355,256
2010,"Osterholz",Zuzüge,Deutsche,Anzahl,K03356,98
2010,"Rotenburg (Wümme)",Zuzüge,Deutsche,Anzahl,K03357,152
2010,"Heidekreis",Zuzüge,Deutsche,Anzahl,K03358,144
2010,"Stade",Zuzüge,Deutsche,Anzahl,K03359,227
2010,"Uelzen",Zuzüge,Deutsche,Anzahl,K03360,80
2010,"Verden",Zuzüge,Deutsche,Anzahl,K03361,106
2010,"Statistische Region Lüneburg",Zuzüge,Deutsche,Anzahl,K033,1869
2010,"Delmenhorst, Stadt",Zuzüge,Deutsche,Anzahl,K03401,72
2010,"Emden, Stadt",Zuzüge,Deutsche,Anzahl,K03402,42
2010,"Oldenburg (Oldb), Stadt",Zuzüge,Deutsche,Anzahl,K03403,217
2010,"Osnabrück, Stadt",Zuzüge,Deutsche,Anzahl,K03404,200
2010,"Wilhelmshaven, Stadt",Zuzüge,Deutsche,Anzahl,K03405,85
2010,"Ammerland",Zuzüge,Deutsche,Anzahl,K03451,112
2010,"Aurich",Zuzüge,Deutsche,Anzahl,K03452,108
2010,"Cloppenburg",Zuzüge,Deutsche,Anzahl,K03453,146
2010,"Emsland",Zuzüge,Deutsche,Anzahl,K03454,212
2010,"Friesland",Zuzüge,Deutsche,Anzahl,K03455,89
2010,"Grafschaft Bentheim",Zuzüge,Deutsche,Anzahl,K03456,130
2010,"Leer",Zuzüge,Deutsche,Anzahl,K03457,152
2010,"Oldenburg",Zuzüge,Deutsche,Anzahl,K03458,105
2010,"Osnabrück",Zuzüge,Deutsche,Anzahl,K03459,217
2010,"Vechta",Zuzüge,Deutsche,Anzahl,K03460,127
2010,"Wesermarsch",Zuzüge,Deutsche,Anzahl,K03461,74
2010,"Wittmund",Zuzüge,Deutsche,Anzahl,K03462,74
2010,"Statistische Region Weser-Ems",Zuzüge,Deutsche,Anzahl,K034,2162
2010,"Niedersachsen",Zuzüge,Deutsche,Anzahl,,9915
2022,"Braunschweig, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03101,8456
2022,"Salzgitter, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03102,2776
2022,"Wolfsburg, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03103,3488
2022,"Gifhorn",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03151,3350
2022,"Goslar",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03153,4314
2022,"Helmstedt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03154,2087
2022,"Northeim",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03155,3079
2022,"Peine",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03157,3152
2022,"Wolfenbüttel",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03158,1926
2022,"Göttingen",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03159,13123
2022,"Statistische Region Braunschweig",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K031,45751
2022,"Region Hannover",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03241,28513
2022,"dav. Hannover, Lhst.",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,15449
2022,"dav. Hannover, Umland",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,13064
2022,"Diepholz",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03251,5801
2022,"Hameln-Pyrmont",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03252,3624
2022,"Hildesheim",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03254,6090
2022,"Holzminden",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03255,2124
2022,"Nienburg (Weser)",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03256,2760
2022,"Schaumburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03257,3180
2022,"Statistische Region Hannover",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K032,52092
2022,"Celle",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03351,4111
2022,"Cuxhaven",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03352,3604
2022,"Harburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03353,5926
2022,"Lüchow-Dannenberg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03354,1056
2022,"Lüneburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03355,3713
2022,"Osterholz",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03356,1902
2022,"Rotenburg (Wümme)",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03357,3235
2022,"Heidekreis",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03358,19555
2022,"Stade",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03359,5158
2022,"Uelzen",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03360,2093
2022,"Verden",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03361,3266
2022,"Statistische Region Lüneburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K033,53619
2022,"Delmenhorst, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03401,2233
2022,"Emden, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03402,1512
2022,"Oldenburg (Oldb), Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03403,4965
2022,"Osnabrück, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03404,5724
2022,"Wilhelmshaven, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03405,1967
2022,"Ammerland",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03451,2958
2022,"Aurich",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03452,3397
2022,"Cloppenburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03453,11946
2022,"Emsland",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03454,12396
2022,"Friesland",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03455,1840
2022,"Grafschaft Bentheim",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03456,3667
2022,"Leer",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03457,3528
2022,"Oldenburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03458,4126
2022,"Osnabrück",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03459,18400
2022,"Vechta",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03460,5640
2022,"Wesermarsch",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03461,2231
2022,"Wittmund",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03462,1234
2022,"Statistische Region Weser-Ems",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K034,87764
2022,"Niedersachsen",Zuzüge,Ausländerinnen und Ausländer,Anzahl,,239226
2021,"Braunschweig, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03101,2599
2021,"Salzgitter, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03102,1599
2021,"Wolfsburg, Stadt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03103,1461
2021,"Gifhorn",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03151,1014
2021,"Goslar",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03153,2110
2021,"Helmstedt",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03154,554
2021,"Northeim",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03155,761
2021,"Peine",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03157,1200
2021,"Wolfenbüttel",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03158,505
2021,"Göttingen",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03159,6877
2021,"Statistische Region Braunschweig",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K031,18680
2021,"Region Hannover",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03241,11889
2021,"dav. Hannover, Lhst.",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,7072
2021,"dav. Hannover, Umland",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,4817
2021,"Diepholz",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03251,2788
2021,"Hameln-Pyrmont",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03252,1195
2021,"Hildesheim",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03254,1934
2021,"Holzminden",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03255,453
2021,"Nienburg (Weser)",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03256,1308
2021,"Schaumburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03257,1037
2021,"Statistische Region Hannover",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K032,20604
2021,"Celle",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03351,1556
2021,"Cuxhaven",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03352,1113
2021,"Harburg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03353,2498
2021,"Lüchow-Dannenberg",Zuzüge,Ausländerinnen und Ausländer,Anzahl,K03354,304
