Year,Nationalität,Gebietseinheit,GeoCode,Value
2013,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,117
2013,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,43
2013,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,73
2013,Ausländerinnen und Ausländer,"Gifhorn",K03151,31
2013,Ausländerinnen und Ausländer,"Goslar",K03153,59
2013,Ausländerinnen und Ausländer,"Helmstedt",K03154,19
2013,Ausländerinnen und Ausländer,"Northeim",K03155,40
2013,Ausländerinnen und Ausländer,"Peine",K03157,28
2013,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,21
2013,Ausländerinnen und Ausländer,"Göttingen",K03159,158
2013,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,589
2013,Ausländerinnen und Ausländer,"Region Hannover",K03241,531
2013,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,351
2013,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,180
2013,Ausländerinnen und Ausländer,"Diepholz",K03251,75
2013,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,73
2013,Ausländerinnen und Ausländer,"Hildesheim",K03254,120
2013,Ausländerinnen und Ausländer,"Holzminden",K03255,9
2013,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,35
2013,Ausländerinnen und Ausländer,"Schaumburg",K03257,49
2013,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,892
2013,Ausländerinnen und Ausländer,"Celle",K03351,67
2013,Ausländerinnen und Ausländer,"Cuxhaven",K03352,48
2013,Ausländerinnen und Ausländer,"Harburg",K03353,67
2013,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,15
2013,Ausländerinnen und Ausländer,"Lüneburg",K03355,39
2013,Ausländerinnen und Ausländer,"Osterholz",K03356,30
2013,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,41
2013,Ausländerinnen und Ausländer,"Heidekreis",K03358,49
2013,Ausländerinnen und Ausländer,"Stade",K03359,53
2013,Ausländerinnen und Ausländer,"Uelzen",K03360,19
2013,Ausländerinnen und Ausländer,"Verden",K03361,35
2013,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,463
2013,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,23
2013,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,26
2013,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,105
2013,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,102
2013,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,18
2013,Ausländerinnen und Ausländer,"Ammerland",K03451,25
2013,Ausländerinnen und Ausländer,"Aurich",K03452,43
2013,Ausländerinnen und Ausländer,"Cloppenburg",K03453,116
2013,Ausländerinnen und Ausländer,"Emsland",K03454,147
2013,Ausländerinnen und Ausländer,"Friesland",K03455,22
2013,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,79
2013,Ausländerinnen und Ausländer,"Leer",K03457,46
2013,Ausländerinnen und Ausländer,"Oldenburg",K03458,64
2013,Ausländerinnen und Ausländer,"Osnabrück",K03459,107
2013,Ausländerinnen und Ausländer,"Vechta",K03460,113
2013,Ausländerinnen und Ausländer,"Wesermarsch",K03461,27
2013,Ausländerinnen und Ausländer,"Wittmund",K03462,9
2013,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,1072
2013,Ausländerinnen und Ausländer,"Niedersachsen",,3016
2014,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,138
2014,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,71
2014,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,99
2014,Ausländerinnen und Ausländer,"Gifhorn",K03151,62
2014,Ausländerinnen und Ausländer,"Goslar",K03153,54
2014,Ausländerinnen und Ausländer,"Helmstedt",K03154,15
2014,Ausländerinnen und Ausländer,"Northeim",K03155,55
2014,Ausländerinnen und Ausländer,"Peine",K03157,43
2014,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,37
2014,Ausländerinnen und Ausländer,"Göttingen",K03159,185
2014,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,759
2014,Ausländerinnen und Ausländer,"Region Hannover",K03241,770
2014,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,493
2014,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,277
2014,Ausländerinnen und Ausländer,"Diepholz",K03251,102
2014,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,101
2014,Ausländerinnen und Ausländer,"Hildesheim",K03254,124
2014,Ausländerinnen und Ausländer,"Holzminden",K03255,20
2014,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,27
2014,Ausländerinnen und Ausländer,"Schaumburg",K03257,85
2014,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,1229
2014,Ausländerinnen und Ausländer,"Celle",K03351,97
2014,Ausländerinnen und Ausländer,"Cuxhaven",K03352,83
2014,Ausländerinnen und Ausländer,"Harburg",K03353,84
2014,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,22
2014,Ausländerinnen und Ausländer,"Lüneburg",K03355,52
2014,Ausländerinnen und Ausländer,"Osterholz",K03356,42
2014,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,58
2014,Ausländerinnen und Ausländer,"Heidekreis",K03358,67
2014,Ausländerinnen und Ausländer,"Stade",K03359,90
2014,Ausländerinnen und Ausländer,"Uelzen",K03360,44
2014,Ausländerinnen und Ausländer,"Verden",K03361,38
2014,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,677
2014,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,50
2014,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,29
2014,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,136
2014,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,137
2014,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,35
2014,Ausländerinnen und Ausländer,"Ammerland",K03451,37
2014,Ausländerinnen und Ausländer,"Aurich",K03452,62
2014,Ausländerinnen und Ausländer,"Cloppenburg",K03453,159
2014,Ausländerinnen und Ausländer,"Emsland",K03454,236
2014,Ausländerinnen und Ausländer,"Friesland",K03455,29
2014,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,108
2014,Ausländerinnen und Ausländer,"Leer",K03457,78
2014,Ausländerinnen und Ausländer,"Oldenburg",K03458,80
2014,Ausländerinnen und Ausländer,"Osnabrück",K03459,185
2014,Ausländerinnen und Ausländer,"Vechta",K03460,171
2014,Ausländerinnen und Ausländer,"Wesermarsch",K03461,33
2014,Ausländerinnen und Ausländer,"Wittmund",K03462,18
2014,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,1583
2014,Ausländerinnen und Ausländer,"Niedersachsen",,4248
2015,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,167
2015,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,90
2015,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,143
2015,Ausländerinnen und Ausländer,"Gifhorn",K03151,86
2015,Ausländerinnen und Ausländer,"Goslar",K03153,105
2015,Ausländerinnen und Ausländer,"Helmstedt",K03154,33
2015,Ausländerinnen und Ausländer,"Northeim",K03155,79
2015,Ausländerinnen und Ausländer,"Peine",K03157,70
2015,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,38
2015,Ausländerinnen und Ausländer,"Göttingen",K03159,202
2015,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1013
2015,Ausländerinnen und Ausländer,"Region Hannover",K03241,933
2015,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,569
2015,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,364
2015,Ausländerinnen und Ausländer,"Diepholz",K03251,127
2015,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,109
2015,Ausländerinnen und Ausländer,"Hildesheim",K03254,163
2015,Ausländerinnen und Ausländer,"Holzminden",K03255,38
2015,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,58
2015,Ausländerinnen und Ausländer,"Schaumburg",K03257,83
2015,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,1511
2015,Ausländerinnen und Ausländer,"Celle",K03351,87
2015,Ausländerinnen und Ausländer,"Cuxhaven",K03352,84
2015,Ausländerinnen und Ausländer,"Harburg",K03353,90
2015,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,35
2015,Ausländerinnen und Ausländer,"Lüneburg",K03355,62
2015,Ausländerinnen und Ausländer,"Osterholz",K03356,60
2015,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,62
2015,Ausländerinnen und Ausländer,"Heidekreis",K03358,95
2015,Ausländerinnen und Ausländer,"Stade",K03359,127
2015,Ausländerinnen und Ausländer,"Uelzen",K03360,53
2015,Ausländerinnen und Ausländer,"Verden",K03361,58
2015,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,813
2015,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,83
2015,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,40
2015,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,140
2015,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,151
2015,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,84
2015,Ausländerinnen und Ausländer,"Ammerland",K03451,63
2015,Ausländerinnen und Ausländer,"Aurich",K03452,97
2015,Ausländerinnen und Ausländer,"Cloppenburg",K03453,180
2015,Ausländerinnen und Ausländer,"Emsland",K03454,291
2015,Ausländerinnen und Ausländer,"Friesland",K03455,62
2015,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,132
2015,Ausländerinnen und Ausländer,"Leer",K03457,93
2015,Ausländerinnen und Ausländer,"Oldenburg",K03458,83
2015,Ausländerinnen und Ausländer,"Osnabrück",K03459,199
2015,Ausländerinnen und Ausländer,"Vechta",K03460,212
2015,Ausländerinnen und Ausländer,"Wesermarsch",K03461,50
2015,Ausländerinnen und Ausländer,"Wittmund",K03462,25
2015,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,1985
2015,Ausländerinnen und Ausländer,"Niedersachsen",,5322
2016,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,222
2016,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,210
2016,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,208
2016,Ausländerinnen und Ausländer,"Gifhorn",K03151,106
2016,Ausländerinnen und Ausländer,"Goslar",K03153,164
2016,Ausländerinnen und Ausländer,"Helmstedt",K03154,75
2016,Ausländerinnen und Ausländer,"Northeim",K03155,141
2016,Ausländerinnen und Ausländer,"Peine",K03157,121
2016,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,125
2016,Ausländerinnen und Ausländer,"Göttingen",K03159,337
2016,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1709
2016,Ausländerinnen und Ausländer,"Region Hannover",K03241,1603
2016,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,831
2016,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,772
2016,Ausländerinnen und Ausländer,"Diepholz",K03251,232
2016,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,197
2016,Ausländerinnen und Ausländer,"Hildesheim",K03254,284
2016,Ausländerinnen und Ausländer,"Holzminden",K03255,71
2016,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,154
2016,Ausländerinnen und Ausländer,"Schaumburg",K03257,166
2016,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2707
2016,Ausländerinnen und Ausländer,"Celle",K03351,182
2016,Ausländerinnen und Ausländer,"Cuxhaven",K03352,168
2016,Ausländerinnen und Ausländer,"Harburg",K03353,128
2016,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,52
2016,Ausländerinnen und Ausländer,"Lüneburg",K03355,168
2016,Ausländerinnen und Ausländer,"Osterholz",K03356,106
2016,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,125
2016,Ausländerinnen und Ausländer,"Heidekreis",K03358,160
2016,Ausländerinnen und Ausländer,"Stade",K03359,243
2016,Ausländerinnen und Ausländer,"Uelzen",K03360,71
2016,Ausländerinnen und Ausländer,"Verden",K03361,132
2016,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1535
2016,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,180
2016,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,80
2016,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,211
2016,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,220
2016,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,106
2016,Ausländerinnen und Ausländer,"Ammerland",K03451,119
2016,Ausländerinnen und Ausländer,"Aurich",K03452,162
2016,Ausländerinnen und Ausländer,"Cloppenburg",K03453,260
2016,Ausländerinnen und Ausländer,"Emsland",K03454,419
2016,Ausländerinnen und Ausländer,"Friesland",K03455,126
2016,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,185
2016,Ausländerinnen und Ausländer,"Leer",K03457,170
2016,Ausländerinnen und Ausländer,"Oldenburg",K03458,155
2016,Ausländerinnen und Ausländer,"Osnabrück",K03459,335
2016,Ausländerinnen und Ausländer,"Vechta",K03460,279
2016,Ausländerinnen und Ausländer,"Wesermarsch",K03461,94
2016,Ausländerinnen und Ausländer,"Wittmund",K03462,41
2016,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3142
2016,Ausländerinnen und Ausländer,"Niedersachsen",,9093
2017,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,185
2017,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,266
2017,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,158
2017,Ausländerinnen und Ausländer,"Gifhorn",K03151,115
2017,Ausländerinnen und Ausländer,"Goslar",K03153,149
2017,Ausländerinnen und Ausländer,"Helmstedt",K03154,86
2017,Ausländerinnen und Ausländer,"Northeim",K03155,129
2017,Ausländerinnen und Ausländer,"Peine",K03157,112
2017,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,78
2017,Ausländerinnen und Ausländer,"Göttingen",K03159,310
2017,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1588
2017,Ausländerinnen und Ausländer,"Region Hannover",K03241,1490
2017,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,779
2017,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,711
2017,Ausländerinnen und Ausländer,"Diepholz",K03251,240
2017,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,174
2017,Ausländerinnen und Ausländer,"Hildesheim",K03254,226
2017,Ausländerinnen und Ausländer,"Holzminden",K03255,61
2017,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,116
2017,Ausländerinnen und Ausländer,"Schaumburg",K03257,155
2017,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2462
2017,Ausländerinnen und Ausländer,"Celle",K03351,168
2017,Ausländerinnen und Ausländer,"Cuxhaven",K03352,165
2017,Ausländerinnen und Ausländer,"Harburg",K03353,157
2017,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,30
2017,Ausländerinnen und Ausländer,"Lüneburg",K03355,126
2017,Ausländerinnen und Ausländer,"Osterholz",K03356,72
2017,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,122
2017,Ausländerinnen und Ausländer,"Heidekreis",K03358,124
2017,Ausländerinnen und Ausländer,"Stade",K03359,222
2017,Ausländerinnen und Ausländer,"Uelzen",K03360,52
2017,Ausländerinnen und Ausländer,"Verden",K03361,110
2017,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1348
2017,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,202
2017,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,68
2017,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,221
2017,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,241
2017,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,137
2017,Ausländerinnen und Ausländer,"Ammerland",K03451,94
2017,Ausländerinnen und Ausländer,"Aurich",K03452,153
2017,Ausländerinnen und Ausländer,"Cloppenburg",K03453,242
2017,Ausländerinnen und Ausländer,"Emsland",K03454,420
2017,Ausländerinnen und Ausländer,"Friesland",K03455,85
2017,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,156
2017,Ausländerinnen und Ausländer,"Leer",K03457,160
2017,Ausländerinnen und Ausländer,"Oldenburg",K03458,132
2017,Ausländerinnen und Ausländer,"Osnabrück",K03459,341
2017,Ausländerinnen und Ausländer,"Vechta",K03460,239
2017,Ausländerinnen und Ausländer,"Wesermarsch",K03461,79
2017,Ausländerinnen und Ausländer,"Wittmund",K03462,36
2017,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3006
2017,Ausländerinnen und Ausländer,"Niedersachsen",,8404
2018,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,232
2018,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,336
2018,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,184
2018,Ausländerinnen und Ausländer,"Gifhorn",K03151,129
2018,Ausländerinnen und Ausländer,"Goslar",K03153,159
2018,Ausländerinnen und Ausländer,"Helmstedt",K03154,53
2018,Ausländerinnen und Ausländer,"Northeim",K03155,109
2018,Ausländerinnen und Ausländer,"Peine",K03157,109
2018,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,91
2018,Ausländerinnen und Ausländer,"Göttingen",K03159,346
2018,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1748
2018,Ausländerinnen und Ausländer,"Region Hannover",K03241,1596
2018,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,870
2018,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,726
2018,Ausländerinnen und Ausländer,"Diepholz",K03251,233
2018,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,200
2018,Ausländerinnen und Ausländer,"Hildesheim",K03254,270
2018,Ausländerinnen und Ausländer,"Holzminden",K03255,52
2018,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,109
2018,Ausländerinnen und Ausländer,"Schaumburg",K03257,195
2018,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2655
2018,Ausländerinnen und Ausländer,"Celle",K03351,176
2018,Ausländerinnen und Ausländer,"Cuxhaven",K03352,143
2018,Ausländerinnen und Ausländer,"Harburg",K03353,149
2018,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,41
2018,Ausländerinnen und Ausländer,"Lüneburg",K03355,111
2018,Ausländerinnen und Ausländer,"Osterholz",K03356,62
2018,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,100
2018,Ausländerinnen und Ausländer,"Heidekreis",K03358,160
2018,Ausländerinnen und Ausländer,"Stade",K03359,251
2018,Ausländerinnen und Ausländer,"Uelzen",K03360,67
2018,Ausländerinnen und Ausländer,"Verden",K03361,127
2018,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1387
2018,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,184
2018,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,79
2018,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,223
2018,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,234
2018,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,133
2018,Ausländerinnen und Ausländer,"Ammerland",K03451,104
2018,Ausländerinnen und Ausländer,"Aurich",K03452,138
2018,Ausländerinnen und Ausländer,"Cloppenburg",K03453,299
2018,Ausländerinnen und Ausländer,"Emsland",K03454,421
2018,Ausländerinnen und Ausländer,"Friesland",K03455,63
2018,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,160
2018,Ausländerinnen und Ausländer,"Leer",K03457,183
2018,Ausländerinnen und Ausländer,"Oldenburg",K03458,136
2018,Ausländerinnen und Ausländer,"Osnabrück",K03459,350
2018,Ausländerinnen und Ausländer,"Vechta",K03460,235
2018,Ausländerinnen und Ausländer,"Wesermarsch",K03461,84
2018,Ausländerinnen und Ausländer,"Wittmund",K03462,23
2018,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3049
2018,Ausländerinnen und Ausländer,"Niedersachsen",,8839
2019,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,239
2019,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,292
2019,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,187
2019,Ausländerinnen und Ausländer,"Gifhorn",K03151,128
2019,Ausländerinnen und Ausländer,"Goslar",K03153,133
2019,Ausländerinnen und Ausländer,"Helmstedt",K03154,75
2019,Ausländerinnen und Ausländer,"Northeim",K03155,111
2019,Ausländerinnen und Ausländer,"Peine",K03157,128
2019,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,79
2019,Ausländerinnen und Ausländer,"Göttingen",K03159,287
2019,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1659
2019,Ausländerinnen und Ausländer,"Region Hannover",K03241,1360
2019,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,798
2019,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,562
2019,Ausländerinnen und Ausländer,"Diepholz",K03251,218
2019,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,198
2019,Ausländerinnen und Ausländer,"Hildesheim",K03254,262
2019,Ausländerinnen und Ausländer,"Holzminden",K03255,50
2019,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,142
2019,Ausländerinnen und Ausländer,"Schaumburg",K03257,139
2019,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2369
2019,Ausländerinnen und Ausländer,"Celle",K03351,160
2019,Ausländerinnen und Ausländer,"Cuxhaven",K03352,131
2019,Ausländerinnen und Ausländer,"Harburg",K03353,185
2019,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,30
2019,Ausländerinnen und Ausländer,"Lüneburg",K03355,146
2019,Ausländerinnen und Ausländer,"Osterholz",K03356,82
2019,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,105
2019,Ausländerinnen und Ausländer,"Heidekreis",K03358,185
2019,Ausländerinnen und Ausländer,"Stade",K03359,218
2019,Ausländerinnen und Ausländer,"Uelzen",K03360,57
2019,Ausländerinnen und Ausländer,"Verden",K03361,113
2019,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1412
2019,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,186
2019,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,77
2019,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,214
2019,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,253
2019,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,136
2019,Ausländerinnen und Ausländer,"Ammerland",K03451,95
2019,Ausländerinnen und Ausländer,"Aurich",K03452,132
2019,Ausländerinnen und Ausländer,"Cloppenburg",K03453,299
2019,Ausländerinnen und Ausländer,"Emsland",K03454,434
2019,Ausländerinnen und Ausländer,"Friesland",K03455,50
2019,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,148
2019,Ausländerinnen und Ausländer,"Leer",K03457,196
2019,Ausländerinnen und Ausländer,"Oldenburg",K03458,138
2019,Ausländerinnen und Ausländer,"Osnabrück",K03459,385
2019,Ausländerinnen und Ausländer,"Vechta",K03460,263
2019,Ausländerinnen und Ausländer,"Wesermarsch",K03461,72
2019,Ausländerinnen und Ausländer,"Wittmund",K03462,29
2019,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3107
2019,Ausländerinnen und Ausländer,"Niedersachsen",,8547
2020,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,239
2020,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,307
2020,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,176
2020,Ausländerinnen und Ausländer,"Gifhorn",K03151,136
2020,Ausländerinnen und Ausländer,"Goslar",K03153,116
2020,Ausländerinnen und Ausländer,"Helmstedt",K03154,70
2020,Ausländerinnen und Ausländer,"Northeim",K03155,103
2020,Ausländerinnen und Ausländer,"Peine",K03157,104
2020,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,95
2020,Ausländerinnen und Ausländer,"Göttingen",K03159,311
2020,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1657
2020,Ausländerinnen und Ausländer,"Region Hannover",K03241,1763
2020,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,1020
2020,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,743
2020,Ausländerinnen und Ausländer,"Diepholz",K03251,228
2020,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,202
2020,Ausländerinnen und Ausländer,"Hildesheim",K03254,269
2020,Ausländerinnen und Ausländer,"Holzminden",K03255,55
2020,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,119
2020,Ausländerinnen und Ausländer,"Schaumburg",K03257,129
2020,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2765
2020,Ausländerinnen und Ausländer,"Celle",K03351,170
2020,Ausländerinnen und Ausländer,"Cuxhaven",K03352,111
2020,Ausländerinnen und Ausländer,"Harburg",K03353,196
2020,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,35
2020,Ausländerinnen und Ausländer,"Lüneburg",K03355,137
2020,Ausländerinnen und Ausländer,"Osterholz",K03356,61
2020,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,117
2020,Ausländerinnen und Ausländer,"Heidekreis",K03358,180
2020,Ausländerinnen und Ausländer,"Stade",K03359,235
2020,Ausländerinnen und Ausländer,"Uelzen",K03360,66
2020,Ausländerinnen und Ausländer,"Verden",K03361,108
2020,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1416
2020,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,179
2020,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,75
2020,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,256
2020,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,242
2020,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,150
2020,Ausländerinnen und Ausländer,"Ammerland",K03451,81
2020,Ausländerinnen und Ausländer,"Aurich",K03452,122
2020,Ausländerinnen und Ausländer,"Cloppenburg",K03453,284
2020,Ausländerinnen und Ausländer,"Emsland",K03454,434
2020,Ausländerinnen und Ausländer,"Friesland",K03455,47
2020,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,175
2020,Ausländerinnen und Ausländer,"Leer",K03457,209
2020,Ausländerinnen und Ausländer,"Oldenburg",K03458,120
2020,Ausländerinnen und Ausländer,"Osnabrück",K03459,382
2020,Ausländerinnen und Ausländer,"Vechta",K03460,288
2020,Ausländerinnen und Ausländer,"Wesermarsch",K03461,83
2020,Ausländerinnen und Ausländer,"Wittmund",K03462,39
2020,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3166
2020,Ausländerinnen und Ausländer,"Niedersachsen",,9004
