Year,Gebietseinheit,Aufenthaltsdauer in Jahren,Geschlecht,GeoCode,Value
2021,"Goslar",6 - 8,Insgesamt,K03153,2315
2021,"Helmstedt",6 - 8,Insgesamt,K03154,1280
2021,"Northeim",6 - 8,Insgesamt,K03155,1780
2021,"Peine",6 - 8,Insgesamt,K03157,2235
2021,"Wolfenbüttel",6 - 8,Insgesamt,K03158,1635
2021,"Göttingen",6 - 8,Insgesamt,K03159,5245
2021,"Statistische Region Braunschweig",6 - 8,Insgesamt,K031,28885
2021,"Region Hannover",6 - 8,Insgesamt,K03241,32620
2021,"dav. Hannover, Lhst.",6 - 8,Insgesamt,K03241001,18200
2021,"dav. Hannover, Umland",6 - 8,Insgesamt,K03241999,14420
2021,"Diepholz",6 - 8,Insgesamt,K03251,3655
2021,"Hameln-Pyrmont",6 - 8,Insgesamt,K03252,3600
2021,"Hildesheim",6 - 8,Insgesamt,K03254,4795
2021,"Holzminden",6 - 8,Insgesamt,K03255,795
2021,"Nienburg (Weser)",6 - 8,Insgesamt,K03256,2520
2021,"Schaumburg",6 - 8,Insgesamt,K03257,2580
2021,"Statistische Region Hannover",6 - 8,Insgesamt,K032,50560
2021,"Celle",6 - 8,Insgesamt,K03351,3135
2021,"Cuxhaven",6 - 8,Insgesamt,K03352,2435
2021,"Harburg",6 - 8,Insgesamt,K03353,3885
2021,"Lüchow-Dannenberg",6 - 8,Insgesamt,K03354,645
2021,"Lüneburg",6 - 8,Insgesamt,K03355,3060
2021,"Osterholz",6 - 8,Insgesamt,K03356,1470
2021,"Rotenburg (Wümme)",6 - 8,Insgesamt,K03357,2290
2021,"Heidekreis",6 - 8,Insgesamt,K03358,2325
2021,"Stade",6 - 8,Insgesamt,K03359,4195
2021,"Uelzen",6 - 8,Insgesamt,K03360,1345
2021,"Verden",6 - 8,Insgesamt,K03361,2300
2021,"Statistische Region Lüneburg",6 - 8,Insgesamt,K033,27090
2021,"Delmenhorst, Stadt",6 - 8,Insgesamt,K03401,2980
2021,"Emden, Stadt",6 - 8,Insgesamt,K03402,1370
2021,"Oldenburg (Oldb), Stadt",6 - 8,Insgesamt,K03403,4210
2021,"Osnabrück, Stadt",6 - 8,Insgesamt,K03404,4580
2021,"Wilhelmshaven, Stadt",6 - 8,Insgesamt,K03405,2405
2021,"Ammerland",6 - 8,Insgesamt,K03451,1875
2021,"Aurich",6 - 8,Insgesamt,K03452,2340
2021,"Cloppenburg",6 - 8,Insgesamt,K03453,3870
2021,"Emsland",6 - 8,Insgesamt,K03454,6805
2021,"Friesland",6 - 8,Insgesamt,K03455,1155
2021,"Grafschaft Bentheim",6 - 8,Insgesamt,K03456,2875
2021,"Leer",6 - 8,Insgesamt,K03457,2930
2021,"Oldenburg",6 - 8,Insgesamt,K03458,2385
2021,"Osnabrück",6 - 8,Insgesamt,K03459,4620
2021,"Vechta",6 - 8,Insgesamt,K03460,4030
2021,"Wesermarsch",6 - 8,Insgesamt,K03461,1475
2021,"Wittmund",6 - 8,Insgesamt,K03462,555
2021,"Statistische Region Weser-Ems",6 - 8,Insgesamt,K034,50455
2021,"Niedersachsen",6 - 8,Insgesamt,,156990
2021,"Braunschweig, Stadt",8 - 10,Insgesamt,K03101,2130
2021,"Salzgitter, Stadt",8 - 10,Insgesamt,K03102,890
2021,"Wolfsburg, Stadt",8 - 10,Insgesamt,K03103,1360
2021,"Gifhorn",8 - 10,Insgesamt,K03151,755
2021,"Goslar",8 - 10,Insgesamt,K03153,655
2021,"Helmstedt",8 - 10,Insgesamt,K03154,475
2021,"Northeim",8 - 10,Insgesamt,K03155,535
2021,"Peine",8 - 10,Insgesamt,K03157,685
2021,"Wolfenbüttel",8 - 10,Insgesamt,K03158,475
2021,"Göttingen",8 - 10,Insgesamt,K03159,1985
2021,"Statistische Region Braunschweig",8 - 10,Insgesamt,K031,9945
2021,"Region Hannover",8 - 10,Insgesamt,K03241,13595
2021,"dav. Hannover, Lhst.",8 - 10,Insgesamt,K03241001,8750
2021,"dav. Hannover, Umland",8 - 10,Insgesamt,K03241999,4845
2021,"Diepholz",8 - 10,Insgesamt,K03251,1815
2021,"Hameln-Pyrmont",8 - 10,Insgesamt,K03252,930
2021,"Hildesheim",8 - 10,Insgesamt,K03254,1545
2021,"Holzminden",8 - 10,Insgesamt,K03255,170
2021,"Nienburg (Weser)",8 - 10,Insgesamt,K03256,640
2021,"Schaumburg",8 - 10,Insgesamt,K03257,695
2021,"Statistische Region Hannover",8 - 10,Insgesamt,K032,19385
2021,"Celle",8 - 10,Insgesamt,K03351,905
2021,"Cuxhaven",8 - 10,Insgesamt,K03352,820
2021,"Harburg",8 - 10,Insgesamt,K03353,1510
2021,"Lüchow-Dannenberg",8 - 10,Insgesamt,K03354,220
2021,"Lüneburg",8 - 10,Insgesamt,K03355,790
2021,"Osterholz",8 - 10,Insgesamt,K03356,450
2021,"Rotenburg (Wümme)",8 - 10,Insgesamt,K03357,745
2021,"Heidekreis",8 - 10,Insgesamt,K03358,930
2021,"Stade",8 - 10,Insgesamt,K03359,1365
2021,"Uelzen",8 - 10,Insgesamt,K03360,400
2021,"Verden",8 - 10,Insgesamt,K03361,655
2021,"Statistische Region Lüneburg",8 - 10,Insgesamt,K033,8795
2021,"Delmenhorst, Stadt",8 - 10,Insgesamt,K03401,860
2021,"Emden, Stadt",8 - 10,Insgesamt,K03402,545
2021,"Oldenburg (Oldb), Stadt",8 - 10,Insgesamt,K03403,1235
2021,"Osnabrück, Stadt",8 - 10,Insgesamt,K03404,1595
2021,"Wilhelmshaven, Stadt",8 - 10,Insgesamt,K03405,480
2021,"Ammerland",8 - 10,Insgesamt,K03451,630
2021,"Aurich",8 - 10,Insgesamt,K03452,830
2021,"Cloppenburg",8 - 10,Insgesamt,K03453,1775
2021,"Emsland",8 - 10,Insgesamt,K03454,3170
2021,"Friesland",8 - 10,Insgesamt,K03455,335
2021,"Grafschaft Bentheim",8 - 10,Insgesamt,K03456,1600
2021,"Leer",8 - 10,Insgesamt,K03457,1010
2021,"Oldenburg",8 - 10,Insgesamt,K03458,970
2021,"Osnabrück",8 - 10,Insgesamt,K03459,2380
2021,"Vechta",8 - 10,Insgesamt,K03460,1720
2021,"Wesermarsch",8 - 10,Insgesamt,K03461,395
2021,"Wittmund",8 - 10,Insgesamt,K03462,180
2021,"Statistische Region Weser-Ems",8 - 10,Insgesamt,K034,19705
2021,"Niedersachsen",8 - 10,Insgesamt,,57825
2021,"Braunschweig, Stadt",10 und mehr,Insgesamt,K03101,13500
2021,"Salzgitter, Stadt",10 und mehr,Insgesamt,K03102,7950
2021,"Wolfsburg, Stadt",10 und mehr,Insgesamt,K03103,8900
2021,"Gifhorn",10 und mehr,Insgesamt,K03151,5785
2021,"Goslar",10 und mehr,Insgesamt,K03153,4515
2021,"Helmstedt",10 und mehr,Insgesamt,K03154,2800
2021,"Northeim",10 und mehr,Insgesamt,K03155,3700
2021,"Peine",10 und mehr,Insgesamt,K03157,4955
2021,"Wolfenbüttel",10 und mehr,Insgesamt,K03158,3150
2021,"Göttingen",10 und mehr,Insgesamt,K03159,12220
2021,"Statistische Region Braunschweig",10 und mehr,Insgesamt,K031,67470
2021,"Region Hannover",10 und mehr,Insgesamt,K03241,87405
2021,"dav. Hannover, Lhst.",10 und mehr,Insgesamt,K03241001,54305
2021,"dav. Hannover, Umland",10 und mehr,Insgesamt,K03241999,33100
2021,"Diepholz",10 und mehr,Insgesamt,K03251,6735
2021,"Hameln-Pyrmont",10 und mehr,Insgesamt,K03252,7795
2021,"Hildesheim",10 und mehr,Insgesamt,K03254,10365
2021,"Holzminden",10 und mehr,Insgesamt,K03255,2210
2021,"Nienburg (Weser)",10 und mehr,Insgesamt,K03256,3730
2021,"Schaumburg",10 und mehr,Insgesamt,K03257,6360
2021,"Statistische Region Hannover",10 und mehr,Insgesamt,K032,124600
2021,"Celle",10 und mehr,Insgesamt,K03351,5285
2021,"Cuxhaven",10 und mehr,Insgesamt,K03352,5930
2021,"Harburg",10 und mehr,Insgesamt,K03353,9760
2021,"Lüchow-Dannenberg",10 und mehr,Insgesamt,K03354,920
2021,"Lüneburg",10 und mehr,Insgesamt,K03355,4415
2021,"Osterholz",10 und mehr,Insgesamt,K03356,3095
2021,"Rotenburg (Wümme)",10 und mehr,Insgesamt,K03357,4630
2021,"Heidekreis",10 und mehr,Insgesamt,K03358,4580
2021,"Stade",10 und mehr,Insgesamt,K03359,6525
2021,"Uelzen",10 und mehr,Insgesamt,K03360,1955
2021,"Verden",10 und mehr,Insgesamt,K03361,4930
2021,"Statistische Region Lüneburg",10 und mehr,Insgesamt,K033,52030
2021,"Delmenhorst, Stadt",10 und mehr,Insgesamt,K03401,4950
2021,"Emden, Stadt",10 und mehr,Insgesamt,K03402,1520
2021,"Oldenburg (Oldb), Stadt",10 und mehr,Insgesamt,K03403,5980
2021,"Osnabrück, Stadt",10 und mehr,Insgesamt,K03404,10065
2021,"Wilhelmshaven, Stadt",10 und mehr,Insgesamt,K03405,2290
2021,"Ammerland",10 und mehr,Insgesamt,K03451,2700
2021,"Aurich",10 und mehr,Insgesamt,K03452,3635
2021,"Cloppenburg",10 und mehr,Insgesamt,K03453,5925
2021,"Emsland",10 und mehr,Insgesamt,K03454,12550
2021,"Friesland",10 und mehr,Insgesamt,K03455,1800
2021,"Grafschaft Bentheim",10 und mehr,Insgesamt,K03456,11465
2021,"Leer",10 und mehr,Insgesamt,K03457,5100
2021,"Oldenburg",10 und mehr,Insgesamt,K03458,3510
2021,"Osnabrück",10 und mehr,Insgesamt,K03459,13555
2021,"Vechta",10 und mehr,Insgesamt,K03460,7060
2021,"Wesermarsch",10 und mehr,Insgesamt,K03461,3210
2021,"Wittmund",10 und mehr,Insgesamt,K03462,915
2021,"Statistische Region Weser-Ems",10 und mehr,Insgesamt,K034,96225
2021,"Niedersachsen",10 und mehr,Insgesamt,,340325
2021,"Braunschweig, Stadt",unter 1,männlich,K03101,920
2021,"Salzgitter, Stadt",unter 1,männlich,K03102,560
2021,"Wolfsburg, Stadt",unter 1,männlich,K03103,655
2021,"Gifhorn",unter 1,männlich,K03151,395
2021,"Goslar",unter 1,männlich,K03153,860
2021,"Helmstedt",unter 1,männlich,K03154,270
2021,"Northeim",unter 1,männlich,K03155,315
2021,"Peine",unter 1,männlich,K03157,595
2021,"Wolfenbüttel",unter 1,männlich,K03158,210
2021,"Göttingen",unter 1,männlich,K03159,1275
2021,"Statistische Region Braunschweig",unter 1,männlich,K031,6055
2021,"Region Hannover",unter 1,männlich,K03241,5585
2021,"dav. Hannover, Lhst.",unter 1,männlich,K03241001,1830
2021,"dav. Hannover, Umland",unter 1,männlich,K03241999,3755
2021,"Diepholz",unter 1,männlich,K03251,800
2021,"Hameln-Pyrmont",unter 1,männlich,K03252,490
2021,"Hildesheim",unter 1,männlich,K03254,895
2021,"Holzminden",unter 1,männlich,K03255,85
2021,"Nienburg (Weser)",unter 1,männlich,K03256,295
2021,"Schaumburg",unter 1,männlich,K03257,440
2021,"Statistische Region Hannover",unter 1,männlich,K032,8595
2021,"Celle",unter 1,männlich,K03351,550
2021,"Cuxhaven",unter 1,männlich,K03352,425
2021,"Harburg",unter 1,männlich,K03353,1275
2021,"Lüchow-Dannenberg",unter 1,männlich,K03354,140
2021,"Lüneburg",unter 1,männlich,K03355,495
2021,"Osterholz",unter 1,männlich,K03356,195
2021,"Rotenburg (Wümme)",unter 1,männlich,K03357,480
2021,"Heidekreis",unter 1,männlich,K03358,895
2021,"Stade",unter 1,männlich,K03359,680
2021,"Uelzen",unter 1,männlich,K03360,255
2021,"Verden",unter 1,männlich,K03361,450
2021,"Statistische Region Lüneburg",unter 1,männlich,K033,5835
2021,"Delmenhorst, Stadt",unter 1,männlich,K03401,395
2021,"Emden, Stadt",unter 1,männlich,K03402,215
2021,"Oldenburg (Oldb), Stadt",unter 1,männlich,K03403,680
2021,"Osnabrück, Stadt",unter 1,männlich,K03404,645
2021,"Wilhelmshaven, Stadt",unter 1,männlich,K03405,275
2021,"Ammerland",unter 1,männlich,K03451,200
2021,"Aurich",unter 1,männlich,K03452,515
2021,"Cloppenburg",unter 1,männlich,K03453,1165
2021,"Emsland",unter 1,männlich,K03454,2475
2021,"Friesland",unter 1,männlich,K03455,190
2021,"Grafschaft Bentheim",unter 1,männlich,K03456,845
2021,"Leer",unter 1,männlich,K03457,660
2021,"Oldenburg",unter 1,männlich,K03458,685
2021,"Osnabrück",unter 1,männlich,K03459,1535
2021,"Vechta",unter 1,männlich,K03460,890
2021,"Wesermarsch",unter 1,männlich,K03461,285
2021,"Wittmund",unter 1,männlich,K03462,160
2021,"Statistische Region Weser-Ems",unter 1,männlich,K034,11810
2021,"Niedersachsen",unter 1,männlich,,32295
2021,"Braunschweig, Stadt",1 - 4,männlich,K03101,2940
2021,"Salzgitter, Stadt",1 - 4,männlich,K03102,1920
2021,"Wolfsburg, Stadt",1 - 4,männlich,K03103,1960
2021,"Gifhorn",1 - 4,männlich,K03151,1395
2021,"Goslar",1 - 4,männlich,K03153,1555
2021,"Helmstedt",1 - 4,männlich,K03154,610
2021,"Northeim",1 - 4,männlich,K03155,910
2021,"Peine",1 - 4,männlich,K03157,1110
2021,"Wolfenbüttel",1 - 4,männlich,K03158,675
2021,"Göttingen",1 - 4,männlich,K03159,3290
2021,"Statistische Region Braunschweig",1 - 4,männlich,K031,16360
2021,"Region Hannover",1 - 4,männlich,K03241,15310
2021,"dav. Hannover, Lhst.",1 - 4,männlich,K03241001,9105
2021,"dav. Hannover, Umland",1 - 4,männlich,K03241999,6205
2021,"Diepholz",1 - 4,männlich,K03251,1985
2021,"Hameln-Pyrmont",1 - 4,männlich,K03252,1335
2021,"Hildesheim",1 - 4,männlich,K03254,2475
2021,"Holzminden",1 - 4,männlich,K03255,420
2021,"Nienburg (Weser)",1 - 4,männlich,K03256,1100
2021,"Schaumburg",1 - 4,männlich,K03257,1220
2021,"Statistische Region Hannover",1 - 4,männlich,K032,23845
2021,"Celle",1 - 4,männlich,K03351,1115
2021,"Cuxhaven",1 - 4,männlich,K03352,1085
2021,"Harburg",1 - 4,männlich,K03353,2890
2021,"Lüchow-Dannenberg",1 - 4,männlich,K03354,345
2021,"Lüneburg",1 - 4,männlich,K03355,1055
2021,"Osterholz",1 - 4,männlich,K03356,560
2021,"Rotenburg (Wümme)",1 - 4,männlich,K03357,1235
2021,"Heidekreis",1 - 4,männlich,K03358,1375
2021,"Stade",1 - 4,männlich,K03359,2110
2021,"Uelzen",1 - 4,männlich,K03360,660
2021,"Verden",1 - 4,männlich,K03361,995
2021,"Statistische Region Lüneburg",1 - 4,männlich,K033,13415
2021,"Delmenhorst, Stadt",1 - 4,männlich,K03401,1235
2021,"Emden, Stadt",1 - 4,männlich,K03402,685
2021,"Oldenburg (Oldb), Stadt",1 - 4,männlich,K03403,1820
2021,"Osnabrück, Stadt",1 - 4,männlich,K03404,2230
2021,"Wilhelmshaven, Stadt",1 - 4,männlich,K03405,910
2021,"Ammerland",1 - 4,männlich,K03451,890
2021,"Aurich",1 - 4,männlich,K03452,1185
2021,"Cloppenburg",1 - 4,männlich,K03453,2990
2021,"Emsland",1 - 4,männlich,K03454,5530
2021,"Friesland",1 - 4,männlich,K03455,410
2021,"Grafschaft Bentheim",1 - 4,männlich,K03456,2190
2021,"Leer",1 - 4,männlich,K03457,1865
2021,"Oldenburg",1 - 4,männlich,K03458,1660
2021,"Osnabrück",1 - 4,männlich,K03459,3765
2021,"Vechta",1 - 4,männlich,K03460,2170
2021,"Wesermarsch",1 - 4,männlich,K03461,740
2021,"Wittmund",1 - 4,männlich,K03462,385
2021,"Statistische Region Weser-Ems",1 - 4,männlich,K034,30660
2021,"Niedersachsen",1 - 4,männlich,,84280
2021,"Braunschweig, Stadt",4 - 6,männlich,K03101,2095
2021,"Salzgitter, Stadt",4 - 6,männlich,K03102,1775
2021,"Wolfsburg, Stadt",4 - 6,männlich,K03103,1250
2021,"Gifhorn",4 - 6,männlich,K03151,1160
2021,"Goslar",4 - 6,männlich,K03153,1295
2021,"Helmstedt",4 - 6,männlich,K03154,470
2021,"Northeim",4 - 6,männlich,K03155,650
2021,"Peine",4 - 6,männlich,K03157,890
2021,"Wolfenbüttel",4 - 6,männlich,K03158,625
2021,"Göttingen",4 - 6,männlich,K03159,2295
2021,"Statistische Region Braunschweig",4 - 6,männlich,K031,12510
2021,"Region Hannover",4 - 6,männlich,K03241,12845
2021,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,7470
2021,"dav. Hannover, Umland",4 - 6,männlich,K03241999,5375
2021,"Diepholz",4 - 6,männlich,K03251,1685
2021,"Hameln-Pyrmont",4 - 6,männlich,K03252,1215
2021,"Hildesheim",4 - 6,männlich,K03254,1870
2021,"Holzminden",4 - 6,männlich,K03255,310
2021,"Nienburg (Weser)",4 - 6,männlich,K03256,875
2021,"Schaumburg",4 - 6,männlich,K03257,1225
2021,"Statistische Region Hannover",4 - 6,männlich,K032,20030
2021,"Celle",4 - 6,männlich,K03351,1180
2021,"Cuxhaven",4 - 6,männlich,K03352,905
2021,"Harburg",4 - 6,männlich,K03353,1820
2021,"Lüchow-Dannenberg",4 - 6,männlich,K03354,170
2021,"Lüneburg",4 - 6,männlich,K03355,1090
2021,"Osterholz",4 - 6,männlich,K03356,415
2021,"Rotenburg (Wümme)",4 - 6,männlich,K03357,895
2021,"Heidekreis",4 - 6,männlich,K03358,1005
2021,"Stade",4 - 6,männlich,K03359,1760
2021,"Uelzen",4 - 6,männlich,K03360,440
2021,"Verden",4 - 6,männlich,K03361,830
2021,"Statistische Region Lüneburg",4 - 6,männlich,K033,10515
2021,"Delmenhorst, Stadt",4 - 6,männlich,K03401,1180
2021,"Emden, Stadt",4 - 6,männlich,K03402,620
2021,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,1645
2021,"Osnabrück, Stadt",4 - 6,männlich,K03404,2290
2021,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,940
2021,"Ammerland",4 - 6,männlich,K03451,695
2021,"Aurich",4 - 6,männlich,K03452,1035
2021,"Cloppenburg",4 - 6,männlich,K03453,2170
2021,"Emsland",4 - 6,männlich,K03454,3810
2021,"Friesland",4 - 6,männlich,K03455,355
2021,"Grafschaft Bentheim",4 - 6,männlich,K03456,1405
2021,"Leer",4 - 6,männlich,K03457,1290
2021,"Oldenburg",4 - 6,männlich,K03458,1150
2021,"Osnabrück",4 - 6,männlich,K03459,2870
2021,"Vechta",4 - 6,männlich,K03460,1805
2021,"Wesermarsch",4 - 6,männlich,K03461,590
2021,"Wittmund",4 - 6,männlich,K03462,185
2021,"Statistische Region Weser-Ems",4 - 6,männlich,K034,24035
2021,"Niedersachsen",4 - 6,männlich,,67090
2021,"Braunschweig, Stadt",6 - 8,männlich,K03101,2840
2021,"Salzgitter, Stadt",6 - 8,männlich,K03102,2845
2021,"Wolfsburg, Stadt",6 - 8,männlich,K03103,2070
2021,"Gifhorn",6 - 8,männlich,K03151,1005
2021,"Goslar",6 - 8,männlich,K03153,1385
2021,"Helmstedt",6 - 8,männlich,K03154,775
2021,"Northeim",6 - 8,männlich,K03155,1035
2021,"Peine",6 - 8,männlich,K03157,1315
2021,"Wolfenbüttel",6 - 8,männlich,K03158,955
2021,"Göttingen",6 - 8,männlich,K03159,3130
2021,"Statistische Region Braunschweig",6 - 8,männlich,K031,17355
2021,"Region Hannover",6 - 8,männlich,K03241,19735
2021,"dav. Hannover, Lhst.",6 - 8,männlich,K03241001,11270
2021,"dav. Hannover, Umland",6 - 8,männlich,K03241999,8465
2021,"Diepholz",6 - 8,männlich,K03251,2060
2021,"Hameln-Pyrmont",6 - 8,männlich,K03252,2105
2021,"Hildesheim",6 - 8,männlich,K03254,2950
2021,"Holzminden",6 - 8,männlich,K03255,520
2021,"Nienburg (Weser)",6 - 8,männlich,K03256,1445
2021,"Schaumburg",6 - 8,männlich,K03257,1500
2021,"Statistische Region Hannover",6 - 8,männlich,K032,30315
2021,"Celle",6 - 8,männlich,K03351,1845
2021,"Cuxhaven",6 - 8,männlich,K03352,1480
2021,"Harburg",6 - 8,männlich,K03353,2690
2021,"Lüchow-Dannenberg",6 - 8,männlich,K03354,355
2021,"Lüneburg",6 - 8,männlich,K03355,1985
2021,"Osterholz",6 - 8,männlich,K03356,825
2021,"Rotenburg (Wümme)",6 - 8,männlich,K03357,1450
2021,"Heidekreis",6 - 8,männlich,K03358,1325
2021,"Stade",6 - 8,männlich,K03359,2615
2021,"Uelzen",6 - 8,männlich,K03360,820
2021,"Verden",6 - 8,männlich,K03361,1470
2021,"Statistische Region Lüneburg",6 - 8,männlich,K033,16855
2021,"Delmenhorst, Stadt",6 - 8,männlich,K03401,1765
2021,"Emden, Stadt",6 - 8,männlich,K03402,875
2021,"Oldenburg (Oldb), Stadt",6 - 8,männlich,K03403,2525
2021,"Osnabrück, Stadt",6 - 8,männlich,K03404,2815
2021,"Wilhelmshaven, Stadt",6 - 8,männlich,K03405,1530
2021,"Ammerland",6 - 8,männlich,K03451,1090
2021,"Aurich",6 - 8,männlich,K03452,1425
2021,"Cloppenburg",6 - 8,männlich,K03453,2285
2021,"Emsland",6 - 8,männlich,K03454,4200
2021,"Friesland",6 - 8,männlich,K03455,660
2021,"Grafschaft Bentheim",6 - 8,männlich,K03456,1735
2021,"Leer",6 - 8,männlich,K03457,1770
2021,"Oldenburg",6 - 8,männlich,K03458,1375
2021,"Osnabrück",6 - 8,männlich,K03459,2600
2021,"Vechta",6 - 8,männlich,K03460,2340
2021,"Wesermarsch",6 - 8,männlich,K03461,850
2021,"Wittmund",6 - 8,männlich,K03462,315
2021,"Statistische Region Weser-Ems",6 - 8,männlich,K034,30160
2021,"Niedersachsen",6 - 8,männlich,,94685
2021,"Braunschweig, Stadt",8 - 10,männlich,K03101,1160
2021,"Salzgitter, Stadt",8 - 10,männlich,K03102,515
2021,"Wolfsburg, Stadt",8 - 10,männlich,K03103,755
2021,"Gifhorn",8 - 10,männlich,K03151,410
2021,"Goslar",8 - 10,männlich,K03153,365
2021,"Helmstedt",8 - 10,männlich,K03154,255
2021,"Northeim",8 - 10,männlich,K03155,265
2021,"Peine",8 - 10,männlich,K03157,365
2021,"Wolfenbüttel",8 - 10,männlich,K03158,260
2021,"Göttingen",8 - 10,männlich,K03159,1020
2021,"Statistische Region Braunschweig",8 - 10,männlich,K031,5365
2021,"Region Hannover",8 - 10,männlich,K03241,7410
2021,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,4765
2021,"dav. Hannover, Umland",8 - 10,männlich,K03241999,2645
2021,"Diepholz",8 - 10,männlich,K03251,995
2021,"Hameln-Pyrmont",8 - 10,männlich,K03252,505
2021,"Hildesheim",8 - 10,männlich,K03254,825
2021,"Holzminden",8 - 10,männlich,K03255,75
2021,"Nienburg (Weser)",8 - 10,männlich,K03256,345
2021,"Schaumburg",8 - 10,männlich,K03257,370
2021,"Statistische Region Hannover",8 - 10,männlich,K032,10530
2021,"Celle",8 - 10,männlich,K03351,470
2021,"Cuxhaven",8 - 10,männlich,K03352,455
2021,"Harburg",8 - 10,männlich,K03353,860
2021,"Lüchow-Dannenberg",8 - 10,männlich,K03354,125
2021,"Lüneburg",8 - 10,männlich,K03355,430
2021,"Osterholz",8 - 10,männlich,K03356,230
2021,"Rotenburg (Wümme)",8 - 10,männlich,K03357,400
2021,"Heidekreis",8 - 10,männlich,K03358,500
2021,"Stade",8 - 10,männlich,K03359,810
2021,"Uelzen",8 - 10,männlich,K03360,225
2021,"Verden",8 - 10,männlich,K03361,365
2021,"Statistische Region Lüneburg",8 - 10,männlich,K033,4865
2021,"Delmenhorst, Stadt",8 - 10,männlich,K03401,470
2021,"Emden, Stadt",8 - 10,männlich,K03402,310
2021,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,635
2021,"Osnabrück, Stadt",8 - 10,männlich,K03404,885
2021,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,285
2021,"Ammerland",8 - 10,männlich,K03451,365
2021,"Aurich",8 - 10,männlich,K03452,475
2021,"Cloppenburg",8 - 10,männlich,K03453,1015
2021,"Emsland",8 - 10,männlich,K03454,1950
2021,"Friesland",8 - 10,männlich,K03455,180
2021,"Grafschaft Bentheim",8 - 10,männlich,K03456,860
2021,"Leer",8 - 10,männlich,K03457,600
2021,"Oldenburg",8 - 10,männlich,K03458,550
2021,"Osnabrück",8 - 10,männlich,K03459,1320
2021,"Vechta",8 - 10,männlich,K03460,950
2021,"Wesermarsch",8 - 10,männlich,K03461,210
2021,"Wittmund",8 - 10,männlich,K03462,100
2021,"Statistische Region Weser-Ems",8 - 10,männlich,K034,11160
2021,"Niedersachsen",8 - 10,männlich,,31920
2021,"Braunschweig, Stadt",10 und mehr,männlich,K03101,6730
2021,"Salzgitter, Stadt",10 und mehr,männlich,K03102,3965
2021,"Wolfsburg, Stadt",10 und mehr,männlich,K03103,4655
2021,"Gifhorn",10 und mehr,männlich,K03151,2855
2021,"Goslar",10 und mehr,männlich,K03153,2335
2021,"Helmstedt",10 und mehr,männlich,K03154,1460
2021,"Northeim",10 und mehr,männlich,K03155,1820
2021,"Peine",10 und mehr,männlich,K03157,2445
2021,"Wolfenbüttel",10 und mehr,männlich,K03158,1550
2021,"Göttingen",10 und mehr,männlich,K03159,6025
2021,"Statistische Region Braunschweig",10 und mehr,männlich,K031,33835
2021,"Region Hannover",10 und mehr,männlich,K03241,43335
2021,"dav. Hannover, Lhst.",10 und mehr,männlich,K03241001,26835
2021,"dav. Hannover, Umland",10 und mehr,männlich,K03241999,16500
2021,"Diepholz",10 und mehr,männlich,K03251,3355
2021,"Hameln-Pyrmont",10 und mehr,männlich,K03252,3875
2021,"Hildesheim",10 und mehr,männlich,K03254,5065
2021,"Holzminden",10 und mehr,männlich,K03255,1120
2021,"Nienburg (Weser)",10 und mehr,männlich,K03256,1920
2021,"Schaumburg",10 und mehr,männlich,K03257,3205
2021,"Statistische Region Hannover",10 und mehr,männlich,K032,61875
2021,"Celle",10 und mehr,männlich,K03351,2665
2021,"Cuxhaven",10 und mehr,männlich,K03352,2955
2021,"Harburg",10 und mehr,männlich,K03353,4910
2021,"Lüchow-Dannenberg",10 und mehr,männlich,K03354,475
2021,"Lüneburg",10 und mehr,männlich,K03355,2205
2021,"Osterholz",10 und mehr,männlich,K03356,1465
2021,"Rotenburg (Wümme)",10 und mehr,männlich,K03357,2425
2021,"Heidekreis",10 und mehr,männlich,K03358,2360
2021,"Stade",10 und mehr,männlich,K03359,3425
2021,"Uelzen",10 und mehr,männlich,K03360,940
2021,"Verden",10 und mehr,männlich,K03361,2400
2021,"Statistische Region Lüneburg",10 und mehr,männlich,K033,26225
2021,"Delmenhorst, Stadt",10 und mehr,männlich,K03401,2485
2021,"Emden, Stadt",10 und mehr,männlich,K03402,830
2021,"Oldenburg (Oldb), Stadt",10 und mehr,männlich,K03403,2955
2021,"Osnabrück, Stadt",10 und mehr,männlich,K03404,5025
2021,"Wilhelmshaven, Stadt",10 und mehr,männlich,K03405,1160
2021,"Ammerland",10 und mehr,männlich,K03451,1370
2021,"Aurich",10 und mehr,männlich,K03452,1865
2021,"Cloppenburg",10 und mehr,männlich,K03453,3370
2021,"Emsland",10 und mehr,männlich,K03454,7165
2021,"Friesland",10 und mehr,männlich,K03455,905
2021,"Grafschaft Bentheim",10 und mehr,männlich,K03456,6125
2021,"Leer",10 und mehr,männlich,K03457,2650
2021,"Oldenburg",10 und mehr,männlich,K03458,1810
2021,"Osnabrück",10 und mehr,männlich,K03459,7125
2021,"Vechta",10 und mehr,männlich,K03460,3760
2021,"Wesermarsch",10 und mehr,männlich,K03461,1720
2021,"Wittmund",10 und mehr,männlich,K03462,445
