Year,Gebietseinheit,Geschlecht,Befristung,Units,GeoCode,Value
2017,"Osnabrück",insgesamt,zeitlich unbefristet,Anzahl,RH03459,5660
2017,"Vechta",männlich,zeitlich unbefristet,Anzahl,RH03460,1795
2017,"Vechta",weiblich,zeitlich unbefristet,Anzahl,RH03460,1805
2017,"Vechta",insgesamt,zeitlich unbefristet,Anzahl,RH03460,3605
2017,"Wesermarsch",männlich,zeitlich unbefristet,Anzahl,RH03461,720
2017,"Wesermarsch",weiblich,zeitlich unbefristet,Anzahl,RH03461,760
2017,"Wesermarsch",insgesamt,zeitlich unbefristet,Anzahl,RH03461,1480
2017,"Wittmund",männlich,zeitlich unbefristet,Anzahl,RH03462,155
2017,"Wittmund",weiblich,zeitlich unbefristet,Anzahl,RH03462,165
2017,"Wittmund",insgesamt,zeitlich unbefristet,Anzahl,RH03462,320
2017,"Statistische Region Weser-Ems",männlich,zeitlich unbefristet,Anzahl,RH034,18585
2017,"Statistische Region Weser-Ems",weiblich,zeitlich unbefristet,Anzahl,RH034,19135
2017,"Statistische Region Weser-Ems",insgesamt,zeitlich unbefristet,Anzahl,RH034,37715
2017,"Niedersachsen",männlich,zeitlich unbefristet,Anzahl,RH030,78165
2017,"Niedersachsen",weiblich,zeitlich unbefristet,Anzahl,RH030,82260
2017,"Niedersachsen",insgesamt,zeitlich unbefristet,Anzahl,RH030,160425
2016,"Braunschweig, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03101,3830
2016,"Braunschweig, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03101,3935
2016,"Braunschweig, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03101,7765
2016,"Salzgitter, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03102,2795
2016,"Salzgitter, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03102,2780
2016,"Salzgitter, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03102,5575
2016,"Wolfsburg, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03103,1165
2016,"Wolfsburg, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03103,1365
2016,"Wolfsburg, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03103,2525
2016,"Gifhorn",männlich,zeitlich unbefristet,Anzahl,RH03151,1185
2016,"Gifhorn",weiblich,zeitlich unbefristet,Anzahl,RH03151,1285
2016,"Gifhorn",insgesamt,zeitlich unbefristet,Anzahl,RH03151,2470
2016,"Goslar",männlich,zeitlich unbefristet,Anzahl,RH03153,1165
2016,"Goslar",weiblich,zeitlich unbefristet,Anzahl,RH03153,1205
2016,"Goslar",insgesamt,zeitlich unbefristet,Anzahl,RH03153,2370
2016,"Helmstedt",männlich,zeitlich unbefristet,Anzahl,RH03154,640
2016,"Helmstedt",weiblich,zeitlich unbefristet,Anzahl,RH03154,665
2016,"Helmstedt",insgesamt,zeitlich unbefristet,Anzahl,RH03154,1310
2016,"Northeim",männlich,zeitlich unbefristet,Anzahl,RH03155,710
2016,"Northeim",weiblich,zeitlich unbefristet,Anzahl,RH03155,830
2016,"Northeim",insgesamt,zeitlich unbefristet,Anzahl,RH03155,1540
2016,"Peine",männlich,zeitlich unbefristet,Anzahl,RH03157,1445
2016,"Peine",weiblich,zeitlich unbefristet,Anzahl,RH03157,1395
2016,"Peine",insgesamt,zeitlich unbefristet,Anzahl,RH03157,2840
2016,"Wolfenbüttel",männlich,zeitlich unbefristet,Anzahl,RH03158,695
2016,"Wolfenbüttel",weiblich,zeitlich unbefristet,Anzahl,RH03158,845
2016,"Wolfenbüttel",insgesamt,zeitlich unbefristet,Anzahl,RH03158,1540
2016,"Göttingen",männlich,zeitlich unbefristet,Anzahl,RH03159,2750
2016,"Göttingen",weiblich,zeitlich unbefristet,Anzahl,RH03159,2935
2016,"Göttingen",insgesamt,zeitlich unbefristet,Anzahl,RH03159,5680
2016,"Statistische Region Braunschweig",männlich,zeitlich unbefristet,Anzahl,RH031,16370
2016,"Statistische Region Braunschweig",weiblich,zeitlich unbefristet,Anzahl,RH031,17240
2016,"Statistische Region Braunschweig",insgesamt,zeitlich unbefristet,Anzahl,RH031,33610
2016,"Region Hannover",männlich,zeitlich unbefristet,Anzahl,RH03241,24145
2016,"Region Hannover",weiblich,zeitlich unbefristet,Anzahl,RH03241,24485
2016,"Region Hannover",insgesamt,zeitlich unbefristet,Anzahl,RH03241,48625
2016,"Diepholz",männlich,zeitlich unbefristet,Anzahl,RH03251,1330
2016,"Diepholz",weiblich,zeitlich unbefristet,Anzahl,RH03251,1615
2016,"Diepholz",insgesamt,zeitlich unbefristet,Anzahl,RH03251,2945
2016,"Hameln-Pyrmont",männlich,zeitlich unbefristet,Anzahl,RH03252,2070
2016,"Hameln-Pyrmont",weiblich,zeitlich unbefristet,Anzahl,RH03252,2275
2016,"Hameln-Pyrmont",insgesamt,zeitlich unbefristet,Anzahl,RH03252,4345
2016,"Hildesheim",männlich,zeitlich unbefristet,Anzahl,RH03254,2545
2016,"Hildesheim",weiblich,zeitlich unbefristet,Anzahl,RH03254,2790
2016,"Hildesheim",insgesamt,zeitlich unbefristet,Anzahl,RH03254,5335
2016,"Holzminden",männlich,zeitlich unbefristet,Anzahl,RH03255,700
2016,"Holzminden",weiblich,zeitlich unbefristet,Anzahl,RH03255,735
2016,"Holzminden",insgesamt,zeitlich unbefristet,Anzahl,RH03255,1435
2016,"Nienburg (Weser)",männlich,zeitlich unbefristet,Anzahl,RH03256,905
2016,"Nienburg (Weser)",weiblich,zeitlich unbefristet,Anzahl,RH03256,1030
2016,"Nienburg (Weser)",insgesamt,zeitlich unbefristet,Anzahl,RH03256,1935
2016,"Schaumburg",männlich,zeitlich unbefristet,Anzahl,RH03257,1510
2016,"Schaumburg",weiblich,zeitlich unbefristet,Anzahl,RH03257,1590
2016,"Schaumburg",insgesamt,zeitlich unbefristet,Anzahl,RH03257,3100
2016,"Statistische Region Hannover",männlich,zeitlich unbefristet,Anzahl,RH032,33200
2016,"Statistische Region Hannover",weiblich,zeitlich unbefristet,Anzahl,RH032,34530
2016,"Statistische Region Hannover",insgesamt,zeitlich unbefristet,Anzahl,RH032,67725
2016,"Celle",männlich,zeitlich unbefristet,Anzahl,RH03351,1150
2016,"Celle",weiblich,zeitlich unbefristet,Anzahl,RH03351,1340
2016,"Celle",insgesamt,zeitlich unbefristet,Anzahl,RH03351,2490
2016,"Cuxhaven",männlich,zeitlich unbefristet,Anzahl,RH03352,915
2016,"Cuxhaven",weiblich,zeitlich unbefristet,Anzahl,RH03352,1045
2016,"Cuxhaven",insgesamt,zeitlich unbefristet,Anzahl,RH03352,1955
2016,"Harburg",männlich,zeitlich unbefristet,Anzahl,RH03353,1645
2016,"Harburg",weiblich,zeitlich unbefristet,Anzahl,RH03353,1850
2016,"Harburg",insgesamt,zeitlich unbefristet,Anzahl,RH03353,3500
2016,"Lüchow-Dannenberg",männlich,zeitlich unbefristet,Anzahl,RH03354,145
2016,"Lüchow-Dannenberg",weiblich,zeitlich unbefristet,Anzahl,RH03354,165
2016,"Lüchow-Dannenberg",insgesamt,zeitlich unbefristet,Anzahl,RH03354,315
2016,"Lüneburg",männlich,zeitlich unbefristet,Anzahl,RH03355,945
2016,"Lüneburg",weiblich,zeitlich unbefristet,Anzahl,RH03355,1055
2016,"Lüneburg",insgesamt,zeitlich unbefristet,Anzahl,RH03355,2000
2016,"Osterholz",männlich,zeitlich unbefristet,Anzahl,RH03356,630
2016,"Osterholz",weiblich,zeitlich unbefristet,Anzahl,RH03356,730
2016,"Osterholz",insgesamt,zeitlich unbefristet,Anzahl,RH03356,1360
2016,"Rotenburg (Wümme)",männlich,zeitlich unbefristet,Anzahl,RH03357,750
2016,"Rotenburg (Wümme)",weiblich,zeitlich unbefristet,Anzahl,RH03357,935
2016,"Rotenburg (Wümme)",insgesamt,zeitlich unbefristet,Anzahl,RH03357,1685
2016,"Heidekreis",männlich,zeitlich unbefristet,Anzahl,RH03358,825
2016,"Heidekreis",weiblich,zeitlich unbefristet,Anzahl,RH03358,910
2016,"Heidekreis",insgesamt,zeitlich unbefristet,Anzahl,RH03358,1735
2016,"Stade",männlich,zeitlich unbefristet,Anzahl,RH03359,1130
2016,"Stade",weiblich,zeitlich unbefristet,Anzahl,RH03359,1285
2016,"Stade",insgesamt,zeitlich unbefristet,Anzahl,RH03359,2415
2016,"Uelzen",männlich,zeitlich unbefristet,Anzahl,RH03360,400
2016,"Uelzen",weiblich,zeitlich unbefristet,Anzahl,RH03360,465
2016,"Uelzen",insgesamt,zeitlich unbefristet,Anzahl,RH03360,865
2016,"Verden",männlich,zeitlich unbefristet,Anzahl,RH03361,1245
2016,"Verden",weiblich,zeitlich unbefristet,Anzahl,RH03361,1390
2016,"Verden",insgesamt,zeitlich unbefristet,Anzahl,RH03361,2635
2016,"Statistische Region Lüneburg",männlich,zeitlich unbefristet,Anzahl,RH033,9780
2016,"Statistische Region Lüneburg",weiblich,zeitlich unbefristet,Anzahl,RH033,11170
2016,"Statistische Region Lüneburg",insgesamt,zeitlich unbefristet,Anzahl,RH033,20950
2016,"Delmenhorst, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03401,1560
2016,"Delmenhorst, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03401,1490
2016,"Delmenhorst, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03401,3055
2016,"Emden, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03402,295
2016,"Emden, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03402,300
2016,"Emden, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03402,595
2016,"Oldenburg (Oldb), Stadt",männlich,zeitlich unbefristet,Anzahl,RH03403,1780
2016,"Oldenburg (Oldb), Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03403,1750
2016,"Oldenburg (Oldb), Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03403,3525
2016,"Osnabrück, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03404,2780
2016,"Osnabrück, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03404,2705
2016,"Osnabrück, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03404,5485
2016,"Wilhelmshaven, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03405,550
2016,"Wilhelmshaven, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03405,585
2016,"Wilhelmshaven, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03405,1135
2016,"Ammerland",männlich,zeitlich unbefristet,Anzahl,RH03451,570
2016,"Ammerland",weiblich,zeitlich unbefristet,Anzahl,RH03451,595
2016,"Ammerland",insgesamt,zeitlich unbefristet,Anzahl,RH03451,1160
2016,"Aurich",männlich,zeitlich unbefristet,Anzahl,RH03452,595
2016,"Aurich",weiblich,zeitlich unbefristet,Anzahl,RH03452,605
2016,"Aurich",insgesamt,zeitlich unbefristet,Anzahl,RH03452,1200
2016,"Cloppenburg",männlich,zeitlich unbefristet,Anzahl,RH03453,1235
2016,"Cloppenburg",weiblich,zeitlich unbefristet,Anzahl,RH03453,1195
2016,"Cloppenburg",insgesamt,zeitlich unbefristet,Anzahl,RH03453,2430
2016,"Emsland",männlich,zeitlich unbefristet,Anzahl,RH03454,1345
2016,"Emsland",weiblich,zeitlich unbefristet,Anzahl,RH03454,1415
2016,"Emsland",insgesamt,zeitlich unbefristet,Anzahl,RH03454,2760
2016,"Friesland",männlich,zeitlich unbefristet,Anzahl,RH03455,280
2016,"Friesland",weiblich,zeitlich unbefristet,Anzahl,RH03455,350
2016,"Friesland",insgesamt,zeitlich unbefristet,Anzahl,RH03455,630
2016,"Grafschaft Bentheim",männlich,zeitlich unbefristet,Anzahl,RH03456,1010
2016,"Grafschaft Bentheim",weiblich,zeitlich unbefristet,Anzahl,RH03456,1055
2016,"Grafschaft Bentheim",insgesamt,zeitlich unbefristet,Anzahl,RH03456,2070
2016,"Leer",männlich,zeitlich unbefristet,Anzahl,RH03457,550
2016,"Leer",weiblich,zeitlich unbefristet,Anzahl,RH03457,625
2016,"Leer",insgesamt,zeitlich unbefristet,Anzahl,RH03457,1175
2016,"Oldenburg",männlich,zeitlich unbefristet,Anzahl,RH03458,730
2016,"Oldenburg",weiblich,zeitlich unbefristet,Anzahl,RH03458,770
2016,"Oldenburg",insgesamt,zeitlich unbefristet,Anzahl,RH03458,1500
2016,"Osnabrück",männlich,zeitlich unbefristet,Anzahl,RH03459,2705
2016,"Osnabrück",weiblich,zeitlich unbefristet,Anzahl,RH03459,2920
2016,"Osnabrück",insgesamt,zeitlich unbefristet,Anzahl,RH03459,5625
2016,"Vechta",männlich,zeitlich unbefristet,Anzahl,RH03460,1825
2016,"Vechta",weiblich,zeitlich unbefristet,Anzahl,RH03460,1805
2016,"Vechta",insgesamt,zeitlich unbefristet,Anzahl,RH03460,3630
2016,"Wesermarsch",männlich,zeitlich unbefristet,Anzahl,RH03461,720
2016,"Wesermarsch",weiblich,zeitlich unbefristet,Anzahl,RH03461,780
2016,"Wesermarsch",insgesamt,zeitlich unbefristet,Anzahl,RH03461,1500
2016,"Wittmund",männlich,zeitlich unbefristet,Anzahl,RH03462,155
2016,"Wittmund",weiblich,zeitlich unbefristet,Anzahl,RH03462,155
2016,"Wittmund",insgesamt,zeitlich unbefristet,Anzahl,RH03462,310
2016,"Statistische Region Weser-Ems",männlich,zeitlich unbefristet,Anzahl,RH034,18680
2016,"Statistische Region Weser-Ems",weiblich,zeitlich unbefristet,Anzahl,RH034,19110
2016,"Statistische Region Weser-Ems",insgesamt,zeitlich unbefristet,Anzahl,RH034,37785
2016,"Niedersachsen",männlich,zeitlich unbefristet,Anzahl,RH030,78030
2016,"Niedersachsen",weiblich,zeitlich unbefristet,Anzahl,RH030,82050
2016,"Niedersachsen",insgesamt,zeitlich unbefristet,Anzahl,RH030,160075
2015,"Braunschweig, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03101,3815
2015,"Braunschweig, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03101,3850
2015,"Braunschweig, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03101,7665
2015,"Salzgitter, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03102,2765
2015,"Salzgitter, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03102,2765
2015,"Salzgitter, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03102,5535
2015,"Wolfsburg, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03103,1130
2015,"Wolfsburg, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03103,1330
2015,"Wolfsburg, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03103,2460
2015,"Gifhorn",männlich,zeitlich unbefristet,Anzahl,RH03151,1180
2015,"Gifhorn",weiblich,zeitlich unbefristet,Anzahl,RH03151,1275
2015,"Gifhorn",insgesamt,zeitlich unbefristet,Anzahl,RH03151,2450
2015,"Goslar",männlich,zeitlich unbefristet,Anzahl,RH03153,1150
2015,"Goslar",weiblich,zeitlich unbefristet,Anzahl,RH03153,1190
2015,"Goslar",insgesamt,zeitlich unbefristet,Anzahl,RH03153,2340
2015,"Helmstedt",männlich,zeitlich unbefristet,Anzahl,RH03154,610
2015,"Helmstedt",weiblich,zeitlich unbefristet,Anzahl,RH03154,635
2015,"Helmstedt",insgesamt,zeitlich unbefristet,Anzahl,RH03154,1240
2015,"Northeim",männlich,zeitlich unbefristet,Anzahl,RH03155,700
2015,"Northeim",weiblich,zeitlich unbefristet,Anzahl,RH03155,805
2015,"Northeim",insgesamt,zeitlich unbefristet,Anzahl,RH03155,1505
2015,"Peine",männlich,zeitlich unbefristet,Anzahl,RH03157,1425
2015,"Peine",weiblich,zeitlich unbefristet,Anzahl,RH03157,1385
2015,"Peine",insgesamt,zeitlich unbefristet,Anzahl,RH03157,2810
2015,"Wolfenbüttel",männlich,zeitlich unbefristet,Anzahl,RH03158,700
2015,"Wolfenbüttel",weiblich,zeitlich unbefristet,Anzahl,RH03158,835
2015,"Wolfenbüttel",insgesamt,zeitlich unbefristet,Anzahl,RH03158,1535
2015,"Göttingen",männlich,zeitlich unbefristet,Anzahl,RH03159,2695
2015,"Göttingen",weiblich,zeitlich unbefristet,Anzahl,RH03159,2890
2015,"Göttingen",insgesamt,zeitlich unbefristet,Anzahl,RH03159,5585
2015,"Statistische Region Braunschweig",männlich,zeitlich unbefristet,Anzahl,RH031,16170
2015,"Statistische Region Braunschweig",weiblich,zeitlich unbefristet,Anzahl,RH031,16960
2015,"Statistische Region Braunschweig",insgesamt,zeitlich unbefristet,Anzahl,RH031,33130
2015,"Region Hannover",männlich,zeitlich unbefristet,Anzahl,RH03241,24050
2015,"Region Hannover",weiblich,zeitlich unbefristet,Anzahl,RH03241,24250
2015,"Region Hannover",insgesamt,zeitlich unbefristet,Anzahl,RH03241,48305
2015,"Diepholz",männlich,zeitlich unbefristet,Anzahl,RH03251,1290
2015,"Diepholz",weiblich,zeitlich unbefristet,Anzahl,RH03251,1595
2015,"Diepholz",insgesamt,zeitlich unbefristet,Anzahl,RH03251,2885
2015,"Hameln-Pyrmont",männlich,zeitlich unbefristet,Anzahl,RH03252,2050
2015,"Hameln-Pyrmont",weiblich,zeitlich unbefristet,Anzahl,RH03252,2255
2015,"Hameln-Pyrmont",insgesamt,zeitlich unbefristet,Anzahl,RH03252,4305
2015,"Hildesheim",männlich,zeitlich unbefristet,Anzahl,RH03254,2485
2015,"Hildesheim",weiblich,zeitlich unbefristet,Anzahl,RH03254,2695
2015,"Hildesheim",insgesamt,zeitlich unbefristet,Anzahl,RH03254,5180
2015,"Holzminden",männlich,zeitlich unbefristet,Anzahl,RH03255,700
2015,"Holzminden",weiblich,zeitlich unbefristet,Anzahl,RH03255,725
2015,"Holzminden",insgesamt,zeitlich unbefristet,Anzahl,RH03255,1425
2015,"Nienburg (Weser)",männlich,zeitlich unbefristet,Anzahl,RH03256,910
2015,"Nienburg (Weser)",weiblich,zeitlich unbefristet,Anzahl,RH03256,1005
2015,"Nienburg (Weser)",insgesamt,zeitlich unbefristet,Anzahl,RH03256,1910
2015,"Schaumburg",männlich,zeitlich unbefristet,Anzahl,RH03257,1495
2015,"Schaumburg",weiblich,zeitlich unbefristet,Anzahl,RH03257,1560
2015,"Schaumburg",insgesamt,zeitlich unbefristet,Anzahl,RH03257,3060
2015,"Statistische Region Hannover",männlich,zeitlich unbefristet,Anzahl,RH032,32985
2015,"Statistische Region Hannover",weiblich,zeitlich unbefristet,Anzahl,RH032,34085
2015,"Statistische Region Hannover",insgesamt,zeitlich unbefristet,Anzahl,RH032,67070
2015,"Celle",männlich,zeitlich unbefristet,Anzahl,RH03351,1110
2015,"Celle",weiblich,zeitlich unbefristet,Anzahl,RH03351,1310
2015,"Celle",insgesamt,zeitlich unbefristet,Anzahl,RH03351,2420
2015,"Cuxhaven",männlich,zeitlich unbefristet,Anzahl,RH03352,880
2015,"Cuxhaven",weiblich,zeitlich unbefristet,Anzahl,RH03352,1045
2015,"Cuxhaven",insgesamt,zeitlich unbefristet,Anzahl,RH03352,1920
2015,"Harburg",männlich,zeitlich unbefristet,Anzahl,RH03353,1625
2015,"Harburg",weiblich,zeitlich unbefristet,Anzahl,RH03353,1825
2015,"Harburg",insgesamt,zeitlich unbefristet,Anzahl,RH03353,3450
2015,"Lüchow-Dannenberg",männlich,zeitlich unbefristet,Anzahl,RH03354,150
2015,"Lüchow-Dannenberg",weiblich,zeitlich unbefristet,Anzahl,RH03354,175
2015,"Lüchow-Dannenberg",insgesamt,zeitlich unbefristet,Anzahl,RH03354,320
2015,"Lüneburg",männlich,zeitlich unbefristet,Anzahl,RH03355,940
2015,"Lüneburg",weiblich,zeitlich unbefristet,Anzahl,RH03355,1035
2015,"Lüneburg",insgesamt,zeitlich unbefristet,Anzahl,RH03355,1975
2015,"Osterholz",männlich,zeitlich unbefristet,Anzahl,RH03356,615
2015,"Osterholz",weiblich,zeitlich unbefristet,Anzahl,RH03356,735
2015,"Osterholz",insgesamt,zeitlich unbefristet,Anzahl,RH03356,1350
2015,"Rotenburg (Wümme)",männlich,zeitlich unbefristet,Anzahl,RH03357,745
2015,"Rotenburg (Wümme)",weiblich,zeitlich unbefristet,Anzahl,RH03357,935
2015,"Rotenburg (Wümme)",insgesamt,zeitlich unbefristet,Anzahl,RH03357,1685
2015,"Heidekreis",männlich,zeitlich unbefristet,Anzahl,RH03358,805
2015,"Heidekreis",weiblich,zeitlich unbefristet,Anzahl,RH03358,875
2015,"Heidekreis",insgesamt,zeitlich unbefristet,Anzahl,RH03358,1680
2015,"Stade",männlich,zeitlich unbefristet,Anzahl,RH03359,1115
2015,"Stade",weiblich,zeitlich unbefristet,Anzahl,RH03359,1255
2015,"Stade",insgesamt,zeitlich unbefristet,Anzahl,RH03359,2370
2015,"Uelzen",männlich,zeitlich unbefristet,Anzahl,RH03360,390
2015,"Uelzen",weiblich,zeitlich unbefristet,Anzahl,RH03360,435
2015,"Uelzen",insgesamt,zeitlich unbefristet,Anzahl,RH03360,830
2015,"Verden",männlich,zeitlich unbefristet,Anzahl,RH03361,1245
2015,"Verden",weiblich,zeitlich unbefristet,Anzahl,RH03361,1375
2015,"Verden",insgesamt,zeitlich unbefristet,Anzahl,RH03361,2620
2015,"Statistische Region Lüneburg",männlich,zeitlich unbefristet,Anzahl,RH033,9625
2015,"Statistische Region Lüneburg",weiblich,zeitlich unbefristet,Anzahl,RH033,11000
2015,"Statistische Region Lüneburg",insgesamt,zeitlich unbefristet,Anzahl,RH033,20625
2015,"Delmenhorst, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03401,1555
2015,"Delmenhorst, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03401,1485
2015,"Delmenhorst, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03401,3035
2015,"Emden, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03402,295
2015,"Emden, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03402,300
2015,"Emden, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03402,595
2015,"Oldenburg (Oldb), Stadt",männlich,zeitlich unbefristet,Anzahl,RH03403,1775
2015,"Oldenburg (Oldb), Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03403,1705
2015,"Oldenburg (Oldb), Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03403,3475
2015,"Osnabrück, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03404,2850
2015,"Osnabrück, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03404,2700
2015,"Osnabrück, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03404,5550
2015,"Wilhelmshaven, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03405,555
2015,"Wilhelmshaven, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03405,575
2015,"Wilhelmshaven, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03405,1130
2015,"Ammerland",männlich,zeitlich unbefristet,Anzahl,RH03451,560
2015,"Ammerland",weiblich,zeitlich unbefristet,Anzahl,RH03451,575
2015,"Ammerland",insgesamt,zeitlich unbefristet,Anzahl,RH03451,1135
2015,"Aurich",männlich,zeitlich unbefristet,Anzahl,RH03452,585
2015,"Aurich",weiblich,zeitlich unbefristet,Anzahl,RH03452,580
2015,"Aurich",insgesamt,zeitlich unbefristet,Anzahl,RH03452,1170
2015,"Cloppenburg",männlich,zeitlich unbefristet,Anzahl,RH03453,1225
2015,"Cloppenburg",weiblich,zeitlich unbefristet,Anzahl,RH03453,1180
2015,"Cloppenburg",insgesamt,zeitlich unbefristet,Anzahl,RH03453,2405
2015,"Emsland",männlich,zeitlich unbefristet,Anzahl,RH03454,1315
2015,"Emsland",weiblich,zeitlich unbefristet,Anzahl,RH03454,1375
2015,"Emsland",insgesamt,zeitlich unbefristet,Anzahl,RH03454,2690
2015,"Friesland",männlich,zeitlich unbefristet,Anzahl,RH03455,275
2015,"Friesland",weiblich,zeitlich unbefristet,Anzahl,RH03455,360
2015,"Friesland",insgesamt,zeitlich unbefristet,Anzahl,RH03455,640
2015,"Grafschaft Bentheim",männlich,zeitlich unbefristet,Anzahl,RH03456,985
2015,"Grafschaft Bentheim",weiblich,zeitlich unbefristet,Anzahl,RH03456,1030
2015,"Grafschaft Bentheim",insgesamt,zeitlich unbefristet,Anzahl,RH03456,2015
2015,"Leer",männlich,zeitlich unbefristet,Anzahl,RH03457,520
2015,"Leer",weiblich,zeitlich unbefristet,Anzahl,RH03457,595
2015,"Leer",insgesamt,zeitlich unbefristet,Anzahl,RH03457,1115
2015,"Oldenburg",männlich,zeitlich unbefristet,Anzahl,RH03458,735
2015,"Oldenburg",weiblich,zeitlich unbefristet,Anzahl,RH03458,760
2015,"Oldenburg",insgesamt,zeitlich unbefristet,Anzahl,RH03458,1495
2015,"Osnabrück",männlich,zeitlich unbefristet,Anzahl,RH03459,2660
2015,"Osnabrück",weiblich,zeitlich unbefristet,Anzahl,RH03459,2830
2015,"Osnabrück",insgesamt,zeitlich unbefristet,Anzahl,RH03459,5490
2015,"Vechta",männlich,zeitlich unbefristet,Anzahl,RH03460,1810
2015,"Vechta",weiblich,zeitlich unbefristet,Anzahl,RH03460,1795
2015,"Vechta",insgesamt,zeitlich unbefristet,Anzahl,RH03460,3605
2015,"Wesermarsch",männlich,zeitlich unbefristet,Anzahl,RH03461,740
2015,"Wesermarsch",weiblich,zeitlich unbefristet,Anzahl,RH03461,790
2015,"Wesermarsch",insgesamt,zeitlich unbefristet,Anzahl,RH03461,1530
2015,"Wittmund",männlich,zeitlich unbefristet,Anzahl,RH03462,160
2015,"Wittmund",weiblich,zeitlich unbefristet,Anzahl,RH03462,160
2015,"Wittmund",insgesamt,zeitlich unbefristet,Anzahl,RH03462,320
2015,"Statistische Region Weser-Ems",männlich,zeitlich unbefristet,Anzahl,RH034,18595
2015,"Statistische Region Weser-Ems",weiblich,zeitlich unbefristet,Anzahl,RH034,18795
2015,"Statistische Region Weser-Ems",insgesamt,zeitlich unbefristet,Anzahl,RH034,37390
2015,"Niedersachsen",männlich,zeitlich unbefristet,Anzahl,RH030,77380
2015,"Niedersachsen",weiblich,zeitlich unbefristet,Anzahl,RH030,80840
2015,"Niedersachsen",insgesamt,zeitlich unbefristet,Anzahl,RH030,158220
2014,"Braunschweig, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03101,3745
2014,"Braunschweig, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03101,3750
2014,"Braunschweig, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03101,7495
2014,"Salzgitter, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03102,2725
2014,"Salzgitter, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03102,2710
2014,"Salzgitter, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03102,5440
2014,"Wolfsburg, Stadt",männlich,zeitlich unbefristet,Anzahl,RH03103,1100
2014,"Wolfsburg, Stadt",weiblich,zeitlich unbefristet,Anzahl,RH03103,1245
2014,"Wolfsburg, Stadt",insgesamt,zeitlich unbefristet,Anzahl,RH03103,2345
2014,"Gifhorn",männlich,zeitlich unbefristet,Anzahl,RH03151,1175
2014,"Gifhorn",weiblich,zeitlich unbefristet,Anzahl,RH03151,1245
2014,"Gifhorn",insgesamt,zeitlich unbefristet,Anzahl,RH03151,2420
2014,"Goslar",männlich,zeitlich unbefristet,Anzahl,RH03153,1130
2014,"Goslar",weiblich,zeitlich unbefristet,Anzahl,RH03153,1170
2014,"Goslar",insgesamt,zeitlich unbefristet,Anzahl,RH03153,2305
2014,"Helmstedt",männlich,zeitlich unbefristet,Anzahl,RH03154,595
