Year,Gebietseinheit,Geschlecht,ohne Aufenthaltstitel,Units,GeoCode,Value
2018,"Rotenburg (Wümme)",insgesamt,"Duldung",Anzahl,RH03357,300
2018,"Heidekreis",männlich,"Duldung",Anzahl,RH03358,145
2018,"Heidekreis",weiblich,"Duldung",Anzahl,RH03358,115
2018,"Heidekreis",insgesamt,"Duldung",Anzahl,RH03358,260
2018,"Stade",männlich,"Duldung",Anzahl,RH03359,375
2018,"Stade",weiblich,"Duldung",Anzahl,RH03359,175
2018,"Stade",insgesamt,"Duldung",Anzahl,RH03359,550
2018,"Uelzen",männlich,"Duldung",Anzahl,RH03360,90
2018,"Uelzen",weiblich,"Duldung",Anzahl,RH03360,50
2018,"Uelzen",insgesamt,"Duldung",Anzahl,RH03360,140
2018,"Verden",männlich,"Duldung",Anzahl,RH03361,145
2018,"Verden",weiblich,"Duldung",Anzahl,RH03361,75
2018,"Verden",insgesamt,"Duldung",Anzahl,RH03361,220
2018,"Statistische Region Lüneburg",männlich,"Duldung",Anzahl,RH033,2465
2018,"Statistische Region Lüneburg",weiblich,"Duldung",Anzahl,RH033,1170
2018,"Statistische Region Lüneburg",insgesamt,"Duldung",Anzahl,RH033,3635
2018,"Delmenhorst, Stadt",männlich,"Duldung",Anzahl,RH03401,75
2018,"Delmenhorst, Stadt",weiblich,"Duldung",Anzahl,RH03401,55
2018,"Delmenhorst, Stadt",insgesamt,"Duldung",Anzahl,RH03401,130
2018,"Emden, Stadt",männlich,"Duldung",Anzahl,RH03402,70
2018,"Emden, Stadt",weiblich,"Duldung",Anzahl,RH03402,40
2018,"Emden, Stadt",insgesamt,"Duldung",Anzahl,RH03402,110
2018,"Oldenburg (Oldb), Stadt",männlich,"Duldung",Anzahl,RH03403,145
2018,"Oldenburg (Oldb), Stadt",weiblich,"Duldung",Anzahl,RH03403,85
2018,"Oldenburg (Oldb), Stadt",insgesamt,"Duldung",Anzahl,RH03403,230
2018,"Osnabrück, Stadt",männlich,"Duldung",Anzahl,RH03404,465
2018,"Osnabrück, Stadt",weiblich,"Duldung",Anzahl,RH03404,145
2018,"Osnabrück, Stadt",insgesamt,"Duldung",Anzahl,RH03404,615
2018,"Wilhelmshaven, Stadt",männlich,"Duldung",Anzahl,RH03405,100
2018,"Wilhelmshaven, Stadt",weiblich,"Duldung",Anzahl,RH03405,65
2018,"Wilhelmshaven, Stadt",insgesamt,"Duldung",Anzahl,RH03405,165
2018,"Ammerland",männlich,"Duldung",Anzahl,RH03451,120
2018,"Ammerland",weiblich,"Duldung",Anzahl,RH03451,55
2018,"Ammerland",insgesamt,"Duldung",Anzahl,RH03451,175
2018,"Aurich",männlich,"Duldung",Anzahl,RH03452,260
2018,"Aurich",weiblich,"Duldung",Anzahl,RH03452,145
2018,"Aurich",insgesamt,"Duldung",Anzahl,RH03452,405
2018,"Cloppenburg",männlich,"Duldung",Anzahl,RH03453,145
2018,"Cloppenburg",weiblich,"Duldung",Anzahl,RH03453,65
2018,"Cloppenburg",insgesamt,"Duldung",Anzahl,RH03453,210
2018,"Emsland",männlich,"Duldung",Anzahl,RH03454,445
2018,"Emsland",weiblich,"Duldung",Anzahl,RH03454,245
2018,"Emsland",insgesamt,"Duldung",Anzahl,RH03454,690
2018,"Friesland",männlich,"Duldung",Anzahl,RH03455,160
2018,"Friesland",weiblich,"Duldung",Anzahl,RH03455,125
2018,"Friesland",insgesamt,"Duldung",Anzahl,RH03455,285
2018,"Grafschaft Bentheim",männlich,"Duldung",Anzahl,RH03456,205
2018,"Grafschaft Bentheim",weiblich,"Duldung",Anzahl,RH03456,110
2018,"Grafschaft Bentheim",insgesamt,"Duldung",Anzahl,RH03456,320
2018,"Leer",männlich,"Duldung",Anzahl,RH03457,220
2018,"Leer",weiblich,"Duldung",Anzahl,RH03457,115
2018,"Leer",insgesamt,"Duldung",Anzahl,RH03457,335
2018,"Oldenburg",männlich,"Duldung",Anzahl,RH03458,100
2018,"Oldenburg",weiblich,"Duldung",Anzahl,RH03458,40
2018,"Oldenburg",insgesamt,"Duldung",Anzahl,RH03458,140
2018,"Osnabrück",männlich,"Duldung",Anzahl,RH03459,345
2018,"Osnabrück",weiblich,"Duldung",Anzahl,RH03459,235
2018,"Osnabrück",insgesamt,"Duldung",Anzahl,RH03459,580
2018,"Vechta",männlich,"Duldung",Anzahl,RH03460,95
2018,"Vechta",weiblich,"Duldung",Anzahl,RH03460,55
2018,"Vechta",insgesamt,"Duldung",Anzahl,RH03460,150
2018,"Wesermarsch",männlich,"Duldung",Anzahl,RH03461,155
2018,"Wesermarsch",weiblich,"Duldung",Anzahl,RH03461,110
2018,"Wesermarsch",insgesamt,"Duldung",Anzahl,RH03461,265
2018,"Wittmund",männlich,"Duldung",Anzahl,RH03462,55
2018,"Wittmund",weiblich,"Duldung",Anzahl,RH03462,45
2018,"Wittmund",insgesamt,"Duldung",Anzahl,RH03462,100
2018,"Statistische Region Weser-Ems",männlich,"Duldung",Anzahl,RH034,3170
2018,"Statistische Region Weser-Ems",weiblich,"Duldung",Anzahl,RH034,1735
2018,"Statistische Region Weser-Ems",insgesamt,"Duldung",Anzahl,RH034,4905
2018,"Niedersachsen",männlich,"Duldung",Anzahl,RH030,11335
2018,"Niedersachsen",weiblich,"Duldung",Anzahl,RH030,6275
2018,"Niedersachsen",insgesamt,"Duldung",Anzahl,RH030,17615
2017,"Braunschweig, Stadt",männlich,"Duldung",Anzahl,RH03101,245
2017,"Braunschweig, Stadt",weiblich,"Duldung",Anzahl,RH03101,110
2017,"Braunschweig, Stadt",insgesamt,"Duldung",Anzahl,RH03101,355
2017,"Salzgitter, Stadt",männlich,"Duldung",Anzahl,RH03102,125
2017,"Salzgitter, Stadt",weiblich,"Duldung",Anzahl,RH03102,75
2017,"Salzgitter, Stadt",insgesamt,"Duldung",Anzahl,RH03102,200
2017,"Wolfsburg, Stadt",männlich,"Duldung",Anzahl,RH03103,125
2017,"Wolfsburg, Stadt",weiblich,"Duldung",Anzahl,RH03103,95
2017,"Wolfsburg, Stadt",insgesamt,"Duldung",Anzahl,RH03103,220
2017,"Gifhorn",männlich,"Duldung",Anzahl,RH03151,155
2017,"Gifhorn",weiblich,"Duldung",Anzahl,RH03151,95
2017,"Gifhorn",insgesamt,"Duldung",Anzahl,RH03151,250
2017,"Goslar",männlich,"Duldung",Anzahl,RH03153,195
2017,"Goslar",weiblich,"Duldung",Anzahl,RH03153,135
2017,"Goslar",insgesamt,"Duldung",Anzahl,RH03153,330
2017,"Helmstedt",männlich,"Duldung",Anzahl,RH03154,205
2017,"Helmstedt",weiblich,"Duldung",Anzahl,RH03154,100
2017,"Helmstedt",insgesamt,"Duldung",Anzahl,RH03154,310
2017,"Northeim",männlich,"Duldung",Anzahl,RH03155,150
2017,"Northeim",weiblich,"Duldung",Anzahl,RH03155,140
2017,"Northeim",insgesamt,"Duldung",Anzahl,RH03155,290
2017,"Peine",männlich,"Duldung",Anzahl,RH03157,160
2017,"Peine",weiblich,"Duldung",Anzahl,RH03157,85
2017,"Peine",insgesamt,"Duldung",Anzahl,RH03157,245
2017,"Wolfenbüttel",männlich,"Duldung",Anzahl,RH03158,185
2017,"Wolfenbüttel",weiblich,"Duldung",Anzahl,RH03158,120
2017,"Wolfenbüttel",insgesamt,"Duldung",Anzahl,RH03158,305
2017,"Göttingen",männlich,"Duldung",Anzahl,RH03159,530
2017,"Göttingen",weiblich,"Duldung",Anzahl,RH03159,415
2017,"Göttingen",insgesamt,"Duldung",Anzahl,RH03159,945
2017,"Statistische Region Braunschweig",männlich,"Duldung",Anzahl,RH031,2075
2017,"Statistische Region Braunschweig",weiblich,"Duldung",Anzahl,RH031,1380
2017,"Statistische Region Braunschweig",insgesamt,"Duldung",Anzahl,RH031,3455
2017,"Region Hannover",männlich,"Duldung",Anzahl,RH03241,1650
2017,"Region Hannover",weiblich,"Duldung",Anzahl,RH03241,950
2017,"Region Hannover",insgesamt,"Duldung",Anzahl,RH03241,2600
2017,"Diepholz",männlich,"Duldung",Anzahl,RH03251,315
2017,"Diepholz",weiblich,"Duldung",Anzahl,RH03251,250
2017,"Diepholz",insgesamt,"Duldung",Anzahl,RH03251,565
2017,"Hameln-Pyrmont",männlich,"Duldung",Anzahl,RH03252,205
2017,"Hameln-Pyrmont",weiblich,"Duldung",Anzahl,RH03252,165
2017,"Hameln-Pyrmont",insgesamt,"Duldung",Anzahl,RH03252,375
2017,"Hildesheim",männlich,"Duldung",Anzahl,RH03254,375
2017,"Hildesheim",weiblich,"Duldung",Anzahl,RH03254,170
2017,"Hildesheim",insgesamt,"Duldung",Anzahl,RH03254,545
2017,"Holzminden",männlich,"Duldung",Anzahl,RH03255,45
2017,"Holzminden",weiblich,"Duldung",Anzahl,RH03255,35
2017,"Holzminden",insgesamt,"Duldung",Anzahl,RH03255,85
2017,"Nienburg (Weser)",männlich,"Duldung",Anzahl,RH03256,120
2017,"Nienburg (Weser)",weiblich,"Duldung",Anzahl,RH03256,100
2017,"Nienburg (Weser)",insgesamt,"Duldung",Anzahl,RH03256,225
2017,"Schaumburg",männlich,"Duldung",Anzahl,RH03257,285
2017,"Schaumburg",weiblich,"Duldung",Anzahl,RH03257,190
2017,"Schaumburg",insgesamt,"Duldung",Anzahl,RH03257,475
2017,"Statistische Region Hannover",männlich,"Duldung",Anzahl,RH032,2995
2017,"Statistische Region Hannover",weiblich,"Duldung",Anzahl,RH032,1865
2017,"Statistische Region Hannover",insgesamt,"Duldung",Anzahl,RH032,4860
2017,"Celle",männlich,"Duldung",Anzahl,RH03351,175
2017,"Celle",weiblich,"Duldung",Anzahl,RH03351,145
2017,"Celle",insgesamt,"Duldung",Anzahl,RH03351,320
2017,"Cuxhaven",männlich,"Duldung",Anzahl,RH03352,225
2017,"Cuxhaven",weiblich,"Duldung",Anzahl,RH03352,135
2017,"Cuxhaven",insgesamt,"Duldung",Anzahl,RH03352,360
2017,"Harburg",männlich,"Duldung",Anzahl,RH03353,550
2017,"Harburg",weiblich,"Duldung",Anzahl,RH03353,105
2017,"Harburg",insgesamt,"Duldung",Anzahl,RH03353,655
2017,"Lüchow-Dannenberg",männlich,"Duldung",Anzahl,RH03354,55
2017,"Lüchow-Dannenberg",weiblich,"Duldung",Anzahl,RH03354,35
2017,"Lüchow-Dannenberg",insgesamt,"Duldung",Anzahl,RH03354,90
2017,"Lüneburg",männlich,"Duldung",Anzahl,RH03355,225
2017,"Lüneburg",weiblich,"Duldung",Anzahl,RH03355,135
2017,"Lüneburg",insgesamt,"Duldung",Anzahl,RH03355,360
2017,"Osterholz",männlich,"Duldung",Anzahl,RH03356,120
2017,"Osterholz",weiblich,"Duldung",Anzahl,RH03356,115
2017,"Osterholz",insgesamt,"Duldung",Anzahl,RH03356,240
2017,"Rotenburg (Wümme)",männlich,"Duldung",Anzahl,RH03357,240
2017,"Rotenburg (Wümme)",weiblich,"Duldung",Anzahl,RH03357,115
2017,"Rotenburg (Wümme)",insgesamt,"Duldung",Anzahl,RH03357,360
2017,"Heidekreis",männlich,"Duldung",Anzahl,RH03358,150
2017,"Heidekreis",weiblich,"Duldung",Anzahl,RH03358,130
2017,"Heidekreis",insgesamt,"Duldung",Anzahl,RH03358,280
2017,"Stade",männlich,"Duldung",Anzahl,RH03359,405
2017,"Stade",weiblich,"Duldung",Anzahl,RH03359,215
2017,"Stade",insgesamt,"Duldung",Anzahl,RH03359,620
2017,"Uelzen",männlich,"Duldung",Anzahl,RH03360,90
2017,"Uelzen",weiblich,"Duldung",Anzahl,RH03360,60
2017,"Uelzen",insgesamt,"Duldung",Anzahl,RH03360,150
2017,"Verden",männlich,"Duldung",Anzahl,RH03361,160
2017,"Verden",weiblich,"Duldung",Anzahl,RH03361,85
2017,"Verden",insgesamt,"Duldung",Anzahl,RH03361,245
2017,"Statistische Region Lüneburg",männlich,"Duldung",Anzahl,RH033,2400
2017,"Statistische Region Lüneburg",weiblich,"Duldung",Anzahl,RH033,1275
2017,"Statistische Region Lüneburg",insgesamt,"Duldung",Anzahl,RH033,3670
2017,"Delmenhorst, Stadt",männlich,"Duldung",Anzahl,RH03401,70
2017,"Delmenhorst, Stadt",weiblich,"Duldung",Anzahl,RH03401,55
2017,"Delmenhorst, Stadt",insgesamt,"Duldung",Anzahl,RH03401,125
2017,"Emden, Stadt",männlich,"Duldung",Anzahl,RH03402,70
2017,"Emden, Stadt",weiblich,"Duldung",Anzahl,RH03402,50
2017,"Emden, Stadt",insgesamt,"Duldung",Anzahl,RH03402,115
2017,"Oldenburg (Oldb), Stadt",männlich,"Duldung",Anzahl,RH03403,165
2017,"Oldenburg (Oldb), Stadt",weiblich,"Duldung",Anzahl,RH03403,95
2017,"Oldenburg (Oldb), Stadt",insgesamt,"Duldung",Anzahl,RH03403,260
2017,"Osnabrück, Stadt",männlich,"Duldung",Anzahl,RH03404,355
2017,"Osnabrück, Stadt",weiblich,"Duldung",Anzahl,RH03404,140
2017,"Osnabrück, Stadt",insgesamt,"Duldung",Anzahl,RH03404,495
2017,"Wilhelmshaven, Stadt",männlich,"Duldung",Anzahl,RH03405,125
2017,"Wilhelmshaven, Stadt",weiblich,"Duldung",Anzahl,RH03405,85
2017,"Wilhelmshaven, Stadt",insgesamt,"Duldung",Anzahl,RH03405,210
2017,"Ammerland",männlich,"Duldung",Anzahl,RH03451,100
2017,"Ammerland",weiblich,"Duldung",Anzahl,RH03451,35
2017,"Ammerland",insgesamt,"Duldung",Anzahl,RH03451,135
2017,"Aurich",männlich,"Duldung",Anzahl,RH03452,240
2017,"Aurich",weiblich,"Duldung",Anzahl,RH03452,165
2017,"Aurich",insgesamt,"Duldung",Anzahl,RH03452,400
2017,"Cloppenburg",männlich,"Duldung",Anzahl,RH03453,90
2017,"Cloppenburg",weiblich,"Duldung",Anzahl,RH03453,45
2017,"Cloppenburg",insgesamt,"Duldung",Anzahl,RH03453,135
2017,"Emsland",männlich,"Duldung",Anzahl,RH03454,400
2017,"Emsland",weiblich,"Duldung",Anzahl,RH03454,245
2017,"Emsland",insgesamt,"Duldung",Anzahl,RH03454,645
2017,"Friesland",männlich,"Duldung",Anzahl,RH03455,155
2017,"Friesland",weiblich,"Duldung",Anzahl,RH03455,125
2017,"Friesland",insgesamt,"Duldung",Anzahl,RH03455,280
2017,"Grafschaft Bentheim",männlich,"Duldung",Anzahl,RH03456,200
2017,"Grafschaft Bentheim",weiblich,"Duldung",Anzahl,RH03456,115
2017,"Grafschaft Bentheim",insgesamt,"Duldung",Anzahl,RH03456,315
2017,"Leer",männlich,"Duldung",Anzahl,RH03457,130
2017,"Leer",weiblich,"Duldung",Anzahl,RH03457,70
2017,"Leer",insgesamt,"Duldung",Anzahl,RH03457,200
2017,"Oldenburg",männlich,"Duldung",Anzahl,RH03458,105
2017,"Oldenburg",weiblich,"Duldung",Anzahl,RH03458,50
2017,"Oldenburg",insgesamt,"Duldung",Anzahl,RH03458,155
2017,"Osnabrück",männlich,"Duldung",Anzahl,RH03459,400
2017,"Osnabrück",weiblich,"Duldung",Anzahl,RH03459,260
2017,"Osnabrück",insgesamt,"Duldung",Anzahl,RH03459,660
2017,"Vechta",männlich,"Duldung",Anzahl,RH03460,85
2017,"Vechta",weiblich,"Duldung",Anzahl,RH03460,50
2017,"Vechta",insgesamt,"Duldung",Anzahl,RH03460,135
2017,"Wesermarsch",männlich,"Duldung",Anzahl,RH03461,130
2017,"Wesermarsch",weiblich,"Duldung",Anzahl,RH03461,90
2017,"Wesermarsch",insgesamt,"Duldung",Anzahl,RH03461,220
2017,"Wittmund",männlich,"Duldung",Anzahl,RH03462,60
2017,"Wittmund",weiblich,"Duldung",Anzahl,RH03462,55
2017,"Wittmund",insgesamt,"Duldung",Anzahl,RH03462,115
2017,"Statistische Region Weser-Ems",männlich,"Duldung",Anzahl,RH034,2885
2017,"Statistische Region Weser-Ems",weiblich,"Duldung",Anzahl,RH034,1720
2017,"Statistische Region Weser-Ems",insgesamt,"Duldung",Anzahl,RH034,4605
2017,"Niedersachsen",männlich,"Duldung",Anzahl,RH030,10355
2017,"Niedersachsen",weiblich,"Duldung",Anzahl,RH030,6235
2017,"Niedersachsen",insgesamt,"Duldung",Anzahl,RH030,16590
2016,"Braunschweig, Stadt",männlich,"Duldung",Anzahl,RH03101,165
2016,"Braunschweig, Stadt",weiblich,"Duldung",Anzahl,RH03101,75
2016,"Braunschweig, Stadt",insgesamt,"Duldung",Anzahl,RH03101,235
2016,"Salzgitter, Stadt",männlich,"Duldung",Anzahl,RH03102,105
2016,"Salzgitter, Stadt",weiblich,"Duldung",Anzahl,RH03102,85
2016,"Salzgitter, Stadt",insgesamt,"Duldung",Anzahl,RH03102,190
2016,"Wolfsburg, Stadt",männlich,"Duldung",Anzahl,RH03103,120
2016,"Wolfsburg, Stadt",weiblich,"Duldung",Anzahl,RH03103,115
2016,"Wolfsburg, Stadt",insgesamt,"Duldung",Anzahl,RH03103,230
2016,"Gifhorn",männlich,"Duldung",Anzahl,RH03151,135
2016,"Gifhorn",weiblich,"Duldung",Anzahl,RH03151,95
2016,"Gifhorn",insgesamt,"Duldung",Anzahl,RH03151,230
2016,"Goslar",männlich,"Duldung",Anzahl,RH03153,145
2016,"Goslar",weiblich,"Duldung",Anzahl,RH03153,120
2016,"Goslar",insgesamt,"Duldung",Anzahl,RH03153,265
2016,"Helmstedt",männlich,"Duldung",Anzahl,RH03154,190
2016,"Helmstedt",weiblich,"Duldung",Anzahl,RH03154,90
2016,"Helmstedt",insgesamt,"Duldung",Anzahl,RH03154,275
2016,"Northeim",männlich,"Duldung",Anzahl,RH03155,145
2016,"Northeim",weiblich,"Duldung",Anzahl,RH03155,145
2016,"Northeim",insgesamt,"Duldung",Anzahl,RH03155,290
2016,"Peine",männlich,"Duldung",Anzahl,RH03157,165
2016,"Peine",weiblich,"Duldung",Anzahl,RH03157,110
2016,"Peine",insgesamt,"Duldung",Anzahl,RH03157,275
2016,"Wolfenbüttel",männlich,"Duldung",Anzahl,RH03158,145
2016,"Wolfenbüttel",weiblich,"Duldung",Anzahl,RH03158,110
2016,"Wolfenbüttel",insgesamt,"Duldung",Anzahl,RH03158,255
2016,"Göttingen",männlich,"Duldung",Anzahl,RH03159,495
2016,"Göttingen",weiblich,"Duldung",Anzahl,RH03159,410
2016,"Göttingen",insgesamt,"Duldung",Anzahl,RH03159,905
2016,"Statistische Region Braunschweig",männlich,"Duldung",Anzahl,RH031,1805
2016,"Statistische Region Braunschweig",weiblich,"Duldung",Anzahl,RH031,1355
2016,"Statistische Region Braunschweig",insgesamt,"Duldung",Anzahl,RH031,3160
2016,"Region Hannover",männlich,"Duldung",Anzahl,RH03241,1625
2016,"Region Hannover",weiblich,"Duldung",Anzahl,RH03241,950
2016,"Region Hannover",insgesamt,"Duldung",Anzahl,RH03241,2575
2016,"Diepholz",männlich,"Duldung",Anzahl,RH03251,245
2016,"Diepholz",weiblich,"Duldung",Anzahl,RH03251,215
2016,"Diepholz",insgesamt,"Duldung",Anzahl,RH03251,460
2016,"Hameln-Pyrmont",männlich,"Duldung",Anzahl,RH03252,170
2016,"Hameln-Pyrmont",weiblich,"Duldung",Anzahl,RH03252,135
2016,"Hameln-Pyrmont",insgesamt,"Duldung",Anzahl,RH03252,305
2016,"Hildesheim",männlich,"Duldung",Anzahl,RH03254,335
2016,"Hildesheim",weiblich,"Duldung",Anzahl,RH03254,185
2016,"Hildesheim",insgesamt,"Duldung",Anzahl,RH03254,520
2016,"Holzminden",männlich,"Duldung",Anzahl,RH03255,25
2016,"Holzminden",weiblich,"Duldung",Anzahl,RH03255,20
2016,"Holzminden",insgesamt,"Duldung",Anzahl,RH03255,50
2016,"Nienburg (Weser)",männlich,"Duldung",Anzahl,RH03256,80
2016,"Nienburg (Weser)",weiblich,"Duldung",Anzahl,RH03256,45
2016,"Nienburg (Weser)",insgesamt,"Duldung",Anzahl,RH03256,125
2016,"Schaumburg",männlich,"Duldung",Anzahl,RH03257,235
2016,"Schaumburg",weiblich,"Duldung",Anzahl,RH03257,125
2016,"Schaumburg",insgesamt,"Duldung",Anzahl,RH03257,360
2016,"Statistische Region Hannover",männlich,"Duldung",Anzahl,RH032,2715
2016,"Statistische Region Hannover",weiblich,"Duldung",Anzahl,RH032,1675
2016,"Statistische Region Hannover",insgesamt,"Duldung",Anzahl,RH032,4390
2016,"Celle",männlich,"Duldung",Anzahl,RH03351,165
2016,"Celle",weiblich,"Duldung",Anzahl,RH03351,130
2016,"Celle",insgesamt,"Duldung",Anzahl,RH03351,295
2016,"Cuxhaven",männlich,"Duldung",Anzahl,RH03352,215
2016,"Cuxhaven",weiblich,"Duldung",Anzahl,RH03352,120
2016,"Cuxhaven",insgesamt,"Duldung",Anzahl,RH03352,335
2016,"Harburg",männlich,"Duldung",Anzahl,RH03353,350
2016,"Harburg",weiblich,"Duldung",Anzahl,RH03353,95
2016,"Harburg",insgesamt,"Duldung",Anzahl,RH03353,445
2016,"Lüchow-Dannenberg",männlich,"Duldung",Anzahl,RH03354,70
2016,"Lüchow-Dannenberg",weiblich,"Duldung",Anzahl,RH03354,50
2016,"Lüchow-Dannenberg",insgesamt,"Duldung",Anzahl,RH03354,120
2016,"Lüneburg",männlich,"Duldung",Anzahl,RH03355,230
2016,"Lüneburg",weiblich,"Duldung",Anzahl,RH03355,140
2016,"Lüneburg",insgesamt,"Duldung",Anzahl,RH03355,370
2016,"Osterholz",männlich,"Duldung",Anzahl,RH03356,140
2016,"Osterholz",weiblich,"Duldung",Anzahl,RH03356,135
2016,"Osterholz",insgesamt,"Duldung",Anzahl,RH03356,275
2016,"Rotenburg (Wümme)",männlich,"Duldung",Anzahl,RH03357,235
2016,"Rotenburg (Wümme)",weiblich,"Duldung",Anzahl,RH03357,120
2016,"Rotenburg (Wümme)",insgesamt,"Duldung",Anzahl,RH03357,355
2016,"Heidekreis",männlich,"Duldung",Anzahl,RH03358,150
2016,"Heidekreis",weiblich,"Duldung",Anzahl,RH03358,125
2016,"Heidekreis",insgesamt,"Duldung",Anzahl,RH03358,275
2016,"Stade",männlich,"Duldung",Anzahl,RH03359,435
2016,"Stade",weiblich,"Duldung",Anzahl,RH03359,245
2016,"Stade",insgesamt,"Duldung",Anzahl,RH03359,680
2016,"Uelzen",männlich,"Duldung",Anzahl,RH03360,95
2016,"Uelzen",weiblich,"Duldung",Anzahl,RH03360,70
2016,"Uelzen",insgesamt,"Duldung",Anzahl,RH03360,165
2016,"Verden",männlich,"Duldung",Anzahl,RH03361,150
2016,"Verden",weiblich,"Duldung",Anzahl,RH03361,70
2016,"Verden",insgesamt,"Duldung",Anzahl,RH03361,220
2016,"Statistische Region Lüneburg",männlich,"Duldung",Anzahl,RH033,2240
2016,"Statistische Region Lüneburg",weiblich,"Duldung",Anzahl,RH033,1290
2016,"Statistische Region Lüneburg",insgesamt,"Duldung",Anzahl,RH033,3530
2016,"Delmenhorst, Stadt",männlich,"Duldung",Anzahl,RH03401,75
2016,"Delmenhorst, Stadt",weiblich,"Duldung",Anzahl,RH03401,60
2016,"Delmenhorst, Stadt",insgesamt,"Duldung",Anzahl,RH03401,130
2016,"Emden, Stadt",männlich,"Duldung",Anzahl,RH03402,85
2016,"Emden, Stadt",weiblich,"Duldung",Anzahl,RH03402,55
2016,"Emden, Stadt",insgesamt,"Duldung",Anzahl,RH03402,140
2016,"Oldenburg (Oldb), Stadt",männlich,"Duldung",Anzahl,RH03403,160
2016,"Oldenburg (Oldb), Stadt",weiblich,"Duldung",Anzahl,RH03403,100
2016,"Oldenburg (Oldb), Stadt",insgesamt,"Duldung",Anzahl,RH03403,260
2016,"Osnabrück, Stadt",männlich,"Duldung",Anzahl,RH03404,250
2016,"Osnabrück, Stadt",weiblich,"Duldung",Anzahl,RH03404,100
2016,"Osnabrück, Stadt",insgesamt,"Duldung",Anzahl,RH03404,350
2016,"Wilhelmshaven, Stadt",männlich,"Duldung",Anzahl,RH03405,120
2016,"Wilhelmshaven, Stadt",weiblich,"Duldung",Anzahl,RH03405,90
2016,"Wilhelmshaven, Stadt",insgesamt,"Duldung",Anzahl,RH03405,205
2016,"Ammerland",männlich,"Duldung",Anzahl,RH03451,85
2016,"Ammerland",weiblich,"Duldung",Anzahl,RH03451,45
2016,"Ammerland",insgesamt,"Duldung",Anzahl,RH03451,130
2016,"Aurich",männlich,"Duldung",Anzahl,RH03452,230
2016,"Aurich",weiblich,"Duldung",Anzahl,RH03452,165
2016,"Aurich",insgesamt,"Duldung",Anzahl,RH03452,395
2016,"Cloppenburg",männlich,"Duldung",Anzahl,RH03453,90
2016,"Cloppenburg",weiblich,"Duldung",Anzahl,RH03453,55
2016,"Cloppenburg",insgesamt,"Duldung",Anzahl,RH03453,145
2016,"Emsland",männlich,"Duldung",Anzahl,RH03454,395
2016,"Emsland",weiblich,"Duldung",Anzahl,RH03454,240
2016,"Emsland",insgesamt,"Duldung",Anzahl,RH03454,635
2016,"Friesland",männlich,"Duldung",Anzahl,RH03455,130
2016,"Friesland",weiblich,"Duldung",Anzahl,RH03455,110
2016,"Friesland",insgesamt,"Duldung",Anzahl,RH03455,245
2016,"Grafschaft Bentheim",männlich,"Duldung",Anzahl,RH03456,200
2016,"Grafschaft Bentheim",weiblich,"Duldung",Anzahl,RH03456,155
2016,"Grafschaft Bentheim",insgesamt,"Duldung",Anzahl,RH03456,360
2016,"Leer",männlich,"Duldung",Anzahl,RH03457,125
2016,"Leer",weiblich,"Duldung",Anzahl,RH03457,80
2016,"Leer",insgesamt,"Duldung",Anzahl,RH03457,205
2016,"Oldenburg",männlich,"Duldung",Anzahl,RH03458,90
2016,"Oldenburg",weiblich,"Duldung",Anzahl,RH03458,50
2016,"Oldenburg",insgesamt,"Duldung",Anzahl,RH03458,140
2016,"Osnabrück",männlich,"Duldung",Anzahl,RH03459,310
2016,"Osnabrück",weiblich,"Duldung",Anzahl,RH03459,180
2016,"Osnabrück",insgesamt,"Duldung",Anzahl,RH03459,495
2016,"Vechta",männlich,"Duldung",Anzahl,RH03460,95
2016,"Vechta",weiblich,"Duldung",Anzahl,RH03460,50
2016,"Vechta",insgesamt,"Duldung",Anzahl,RH03460,145
2016,"Wesermarsch",männlich,"Duldung",Anzahl,RH03461,130
2016,"Wesermarsch",weiblich,"Duldung",Anzahl,RH03461,70
2016,"Wesermarsch",insgesamt,"Duldung",Anzahl,RH03461,200
2016,"Wittmund",männlich,"Duldung",Anzahl,RH03462,65
2016,"Wittmund",weiblich,"Duldung",Anzahl,RH03462,65
2016,"Wittmund",insgesamt,"Duldung",Anzahl,RH03462,130
2016,"Statistische Region Weser-Ems",männlich,"Duldung",Anzahl,RH034,2635
2016,"Statistische Region Weser-Ems",weiblich,"Duldung",Anzahl,RH034,1675
2016,"Statistische Region Weser-Ems",insgesamt,"Duldung",Anzahl,RH034,4310
2016,"Niedersachsen",männlich,"Duldung",Anzahl,RH030,9400
2016,"Niedersachsen",weiblich,"Duldung",Anzahl,RH030,5995
2016,"Niedersachsen",insgesamt,"Duldung",Anzahl,RH030,15395
2015,"Braunschweig, Stadt",männlich,"Duldung",Anzahl,RH03101,75
2015,"Braunschweig, Stadt",weiblich,"Duldung",Anzahl,RH03101,30
2015,"Braunschweig, Stadt",insgesamt,"Duldung",Anzahl,RH03101,105
2015,"Salzgitter, Stadt",männlich,"Duldung",Anzahl,RH03102,110
2015,"Salzgitter, Stadt",weiblich,"Duldung",Anzahl,RH03102,80
2015,"Salzgitter, Stadt",insgesamt,"Duldung",Anzahl,RH03102,190
2015,"Wolfsburg, Stadt",männlich,"Duldung",Anzahl,RH03103,110
2015,"Wolfsburg, Stadt",weiblich,"Duldung",Anzahl,RH03103,100
2015,"Wolfsburg, Stadt",insgesamt,"Duldung",Anzahl,RH03103,210
