Year,Migrationsstatus,Lebensform,mit oder ohne ledige Kinder,Value
2017,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1099.5
2017,ohne Migrationshintergrund,Insgesamt,mit Kindern,789.5
2017,mit Migrationshintergrund,Insgesamt,mit Kindern,310
2017,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,771.5
2017,ohne Migrationshintergrund,Ehepaare,mit Kindern,534.5
2017,mit Migrationshintergrund,Ehepaare,mit Kindern,237
2017,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,83.6
2017,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,64.3
2017,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,19.3
2017,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,244.4
2017,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,190.7
2017,mit Migrationshintergrund,Alleinerziehende,mit Kindern,53.7
2018,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1082.7
2018,ohne Migrationshintergrund,Insgesamt,mit Kindern,758.7
2018,mit Migrationshintergrund,Insgesamt,mit Kindern,324
2018,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,761.4
2018,ohne Migrationshintergrund,Ehepaare,mit Kindern,511.9
2018,mit Migrationshintergrund,Ehepaare,mit Kindern,249.5
2018,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,83.7
2018,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,62.1
2018,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,21.7
2018,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,237.5
2018,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,184.7
2018,mit Migrationshintergrund,Alleinerziehende,mit Kindern,52.8
2019,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1095.3
2019,ohne Migrationshintergrund,Insgesamt,mit Kindern,763
2019,mit Migrationshintergrund,Insgesamt,mit Kindern,332.2
2019,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,763.6
2019,ohne Migrationshintergrund,Ehepaare,mit Kindern,510.3
2019,mit Migrationshintergrund,Ehepaare,mit Kindern,253.3
2019,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,91.7
2019,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,68.5
2019,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,23.2
2019,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,240
2019,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,184.2
2019,mit Migrationshintergrund,Alleinerziehende,mit Kindern,55.8
2020,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,0
2020,ohne Migrationshintergrund,Insgesamt,mit Kindern,0
2020,mit Migrationshintergrund,Insgesamt,mit Kindern,0
2020,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,0
2020,ohne Migrationshintergrund,Ehepaare,mit Kindern,0
2020,mit Migrationshintergrund,Ehepaare,mit Kindern,0
2020,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,0
2020,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,0
2020,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,0
2020,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,0
2020,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,0
2020,mit Migrationshintergrund,Alleinerziehende,mit Kindern,0
2021,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1106
2021,ohne Migrationshintergrund,Insgesamt,mit Kindern,726
2021,mit Migrationshintergrund,Insgesamt,mit Kindern,380
2021,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,769
2021,ohne Migrationshintergrund,Ehepaare,mit Kindern,492
2021,mit Migrationshintergrund,Ehepaare,mit Kindern,277
2021,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,96
2021,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,66
2021,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,31
2021,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,241
2021,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,168
2021,mit Migrationshintergrund,Alleinerziehende,mit Kindern,73
2022,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1125
2022,ohne Migrationshintergrund,Insgesamt,mit Kindern,723
2022,mit Migrationshintergrund,Insgesamt,mit Kindern,402
2022,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,769
2022,ohne Migrationshintergrund,Ehepaare,mit Kindern,483
2022,mit Migrationshintergrund,Ehepaare,mit Kindern,286
2022,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,100
2022,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,68
2022,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,32
2022,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,256
2022,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,173
2022,mit Migrationshintergrund,Alleinerziehende,mit Kindern,83
2023,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1154
2023,ohne Migrationshintergrund,Insgesamt,mit Kindern,729
2023,mit Migrationshintergrund,Insgesamt,mit Kindern,426
2023,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,767
2023,ohne Migrationshintergrund,Ehepaare,mit Kindern,481
2023,mit Migrationshintergrund,Ehepaare,mit Kindern,286
2023,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,108
2023,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,72
2023,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,36
2023,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,279
2023,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,176
2023,mit Migrationshintergrund,Alleinerziehende,mit Kindern,102
