Year,Gebietseinheit,Schulgliederung,Nationalität,Units,GeoCode,Value
2022,"Statistische Region Hannover",Integrierte Gesamtschule2),Deutsche,Anzahl,K032,3731
2022,"Celle",Integrierte Gesamtschule2),Deutsche,Anzahl,K03351,161
2022,"Cuxhaven",Integrierte Gesamtschule2),Deutsche,Anzahl,K03352,21
2022,"Harburg",Integrierte Gesamtschule2),Deutsche,Anzahl,K03353,467
2022,"Lüchow-Dannenberg",Integrierte Gesamtschule2),Deutsche,Anzahl,K03354,29
2022,"Lüneburg",Integrierte Gesamtschule2),Deutsche,Anzahl,K03355,399
2022,"Osterholz",Integrierte Gesamtschule2),Deutsche,Anzahl,K03356,198
2022,"Rotenburg (Wümme)",Integrierte Gesamtschule2),Deutsche,Anzahl,K03357,166
2022,"Heidekreis",Integrierte Gesamtschule2),Deutsche,Anzahl,K03358,29
2022,"Stade",Integrierte Gesamtschule2),Deutsche,Anzahl,K03359,263
2022,"Uelzen",Integrierte Gesamtschule2),Deutsche,Anzahl,K03360,0
2022,"Verden",Integrierte Gesamtschule2),Deutsche,Anzahl,K03361,207
2022,"Statistische Region Lüneburg",Integrierte Gesamtschule2),Deutsche,Anzahl,K033,1940
2022,"Delmenhorst, Stadt",Integrierte Gesamtschule2),Deutsche,Anzahl,K03401,86
2022,"Emden, Stadt",Integrierte Gesamtschule2),Deutsche,Anzahl,K03402,74
2022,"Oldenburg (Oldb), Stadt",Integrierte Gesamtschule2),Deutsche,Anzahl,K03403,408
2022,"Osnabrück, Stadt",Integrierte Gesamtschule2),Deutsche,Anzahl,K03404,118
2022,"Wilhelmshaven, Stadt",Integrierte Gesamtschule2),Deutsche,Anzahl,K03405,127
2022,"Ammerland",Integrierte Gesamtschule2),Deutsche,Anzahl,K03451,96
2022,"Aurich",Integrierte Gesamtschule2),Deutsche,Anzahl,K03452,401
2022,"Cloppenburg",Integrierte Gesamtschule2),Deutsche,Anzahl,K03453,63
2022,"Emsland",Integrierte Gesamtschule2),Deutsche,Anzahl,K03454,81
2022,"Friesland",Integrierte Gesamtschule2),Deutsche,Anzahl,K03455,232
2022,"Grafschaft Bentheim",Integrierte Gesamtschule2),Deutsche,Anzahl,K03456,0
2022,"Leer",Integrierte Gesamtschule2),Deutsche,Anzahl,K03457,284
2022,"Oldenburg",Integrierte Gesamtschule2),Deutsche,Anzahl,K03458,84
2022,"Osnabrück",Integrierte Gesamtschule2),Deutsche,Anzahl,K03459,442
2022,"Vechta",Integrierte Gesamtschule2),Deutsche,Anzahl,K03460,0
2022,"Wesermarsch",Integrierte Gesamtschule2),Deutsche,Anzahl,K03461,54
2022,"Wittmund",Integrierte Gesamtschule2),Deutsche,Anzahl,K03462,0
2022,"Statistische Region Weser-Ems",Integrierte Gesamtschule2),Deutsche,Anzahl,K034,2550
2022,"Niedersachsen",Integrierte Gesamtschule2),Deutsche,Anzahl,,10944
2011,"Braunschweig, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03101,23
2011,"Salzgitter, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03102,0
2011,"Wolfsburg, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03103,31
2011,"Gifhorn",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03151,0
2011,"Goslar",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03153,0
2011,"Helmstedt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03154,4
2011,"Northeim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03155,0
2011,"Peine",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03157,3
2011,"Wolfenbüttel",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03158,0
2011,"Göttingen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03159,5
2011,"Statistische Region Braunschweig",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K031,66
2011,"Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241,178
2011,"dav. Hannover, Lhst.",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241001,146
2011,"dav. Hannover, Umland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241999,32
2011,"Diepholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03251,0
2011,"Hameln-Pyrmont",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03252,0
2011,"Hildesheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03254,3
2011,"Holzminden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03255,0
2011,"Nienburg (Weser)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03256,0
2011,"Schaumburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03257,4
2011,"Statistische Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K032,185
2011,"Celle",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03351,0
2011,"Cuxhaven",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03352,0
2011,"Harburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03353,0
2011,"Lüchow-Dannenberg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03354,0
2011,"Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03355,0
2011,"Osterholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03356,1
2011,"Rotenburg (Wümme)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03357,0
2011,"Heidekreis",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03358,0
2011,"Stade",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03359,0
2011,"Uelzen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03360,0
2011,"Verden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03361,0
2011,"Statistische Region Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K033,1
2011,"Delmenhorst, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03401,5
2011,"Emden, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03402,0
2011,"Oldenburg (Oldb), Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03403,3
2011,"Osnabrück, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03404,0
2011,"Wilhelmshaven, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03405,2
2011,"Ammerland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03451,0
2011,"Aurich",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03452,4
2011,"Cloppenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03453,0
2011,"Emsland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03454,1
2011,"Friesland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03455,0
2011,"Grafschaft Bentheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03456,0
2011,"Leer",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03457,0
2011,"Oldenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03458,0
2011,"Osnabrück",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03459,6
2011,"Vechta",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03460,0
2011,"Wesermarsch",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03461,0
2011,"Wittmund",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03462,0
2011,"Statistische Region Weser-Ems",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K034,21
2011,"Niedersachsen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,,273
2012,"Braunschweig, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03101,43
2012,"Salzgitter, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03102,0
2012,"Wolfsburg, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03103,39
2012,"Gifhorn",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03151,0
2012,"Goslar",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03153,0
2012,"Helmstedt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03154,0
2012,"Northeim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03155,2
2012,"Peine",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03157,0
2012,"Wolfenbüttel",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03158,0
2012,"Göttingen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03159,11
2012,"Statistische Region Braunschweig",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K031,95
2012,"Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241,224
2012,"dav. Hannover, Lhst.",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241001,172
2012,"dav. Hannover, Umland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241999,52
2012,"Diepholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03251,0
2012,"Hameln-Pyrmont",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03252,0
2012,"Hildesheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03254,9
2012,"Holzminden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03255,0
2012,"Nienburg (Weser)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03256,0
2012,"Schaumburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03257,11
2012,"Statistische Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K032,244
2012,"Celle",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03351,0
2012,"Cuxhaven",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03352,0
2012,"Harburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03353,0
2012,"Lüchow-Dannenberg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03354,0
2012,"Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03355,6
2012,"Osterholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03356,0
2012,"Rotenburg (Wümme)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03357,0
2012,"Heidekreis",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03358,0
2012,"Stade",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03359,0
2012,"Uelzen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03360,0
2012,"Verden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03361,1
2012,"Statistische Region Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K033,7
2012,"Delmenhorst, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03401,5
2012,"Emden, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03402,0
2012,"Oldenburg (Oldb), Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03403,5
2012,"Osnabrück, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03404,0
2012,"Wilhelmshaven, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03405,2
2012,"Ammerland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03451,0
2012,"Aurich",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03452,4
2012,"Cloppenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03453,0
2012,"Emsland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03454,5
2012,"Friesland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03455,0
2012,"Grafschaft Bentheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03456,0
2012,"Leer",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03457,1
2012,"Oldenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03458,0
2012,"Osnabrück",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03459,4
2012,"Vechta",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03460,0
2012,"Wesermarsch",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03461,0
2012,"Wittmund",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03462,0
2012,"Statistische Region Weser-Ems",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K034,26
2012,"Niedersachsen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,,372
2013,"Braunschweig, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03101,21
2013,"Salzgitter, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03102,4
2013,"Wolfsburg, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03103,33
2013,"Gifhorn",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03151,1
2013,"Goslar",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03153,5
2013,"Helmstedt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03154,0
2013,"Northeim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03155,1
2013,"Peine",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03157,7
2013,"Wolfenbüttel",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03158,1
2013,"Göttingen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03159,7
2013,"Statistische Region Braunschweig",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K031,80
2013,"Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241,209
2013,"dav. Hannover, Lhst.",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241001,174
2013,"dav. Hannover, Umland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241999,35
2013,"Diepholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03251,0
2013,"Hameln-Pyrmont",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03252,0
2013,"Hildesheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03254,26
2013,"Holzminden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03255,0
2013,"Nienburg (Weser)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03256,0
2013,"Schaumburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03257,14
2013,"Statistische Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K032,249
2013,"Celle",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03351,0
2013,"Cuxhaven",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03352,0
2013,"Harburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03353,3
2013,"Lüchow-Dannenberg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03354,0
2013,"Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03355,1
2013,"Osterholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03356,6
2013,"Rotenburg (Wümme)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03357,0
2013,"Heidekreis",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03358,0
2013,"Stade",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03359,4
2013,"Uelzen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03360,0
2013,"Verden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03361,0
2013,"Statistische Region Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K033,14
2013,"Delmenhorst, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03401,1
2013,"Emden, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03402,1
2013,"Oldenburg (Oldb), Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03403,17
2013,"Osnabrück, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03404,13
2013,"Wilhelmshaven, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03405,3
2013,"Ammerland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03451,0
2013,"Aurich",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03452,4
2013,"Cloppenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03453,0
2013,"Emsland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03454,3
2013,"Friesland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03455,0
2013,"Grafschaft Bentheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03456,0
2013,"Leer",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03457,2
2013,"Oldenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03458,1
2013,"Osnabrück",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03459,1
2013,"Vechta",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03460,0
2013,"Wesermarsch",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03461,0
2013,"Wittmund",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03462,0
2013,"Statistische Region Weser-Ems",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K034,46
2013,"Niedersachsen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,,389
2014,"Braunschweig, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03101,23
2014,"Salzgitter, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03102,10
2014,"Wolfsburg, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03103,37
2014,"Gifhorn",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03151,1
2014,"Goslar",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03153,4
2014,"Helmstedt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03154,1
2014,"Northeim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03155,0
2014,"Peine",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03157,9
2014,"Wolfenbüttel",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03158,0
2014,"Göttingen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03159,6
2014,"Statistische Region Braunschweig",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K031,91
2014,"Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241,221
2014,"dav. Hannover, Lhst.",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241001,183
2014,"dav. Hannover, Umland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241999,38
2014,"Diepholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03251,0
2014,"Hameln-Pyrmont",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03252,3
2014,"Hildesheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03254,18
2014,"Holzminden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03255,0
2014,"Nienburg (Weser)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03256,0
2014,"Schaumburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03257,16
2014,"Statistische Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K032,258
2014,"Celle",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03351,0
2014,"Cuxhaven",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03352,1
2014,"Harburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03353,6
2014,"Lüchow-Dannenberg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03354,0
2014,"Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03355,4
2014,"Osterholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03356,2
2014,"Rotenburg (Wümme)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03357,0
2014,"Heidekreis",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03358,0
2014,"Stade",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03359,19
2014,"Uelzen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03360,0
2014,"Verden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03361,2
2014,"Statistische Region Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K033,34
2014,"Delmenhorst, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03401,4
2014,"Emden, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03402,6
2014,"Oldenburg (Oldb), Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03403,13
2014,"Osnabrück, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03404,9
2014,"Wilhelmshaven, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03405,3
2014,"Ammerland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03451,0
2014,"Aurich",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03452,13
2014,"Cloppenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03453,0
2014,"Emsland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03454,3
2014,"Friesland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03455,1
2014,"Grafschaft Bentheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03456,0
2014,"Leer",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03457,6
2014,"Oldenburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03458,1
2014,"Osnabrück",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03459,8
2014,"Vechta",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03460,0
2014,"Wesermarsch",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03461,0
2014,"Wittmund",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03462,0
2014,"Statistische Region Weser-Ems",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K034,67
2014,"Niedersachsen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,,450
2015,"Braunschweig, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03101,36
2015,"Salzgitter, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03102,3
2015,"Wolfsburg, Stadt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03103,45
2015,"Gifhorn",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03151,1
2015,"Goslar",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03153,5
2015,"Helmstedt",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03154,2
2015,"Northeim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03155,0
2015,"Peine",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03157,5
2015,"Wolfenbüttel",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03158,13
2015,"Göttingen",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03159,8
2015,"Statistische Region Braunschweig",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K031,118
2015,"Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241,246
2015,"dav. Hannover, Lhst.",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241001,186
2015,"dav. Hannover, Umland",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03241999,60
2015,"Diepholz",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03251,0
2015,"Hameln-Pyrmont",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03252,8
2015,"Hildesheim",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03254,25
2015,"Holzminden",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03255,0
2015,"Nienburg (Weser)",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03256,0
2015,"Schaumburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03257,12
2015,"Statistische Region Hannover",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K032,291
2015,"Celle",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03351,0
2015,"Cuxhaven",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03352,0
2015,"Harburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03353,4
2015,"Lüchow-Dannenberg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03354,0
2015,"Lüneburg",Integrierte Gesamtschule2),Ausländerinnen und Ausländer,Anzahl,K03355,7
